no,station_id,y,x,street,common name,dt_placement,culex.spp,week,region,dt_placement_original,year,month,indices_image_date,indices_lat,indices_lon,ndvi,ndmi,ndwi,ndbi,ndvi_mean,ndmi_mean,ndwi_mean,ndbi_mean,ndvi_std,ndmi_std,ndwi_std,ndbi_std,lst_image_date,lst_lat,lst_lon,lst_day,lst_night,monthly_lst_lat,monthly_lst_lon,lst_jan_day_mean,lst_jan_night_mean,lst_feb_day_mean,lst_feb_night_mean,lst_mar_day_mean,lst_mar_night_mean,lst_apr_day_mean,lst_apr_night_mean,indices_image_date,indices_lat,indices_lon,acc_rainfall_jan,dt_placement_minus_7,dt_placement_minus_14,dt_placement_minus_7_avail,dt_placement_minus_14_avail,acc_rainfall_1week,acc_rainfall_2week
11,Perlez,45.215019,20.372052,D. Tucovica,Ulaz,2024-04-28,51,20,Vojvodina,2024-05-13,2024,4,2024-04-28,45.214454037949764,20.37154485562223,0.5891121192482178,0.23869664056579945,-0.4883156297420333,-0.23869664056579945,0.6048866109942697,0.2371924228556189,-0.511813021701188,-0.2371924228556189,0.08668268835953928,0.10018258572847033,0.04331130872598159,0.10018258572847033,2024-04-28,45.214454037949764,20.37154485562223,15054.0,14444.0,45.214454037949764,20.37154485562223,13766.25,13586.181818181818,14133.555555555557,13787.4,14464.529411764706,13872.142857142857,14788.55,14230.666666666664,2024-04-28,45.25020698625371,20.35009308663565,111.8906578881033,2024-04-21,2024-04-14,2024-04-21,2024-04-14,4.05574244260788,5.620729100308381
12,Perlez,45.215243,20.385334,Ruze Zivanov,Izlaz,2024-04-28,81,20,Vojvodina,2024-05-13,2024,4,2024-04-28,45.214454037949764,20.385019584884024,0.5330372015546918,0.13202132021320215,-0.4800321629589922,-0.13202132021320215,0.5544667851515963,0.17105263316631225,-0.4785188215337241,-0.17105263316631225,0.08313119121976552,0.10961901556204988,0.03134355871763888,0.10961901556204988,2024-04-28,45.214454037949764,20.385019584884024,15027.0,14414.0,45.214454037949764,20.385019584884024,13757.833333333336,13572.53846153846,14120.888888888889,13751.0,14465.0625,13875.8,14810.157894736842,14230.3,2024-04-28,45.25020698625371,20.35009308663565,111.8906578881033,2024-04-21,2024-04-14,2024-04-21,2024-04-14,4.05574244260788,5.620729100308381
13,Ecka,45.311432,20.447702,Kumanovska,1,2024-04-28,26,20,Vojvodina,2024-05-13,2024,4,2024-04-28,45.31326871920292,20.447901654772394,0.5272830081990387,0.12965286491007946,-0.4808114035087721,-0.12965286491007946,0.4876617274490964,0.0992239481984066,-0.4451392643787079,-0.0992239481984066,0.03568727626250945,0.042769247329912136,0.01733270915944899,0.042769247329912136,2024-04-28,45.31326871920292,20.447901654772394,15081.0,14403.0,45.31326871920292,20.447901654772394,13799.181818181818,13512.555555555557,14136.272727272728,13746.5,14459.235294117649,13875.733333333335,14854.823529411766,14227.5,2024-04-28,45.350207443681896,20.450093544063833,122.045695218079,2024-04-21,2024-04-14,2024-04-21,2024-04-14,7.460774779319763,8.631145339044451
14,Ecka,45.311079,20.423453,Lukino Selo,2,2024-04-28,0,20,Vojvodina,2024-05-13,2024,4,2024-04-28,45.31326871920292,20.425443772669407,0.6200174570846669,0.2070236288749188,-0.5258975061660729,-0.2070236288749188,0.5270461473244626,0.11769529597173685,-0.4718054262206263,-0.11769529597173685,0.05552287134193669,0.054094711719275414,0.03409516174030445,0.054094711719275414,2024-04-28,45.31326871920292,20.425443772669407,15034.0,14421.0,45.31326871920292,20.425443772669407,13785.818181818182,13485.727272727272,14111.083333333336,13729.090909090908,14393.368421052632,13879.692307692307,14827.789473684208,14170.571428571431,2024-04-28,45.350207443681896,20.450093544063833,122.045695218079,2024-04-21,2024-04-14,2024-04-21,2024-04-14,7.460774779319763,8.631145339044451
15,Zrenjanin,45.359569,20.39108,Radoti Miklosa 47,Muzlja,2024-04-28,44,20,Vojvodina,2024-05-13,2024,4,2024-04-28,45.3581844834089,20.389511161304625,0.36265656859889306,-0.002558635394456245,-0.3702401874633861,0.002558635394456245,0.4492552652299633,0.08574720139630848,-0.4110940417512507,-0.08574720139630848,0.06603892436601856,0.05268362532398279,0.060893604645167326,0.05268362532398279,2024-04-28,45.3581844834089,20.389511161304625,15103.0,14471.0,45.3581844834089,20.389511161304622,13806.692307692307,13448.75,14208.777777777776,13791.555555555557,14488.823529411766,13888.909090909092,14893.777777777776,14256.25,2024-04-28,45.350207443681896,20.35009308663565,104.56826545308013,2024-04-21,2024-04-14,2024-04-21,2024-04-14,4.0628776820376515,4.871440924951457
16,Zrenjanin,45.386306,20.413639,Temisvarski drum  14,Dijamant,2024-04-28,145,20,Vojvodina,2024-05-13,2024,4,2024-04-28,45.38513394193248,20.41196904340761,0.3383865728207905,0.014570080032833973,-0.3445743812890943,-0.014570080032833973,0.3572796685752262,0.005490444887309249,-0.3578552164488703,-0.005490444887309249,0.08559788148991053,0.05008933488861879,0.06938790878427797,0.05008933488861879,2024-04-28,45.38513394193249,20.41196904340761,15091.0,14466.0,45.38513394193249,20.41196904340761,13808.333333333336,13491.0,14184.75,13821.0,14491.764705882351,13901.75,14960.0,14325.375,2024-04-28,45.350207443681896,20.450093544063833,122.045695218079,2024-04-21,2024-04-14,2024-04-21,2024-04-14,7.460774779319763,8.631145339044451
17,Melenci,45.528139,20.304444,Banja Rusanda,Banja Rusanda,2024-04-28,1,20,Vojvodina,2024-05-13,2024,4,2024-04-28,45.528864387391614,20.304171209313253,0.6703296703296704,0.3034300791556728,-0.5616438356164384,-0.3034300791556728,0.4519804464169869,0.30146049537340003,-0.40213097007626303,-0.30146049537340003,0.2446905302003701,0.11285809552753735,0.193988503280284,0.11285809552753735,2024-04-28,45.528864387391614,20.304171209313253,15043.0,14337.0,45.528864387391614,20.304171209313253,13786.363636363636,13556.0,14149.615384615383,13752.363636363636,14508.5,13804.153846153846,14782.210526315792,14121.0,2024-04-28,45.550208358538264,20.35009308663565,80.1387052383252,2024-04-21,2024-04-14,2024-04-21,2024-04-14,14.310616224072874,16.122310724666022
18,Melenci,45.511735,20.305917,Brace Mijatov,Mesto,2024-04-28,6,20,Vojvodina,2024-05-13,2024,4,2024-04-28,45.51089808170922,20.304171209313253,0.2117305833064776,0.32208157524613223,-0.24503311258278146,-0.32208157524613223,0.4003862019665381,0.14770488973011278,-0.3863303608457018,-0.14770488973011278,0.13856355403215606,0.14463596248263336,0.10166256323553867,0.14463596248263336,2024-04-28,45.51089808170922,20.304171209313253,15124.0,14334.0,45.51089808170922,20.304171209313253,13797.545454545454,13578.266666666665,14111.153846153846,13788.222222222224,14523.35294117647,13829.230769230771,14830.1,14145.923076923076,2024-04-28,45.550208358538264,20.35009308663565,80.1387052383252,2024-04-21,2024-04-14,2024-04-21,2024-04-14,14.310616224072874,16.122310724666022
19,Novi Becej,45.597078,20.141144,Tapaj Sandora 9 ,Kod Karcike,2024-04-28,3,20,Vojvodina,2024-05-13,2024,4,2024-04-28,45.59623803370059,20.14247445817173,0.3645116918844567,-0.035582344934862994,-0.3777777777777778,0.035582344934862994,0.3602991084360085,-0.019236722775856058,-0.37160280351431335,0.019236722775856058,0.04756863006312618,0.02992292638109758,0.0346521656806468,0.02992292638109758,2024-04-28,45.59623803370059,20.14247445817173,15051.0,14393.0,45.59623803370059,20.14247445817173,13842.53846153846,13567.833333333336,14212.083333333336,13755.272727272728,14406.666666666664,13874.25,14788.263157894737,14219.454545454546,2024-04-28,45.550208358538264,20.150092171779278,75.02024930283642,2024-04-21,2024-04-14,2024-04-21,2024-04-14,9.320042099803686,9.793290389614413
20,Novi Becej,45.581111,20.143699,Novobecejski put,Vikend Naselje,2024-04-28,7,20,Vojvodina,2024-05-13,2024,4,2024-04-28,45.58276330443879,20.14247445817173,0.4601018675721562,0.12125162972620596,-0.3947453778786895,-0.12125162972620596,0.5325261188860906,0.16643244931371312,-0.4726149128814705,-0.16643244931371312,0.07097953928435179,0.07574386041232939,0.04744176988293871,0.07574386041232939,2024-04-28,45.5827633044388,20.14247445817173,15040.0,14367.0,45.5827633044388,20.14247445817173,13806.6,13542.64705882353,14205.833333333336,13683.1,14417.05882352941,13828.583333333336,14771.6,14185.454545454546,2024-04-28,45.550208358538264,20.150092171779278,75.02024930283642,2024-04-21,2024-04-14,2024-04-21,2024-04-14,9.320042099803686,9.793290389614413
21,Becej,45.612937,20.022146,Srbobranski put 28 ,Sumarak,2024-04-28,15,20,Vojvodina,2024-05-13,2024,4,2024-04-28,45.61420433938297,20.021201894815587,0.5551564905079528,0.16532103037293353,-0.5008665511265165,-0.16532103037293353,0.4987260390662463,0.09392596831015818,-0.4638524819927699,-0.09392596831015818,0.07199072048389603,0.07770085946442715,0.05314305767651264,0.07770085946442715,2024-04-28,45.614204339382994,20.021201894815587,15221.0,14470.0,45.614204339382994,20.021201894815587,13785.533333333333,13581.416666666664,14201.583333333336,13736.666666666664,14517.4,13829.1,15027.625,14232.181818181818,2024-04-28,45.65020881596645,20.050091714351094,77.5280886905748,2024-04-21,2024-04-14,2024-04-21,2024-04-14,11.313458266435191,11.345736307084735
22,Backa Topola,45.827403,19.631602,Plitvicka,Plitvicka,2024-04-28,137,20,Vojvodina,2024-05-13,2024,4,2024-04-28,45.82530843115109,19.63043474622356,0.4849412965798877,0.13989028213166144,-0.4483445357231765,-0.13989028213166144,0.5000242893699247,0.13968382481224265,-0.4400391101361705,-0.13968382481224265,0.05124186420416255,0.09051090141699672,0.02843567318878033,0.09051090141699672,2024-04-28,45.82530843115109,19.63043474622356,15204.0,14366.0,45.82530843115109,19.63043474622356,13816.133333333333,13597.8125,14178.76923076923,13661.75,14462.944444444443,13830.7,14894.388888888889,14199.357142857143,2024-04-28,45.85020973082282,19.650089884638355,82.77375006278669,2024-04-21,2024-04-14,2024-04-21,2024-04-14,0.6258575031533837,1.5719381045782939
23,Backa Topola,45.859583,19.634,Zobnatica,Ergela,2024-04-28,6,20,Vojvodina,2024-05-13,2024,4,2024-04-28,45.86124104251587,19.63492632264416,0.5409836065573771,0.14855305466237947,-0.4703622392974753,-0.14855305466237947,0.5075427331577568,0.11655808913179312,-0.4505541607060775,-0.11655808913179312,0.12235848764142232,0.14626734904873126,0.07451549242257889,0.14626734904873126,2024-04-28,45.86124104251587,19.63492632264416,15093.0,14336.0,45.86124104251587,19.63492632264416,13788.8,13607.875,14189.083333333336,13688.1,14494.411764705883,13805.818181818182,14822.315789473683,14201.846153846154,2024-04-28,45.85020973082282,19.650089884638355,82.77375006278669,2024-04-21,2024-04-14,2024-04-21,2024-04-14,0.6258575031533837,1.5719381045782939
24,Mali Idjos,45.709719,19.653719,Vasarska,Vasarska,2024-04-28,17,20,Vojvodina,2024-05-13,2024,4,2024-04-28,45.708527444215534,19.652892628326548,0.4517969195664575,0.034552845528455264,-0.4293737714125245,-0.034552845528455264,0.4645223492542496,0.08294006412841914,-0.44089016536761816,-0.08294006412841914,0.045120406796091764,0.04617762203116532,0.037755213800352516,0.04617762203116532,2024-04-28,45.708527444215534,19.652892628326548,15167.0,14372.0,45.708527444215534,19.652892628326548,13759.4375,13593.285714285714,14265.3,13710.75,14459.5625,13784.857142857143,14845.555555555557,14161.0,2024-04-28,45.75020927339464,19.650089884638355,78.64612230965213,2024-04-21,2024-04-14,2024-04-21,2024-04-14,1.6952091213315725,4.333515422746132
25,Mali Idjos,45.701111,19.679061,Lovcenacka,Montel,2024-04-28,13,20,Vojvodina,2024-05-13,2024,4,2024-04-28,45.69954429137434,19.679842086850137,0.4473556525958273,0.09992625368731564,-0.42898203592814377,-0.09992625368731564,0.4513418139729386,0.056330966006182925,-0.4303703230449449,-0.056330966006182925,0.10747406981664913,0.12487503567875224,0.07992022905947398,0.12487503567875224,2024-04-28,45.69954429137434,19.679842086850137,15176.0,14368.0,45.69954429137434,19.679842086850137,13756.375,13593.384615384617,14254.727272727272,13679.25,14488.4375,13790.571428571431,14903.05882352941,14160.8,2024-04-28,45.75020927339464,19.650089884638355,78.64612230965213,2024-04-21,2024-04-14,2024-04-21,2024-04-14,1.6952091213315725,4.333515422746132
26,Lovcenac,45.67995,19.68145,Bude Tomanovic,Bude Tomanovic,2024-04-28,45,20,Vojvodina,2024-05-13,2024,4,2024-04-28,45.68157798569196,19.679842086850137,0.4373983739837399,0.006604418127989036,-0.4253466623669785,-0.006604418127989036,0.4056368313184364,-0.009720863134259551,-0.4035574936877697,0.009720863134259551,0.12666186614024674,0.1497934926497303,0.09609846228761186,0.1497934926497303,2024-04-28,45.68157798569196,19.679842086850137,15278.0,14375.0,45.68157798569196,19.679842086850137,13757.1875,13528.222222222224,14290.545454545454,13674.875,14533.285714285714,13786.0,15077.214285714286,14140.545454545454,2024-04-28,45.65020881596645,19.650089884638355,62.92453300647253,2024-04-21,2024-04-14,2024-04-21,2024-04-14,5.800907509401441,9.200901360367425
27,Feketic,45.658136,19.709208,Marsala Tita,Pipac,2024-04-28,15,20,Vojvodina,2024-05-13,2024,4,2024-04-28,45.65912010358896,19.711283121794324,0.4145476049674749,0.005675846121505167,-0.4145476049674749,-0.005675846121505167,0.4774916360123498,0.0916493415884131,-0.4503981378136241,-0.0916493415884131,0.10537216502091623,0.1442858864767783,0.07096324071636917,0.1442858864767783,2024-04-28,45.659120103588975,19.711283121794324,15207.0,14390.0,45.659120103588975,19.711283121794324,13750.875,13523.666666666664,14266.545454545454,13701.444444444443,14516.5,13801.0,14900.266666666665,14165.363636363636,2024-04-28,45.65020881596645,19.75009034206654,61.823481592822645,2024-04-21,2024-04-14,2024-04-21,2024-04-14,7.895626435987651,12.812421900744084
28,Srbobran,45.53769,19.786532,Novosadski put,Iza mlina,2024-04-28,2,20,Vojvodina,2024-05-13,2024,4,2024-04-28,45.53784754023282,19.78763992094449,0.4243807040417209,0.11451160418260645,-0.3759445843828715,-0.11451160418260645,0.39561405049475,0.03175650282569352,-0.3558255009352956,-0.03175650282569352,0.16146918191498474,0.19773992910173602,0.11322595360622068,0.19773992910173602,2024-04-28,45.53784754023282,19.78763992094449,15242.0,14401.0,45.53784754023282,19.78763992094449,13773.066666666668,13526.692307692307,14255.333333333336,13762.111111111111,14537.1875,13820.1,14927.625,14198.166666666664,2024-04-28,45.550208358538264,19.75009034206654,51.180509923044156,2024-04-21,2024-04-14,2024-04-21,2024-04-14,0.08592353761196136,8.274379342910834
29,Sirig,45.44494,19.816372,13 April,Kanalic,2024-04-28,71,20,Vojvodina,2024-05-13,2024,4,2024-04-28,45.443524435400256,19.814589379468075,0.4544913741820345,0.041311754684838164,-0.42815420560747663,-0.041311754684838164,0.34408577588675804,-0.07001131498088951,-0.3435423295735003,0.07001131498088951,0.09561534062319647,0.1110705243179806,0.07437210731191768,0.1110705243179806,2024-04-28,45.443524435400256,19.814589379468075,15366.0,14428.0,45.443524435400256,19.814589379468075,13755.357142857143,13520.272727272728,14283.166666666664,13730.125,14677.375,13752.888888888889,15126.666666666664,14227.818181818182,2024-04-28,45.45020790111008,19.850090799494723,104.34695239476969,2024-04-21,2024-04-14,2024-04-21,2024-04-14,0.13699459179770201,0.26800806520623155
30,Cenej,45.361843,19.843538,-,Salas,2024-04-28,2,20,Vojvodina,2024-05-13,2024,4,2024-04-28,45.362676059829504,19.841538837991664,0.29996728819103696,-0.07924003707136239,-0.3038057742782153,0.07924003707136239,0.4492423922117378,0.05728792181586515,-0.4151474438754767,-0.05728792181586515,0.1540983220624565,0.1776949429549416,0.11944887442493635,0.1776949429549416,2024-04-28,45.362676059829504,19.841538837991664,15363.0,14413.0,45.362676059829504,19.841538837991664,13734.857142857143,13530.8,14236.0,13657.142857142857,14636.8125,13802.846153846154,15171.923076923076,14204.076923076924,2024-04-28,45.350207443681896,19.850090799494723,122.7009053383299,2024-04-21,2024-04-14,2024-04-21,2024-04-14,0.0672883753431961,0.31098680593277095
31,Temerin,45.391624,19.858687,Partizanska,Naucni institut,2024-04-30,1,20,Vojvodina,2024-05-15,2024,4,2024-04-30,45.38962551835308,19.859505143674053,0.2911764705882353,-0.06456424461964633,-0.2919364331959977,0.06456424461964633,0.23578038542743165,-0.1389181344515337,-0.2523113111514753,0.1389181344515337,0.07746338772261288,0.08225598157921239,0.06351435756528638,0.08225598157921239,2024-04-30,45.38962551835309,19.859505143674053,15252.0,14302.0,45.38962551835309,19.859505143674053,13781.46153846154,13452.0,14333.875,13610.25,14684.3125,13800.307692307693,15236.866666666667,14173.384615384617,2024-04-28,45.350207443681896,19.850090799494723,122.7009053383299,2024-04-23,2024-04-16,2024-04-23,2024-04-16,0.0,0.28228579018468736
32,Palic,46.099172,19.755222,-,Palic,2024-04-30,5,20,Vojvodina,2024-05-15,2024,4,2024-04-30,46.09929459280757,19.756198886000305,0.5174055340672419,0.18274582560296848,-0.42937219730941706,-0.18274582560296848,0.3437759018520286,0.20562272989328864,-0.2416299985328529,-0.20562272989328864,0.27229683385502385,0.13422189960003866,0.3178420717465512,0.13422189960003866,2024-04-30,46.09929459280757,19.756198886000305,15067.0,14302.0,46.09929459280757,19.756198886000305,13759.6875,13530.64705882353,14170.222222222224,13676.9,14407.0,13789.076923076924,14747.7,14185.733333333335,2024-04-28,46.05021064567919,19.75009034206654,100.48869644810111,2024-04-23,2024-04-16,2024-04-23,2024-04-16,0.0009123595082201064,0.19044812628999352
33,Subotica,46.080117,19.676158,-,Spartak,2024-04-30,10,20,Vojvodina,2024-05-15,2024,4,2024-04-30,46.08132828712517,19.67535051042954,0.4613883468079174,0.1277969018932874,-0.4221378187737384,-0.1277969018932874,0.4133487604862595,0.07618633769330474,-0.3915579783989643,-0.07618633769330474,0.0940482194375092,0.07993677187485712,0.06255419505878722,0.07993677187485712,2024-04-30,46.08132828712517,19.67535051042954,15136.0,14269.0,46.08132828712517,19.67535051042954,13800.642857142857,13573.94117647059,14251.222222222224,13671.375,14432.176470588234,13767.0,14848.888888888889,14165.125,2024-04-28,46.05021064567919,19.650089884638355,89.96611078389833,2024-04-23,2024-04-16,2024-04-23,2024-04-16,0.0017767000244930387,0.4492110953433439
34,Subotica,46.089969,19.639352,-,Hipodrom,2024-04-30,5,20,Vojvodina,2024-05-15,2024,4,2024-04-30,46.090311439966364,19.639417899064753,0.3072258716523497,0.02333860759493666,-0.3215836526181354,-0.02333860759493666,0.3817065876008643,0.031276629383998784,-0.3739311464202197,-0.031276629383998784,0.08499694155720101,0.053130865924286806,0.06303280391273694,0.053130865924286806,2024-04-30,46.090311439966364,19.639417899064753,15186.0,14262.0,46.090311439966364,19.639417899064753,13789.214285714286,13585.4375,14215.777777777776,13731.375,14449.75,13793.625,14882.470588235294,14212.533333333333,2024-04-28,46.05021064567919,19.650089884638355,89.96611078389833,2024-04-23,2024-04-16,2024-04-23,2024-04-16,0.0017767000244930387,0.4492110953433439
35,Bajmok,45.979106,19.4145,Tri istarske zrtve rata 5,Mesto,2024-04-30,3,20,Vojvodina,2024-05-15,2024,4,2024-04-30,45.97802202945142,19.414839078034856,0.4867306606437041,0.07425540595675237,-0.44749862561847176,-0.07425540595675237,0.4522452845063651,0.04608247264258069,-0.4288334461586459,-0.04608247264258069,0.05038958235690809,0.050629269566621116,0.034329038930727036,0.050629269566621116,2024-04-30,45.97802202945142,19.414839078034856,15186.0,14330.0,45.97802202945142,19.414839078034856,13828.785714285714,13602.642857142857,14230.2,13675.625,14535.294117647061,13741.0,14922.466666666667,14212.5,2024-04-28,45.950210188251006,19.450088969781984,89.44256893423517,2024-04-23,2024-04-16,2024-04-23,2024-04-16,0.029280788730829954,0.10296659814775921
