no,station_id,y,x,street,common name,dt_placement,culex.spp,week,region,dt_placement_original,year,month,indices_image_date,indices_lat,indices_lon,ndvi,ndmi,ndwi,ndbi,ndvi_mean,ndmi_mean,ndwi_mean,ndbi_mean,ndvi_std,ndmi_std,ndwi_std,ndbi_std,lst_image_date,lst_lat,lst_lon,lst_day,lst_night,monthly_lst_lat,monthly_lst_lon,lst_jan_day_mean,lst_jan_night_mean,lst_feb_day_mean,lst_feb_night_mean,lst_mar_day_mean,lst_mar_night_mean,lst_apr_day_mean,lst_apr_night_mean,indices_image_date,indices_lat,indices_lon,acc_rainfall_jan,dt_placement_minus_7,dt_placement_minus_14,dt_placement_minus_7_avail,dt_placement_minus_14_avail,acc_rainfall_1week,acc_rainfall_2week
1,Starcevo,44.81098,20.69478,Zarka Zrenjanina 57,Acina Kuca,2024-07-28,208,33,Vojvodina,2024-08-12,2024,7,2024-07-15,44.810212160095936,20.69493835790529,0.5271805074964722,0.15235589391654447,-0.3676357007677378,-0.15235589391654447,0.5182354298241022,0.14343306909972414,-0.3692108263448357,-0.14343306909972414,0.03667779023341769,0.029565782050390475,0.010874070404681588,0.029565782050390475,2024-07-28,44.810212160095936,20.69493835790529,15520.0,14797.0,44.810212160095936,20.694938357905286,13782.8,13547.25,14192.071428571431,13753.454545454546,14564.071428571431,13852.083333333336,14929.529411764706,14157.46153846154,2024-06-02,44.85020515654097,20.650094458920204,319.54447957473405,2024-07-21,2024-07-14,2024-06-02,2024-06-02,0.0,0.0
2,Starcevo,44.804737,20.691096,Bastenska 58-64,Ergela,2024-07-30,878,33,Vojvodina,2024-08-14,2024,7,2024-07-29,44.80572058367535,20.690446781484688,0.5271747846620704,0.13398925752944008,-0.38803772022850425,-0.13398925752944008,0.6150048568996727,0.2411543308566041,-0.3804127588927728,-0.2411543308566041,0.12774747419615262,0.1318927952824724,0.04718546824389183,0.1318927952824724,2024-07-30,44.80572058367535,20.690446781484688,15309.0,14538.0,44.80572058367535,20.69044678148468,13767.090909090908,13519.7,14171.533333333333,13709.7,14517.75,13840.0,15010.4375,14175.666666666664,2024-06-02,44.85020515654097,20.650094458920204,319.54447957473405,2024-07-23,2024-07-16,2024-06-02,2024-06-02,0.0,0.0
3,Pancevo,44.867029,20.653822,Pasterova 2,Opsta Bolnica,2024-07-28,411,33,Vojvodina,2024-08-12,2024,7,2024-07-15,44.86860265356371,20.654514170119906,0.4778864758888048,0.1585615077315861,-0.3214659609773973,-0.1585615077315861,0.4194476087411496,0.11224719589117406,-0.31411503117774536,-0.11224719589117406,0.12256858404457155,0.1012177383503882,0.039226249666030735,0.1012177383503882,2024-07-28,44.86860265356372,20.654514170119906,15594.0,14958.0,44.86860265356372,20.654514170119906,13756.285714285714,13550.272727272728,14150.846153846154,13833.909090909092,14483.533333333333,13942.0,14882.684210526317,14291.583333333336,2024-06-02,44.85020515654097,20.650094458920204,319.54447957473405,2024-07-21,2024-07-14,2024-06-02,2024-06-02,0.0,0.0
4,Jabuka,44.947624,20.585016,Tamiska,Mesto,2024-07-30,465,33,Vojvodina,2024-08-14,2024,7,2024-07-29,44.949451029134465,20.587140523810934,0.4599783895254839,0.0666783408052293,-0.3977153523643116,-0.0666783408052293,0.5934253193647998,0.2149930645698528,-0.3685957547516812,-0.2149930645698528,0.09510661862965142,0.11650008445493885,0.03795231779429073,0.11650008445493885,2024-07-30,44.949451029134465,20.587140523810934,15140.0,14550.0,44.94945102913447,20.58714052381093,13783.0,13673.166666666664,14213.916666666664,13799.2,14529.285714285714,13899.636363636364,14892.625,14245.545454545454,2024-06-02,44.95020561396915,20.550094001492017,304.77984436236875,2024-07-23,2024-07-16,2024-06-02,2024-06-02,0.0,0.0
5,Jabuka,44.946417,20.606634,Ribarska 147,Ergela,2024-07-28,88,33,Vojvodina,2024-08-12,2024,7,2024-07-15,44.94495945271388,20.605106829493323,0.7406017082430401,0.4607798369247549,-0.2395046154044109,-0.4607798369247549,0.6129740961798948,0.3097191932342448,-0.2704554342387285,-0.3097191932342448,0.1467319611129481,0.18501064276829726,0.062273773271293735,0.18501064276829726,2024-07-28,44.94495945271388,20.605106829493323,15364.0,14819.0,44.94495945271388,20.605106829493323,13761.166666666664,13625.142857142857,14190.5,13778.2,14468.0,13902.916666666664,14912.0625,14212.416666666664,2024-06-02,44.95020561396915,20.650094458920204,254.79466935172388,2024-07-21,2024-07-14,2024-06-02,2024-06-02,0.0,0.0
6,Glogonj,44.991909,20.514506,Utrnska,Ulaz,2024-07-30,146,33,Vojvodina,2024-08-14,2024,7,2024-07-29,44.98987521691986,20.515275301081363,0.7671963709218871,0.4354815923750516,-0.3113227904171925,-0.4354815923750516,0.6137477084445823,0.26046584082172936,-0.3383062315443464,-0.26046584082172936,0.13682170219005174,0.1711403564608409,0.05470470121122599,0.1711403564608409,2024-07-30,44.98987521691986,20.515275301081363,15176.0,14587.0,44.98987521691986,20.515275301081363,13791.545454545454,13540.5,14191.6,13814.222222222224,14510.933333333332,13926.090909090908,14845.5,14231.692307692307,2024-06-02,44.95020561396915,20.550094001492017,304.77984436236875,2024-07-23,2024-07-16,2024-06-02,2024-06-02,0.0,0.0
7,Sefkerin,45.00674,20.47046,Partizanska,Ulaz,2024-07-28,89,33,Vojvodina,2024-08-12,2024,7,2024-07-15,45.00784152260226,20.470359536875385,0.5335774112799376,0.1616721879867992,-0.3596026065423917,-0.1616721879867992,0.6596664335895537,0.33972381647051,-0.29785026901717104,-0.33972381647051,0.09398280259509473,0.12178099712376594,0.0697510910109586,0.12178099712376594,2024-07-28,45.00784152260226,20.470359536875385,15248.0,14729.0,45.00784152260226,20.470359536875385,13758.636363636364,13555.909090909092,14196.666666666664,13772.666666666664,14483.466666666667,13894.230769230771,14864.5,14200.5,2024-06-02,45.05020607139734,20.450093544063833,247.42028589084714,2024-07-21,2024-07-14,2024-06-02,2024-06-02,0.0,0.0
8,Sefkerin,45.000675,20.494024,Zarka Zrenjanina ,Cicvaric Mesara,2024-07-30,39,33,Vojvodina,2024-08-14,2024,7,2024-07-29,44.998858369761045,20.492817418978373,0.7993446344688744,0.4016516519391864,-0.4167629538196877,-0.4016516519391864,0.6746365363207066,0.31300098416714256,-0.3602560471374721,-0.31300098416714256,0.1322762953086143,0.14382547785951408,0.03623280449730471,0.14382547785951408,2024-07-30,44.99885836976107,20.492817418978373,15100.0,14569.0,44.99885836976107,20.492817418978373,13794.272727272728,13572.75,14199.583333333336,13795.375,14499.5,13940.454545454546,14833.1875,14238.727272727272,2024-06-02,45.05020607139734,20.450093544063833,247.42028589084714,2024-07-23,2024-07-16,2024-06-02,2024-06-02,0.0,0.0
9,Opovo,45.053365,20.41783,Tamiska,Tamiska,2024-07-28,97,33,Vojvodina,2024-08-12,2024,7,2024-07-15,45.052757286808216,20.416460619828207,0.5987400828820542,0.3908381711897211,-0.12832397054375266,-0.3908381711897211,0.6575037696329699,0.3560808129068724,-0.26704710490880634,-0.3560808129068724,0.08755267908601543,0.10486897127619396,0.07563256339405952,0.10486897127619396,2024-07-28,45.052757286808244,20.416460619828207,15402.0,14755.0,45.052757286808244,20.416460619828207,13753.5,13512.375,14163.545454545454,13761.111111111111,14521.0,13921.583333333336,14837.277777777776,14202.4,2024-06-02,45.05020607139734,20.450093544063833,247.42028589084714,2024-07-21,2024-07-14,2024-06-02,2024-06-02,0.0,0.0
10,Opovo,45.045172,20.430594,Slatinska,Izlaz,2024-07-28,65,33,Vojvodina,2024-08-12,2024,7,2024-07-15,45.043774133967034,20.429935349089998,0.6211895321683492,0.2648648757688282,-0.3394954213244756,-0.2648648757688282,0.6131448403173096,0.2771479489053372,-0.316757250703308,-0.2771479489053372,0.09343371774343284,0.13165424658986732,0.08182576444756037,0.13165424658986732,2024-07-28,45.043774133967034,20.429935349089998,15369.0,14798.0,45.043774133967034,20.429935349089998,13756.083333333336,13524.666666666664,14137.916666666664,13727.636363636364,14507.0625,13912.25,14867.125,14215.0,2024-06-02,45.05020607139734,20.450093544063833,247.42028589084714,2024-07-21,2024-07-14,2024-06-02,2024-06-02,0.0,0.0
