x,y,region,station_id,dt_placement,year,month,indices_image_date,indices_lat,indices_lon,ndvi_new,ndmi_new,ndwi_new,ndbi_new,ndvi_mean_new,ndmi_mean_new,ndwi_mean_new,ndbi_mean_new,ndvi_std_new,ndmi_std_new,ndwi_std_new,ndbi_std_new,lst_image_date,lst_lat,lst_lon,lst_day_new,lst_night_new,monthly_lst_lat,monthly_lst_lon,lst_jan_day_mean_new,lst_jan_night_mean_new,lst_feb_day_mean_new,lst_feb_night_mean_new,lst_mar_day_mean_new,lst_mar_night_mean_new,lst_apr_day_mean_new,lst_apr_night_mean_new,indices_image_date,indices_lat,indices_lon,acc_rainfall_jan_new,dt_placement_minus_7,dt_placement_minus_14,dt_placement_minus_7_avail,dt_placement_minus_14_avail,acc_rainfall_1week_new,acc_rainfall_2week_new
10.491731,45.934482,Trentino-Alto Adige,2058,2023-06-06,2023,6,2023-06-02,45.933106265245435,10.490076730306626,-0.03706384826987117,0.8395795878854929,0.006942889137737942,-0.8395795878854929,-0.028689033679783656,0.6369109135428171,0.004786345965975545,-0.6369109135428171,0.007202061165604751,0.15320626082392788,0.005002639741641304,0.15320626082392788,2023-05-30,45.933106265245435,10.490076730306626,14465.0,13906.0,45.933106265245435,10.490076730306626,13355.375,13125.888888888889,13477.35294117647,13247.055555555557,13645.2,13317.888888888889,13770.75,13407.6,2023-06-04,45.950210188251006,10.450047801245333,97.21496561911772,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.6112162987701595,0.7022280654637143
10.491731,45.952449,Trentino-Alto Adige,2059,2023-06-06,2023,6,2023-06-02,45.95107257092784,10.490076730306626,-0.03192055328959028,0.6034660008811866,0.016662163379266827,-0.6034660008811866,0.10676651043839636,0.3689319003351497,-0.049735582875003334,-0.3689319003351497,0.06869902104970751,0.058184303579739485,0.048083740983668716,0.058184303579739485,2023-05-30,45.95107257092784,10.490076730306626,14309.0,13452.0,45.95107257092784,10.490076730306626,13228.375,13057.611111111111,13386.388888888889,13181.25,13605.916666666664,13283.823529411766,13607.0,13304.857142857143,2023-06-04,45.950210188251006,10.450047801245333,97.21496561911772,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.6112162987701595,0.7022280654637143
10.491731,45.970416,Trentino-Alto Adige,2060,2023-06-06,2023,6,2023-06-02,45.96903887661022,10.490076730306626,,,,,0.010317549584872044,0.2892840899477763,-0.032541812295269444,-0.2892840899477763,0.012195380138279734,0.031189386597598512,0.006889144871886916,0.031189386597598512,2023-05-30,45.96903887661022,10.490076730306626,14128.0,13560.0,45.96903887661022,10.490076730306626,13241.5,13074.944444444443,13390.944444444443,13199.888888888889,13572.583333333336,13296.133333333333,13644.333333333336,13347.923076923076,2023-06-04,45.950210188251006,10.450047801245333,97.21496561911772,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.6112162987701595,0.7022280654637143
10.491731,45.988383,Trentino-Alto Adige,2061,2023-06-06,2023,6,2023-06-02,45.98700518229261,10.490076730306626,-0.008344923504867917,0.4951507208387942,0.006963788300835661,-0.4951507208387942,0.0051689271303823215,0.4633528116282485,-0.03189165574486676,-0.4633528116282485,0.016690156061468283,0.049463514902363816,0.019877675840978583,0.049463514902363816,2023-05-30,45.98700518229261,10.490076730306626,,13912.0,45.98700518229261,10.490076730306626,13256.0,13236.6875,13431.555555555557,13433.571428571431,13660.090909090908,13365.133333333333,13648.166666666664,13445.133333333333,2023-06-04,45.950210188251006,10.450047801245333,97.21496561911772,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.6112162987701595,0.7022280654637143
10.491731,46.006349,Trentino-Alto Adige,2062,2023-06-06,2023,6,2023-06-02,46.004971487975006,10.490076730306626,0.2409556313993174,-0.045335200420094576,-0.2793807178043631,0.045335200420094576,-0.0062809002968804714,0.6001254750018898,-0.017451341464295958,-0.6001254750018898,0.016375852820618545,0.03862980133069094,0.010939825728132985,0.03862980133069094,2023-05-30,46.004971487975006,10.490076730306626,14689.0,13945.0,46.004971487975006,10.490076730306626,13343.117647058823,13256.9375,13574.111111111111,13359.944444444443,13759.25,13387.733333333335,13860.0,13405.625,2023-06-04,46.050210645679186,10.450047801245333,144.82340554211987,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.9098271827679127,3.0990790042560548
10.491731,46.024316,Trentino-Alto Adige,2063,2023-06-06,2023,6,2023-06-02,46.022937793657405,10.490076730306626,0.006682966585167062,0.31125265392781315,-0.013955015596782151,-0.31125265392781315,0.01030754217047837,0.3500497872804284,-0.008208440019463852,-0.3500497872804284,0.021948833335200344,0.047583026099115966,0.024238700251480737,0.047583026099115966,2023-05-30,46.0229377936574,10.490076730306626,14621.0,13583.0,46.0229377936574,10.490076730306626,13202.533333333333,13071.368421052632,13413.944444444443,13215.333333333336,13604.666666666664,13294.714285714286,13617.333333333336,13310.153846153846,2023-06-04,46.050210645679186,10.450047801245333,144.82340554211987,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.9098271827679127,3.0990790042560548
10.491731,46.042283,Trentino-Alto Adige,2064,2023-06-06,2023,6,2023-06-02,46.0409040993398,10.490076730306626,0.290450054884742,0.016779103961252352,-0.30332594235033256,-0.016779103961252352,0.269842782900714,0.07487841806919293,-0.25437946402055805,-0.07487841806919293,0.0962275807019069,0.05574607177277853,0.0823347341472579,0.05574607177277853,2023-05-30,46.04090409933979,10.490076730306626,14272.0,13571.0,46.04090409933979,10.490076730306626,13159.0,13081.555555555557,13331.333333333336,13215.235294117649,13498.583333333336,13263.230769230771,13553.888888888889,13273.333333333336,2023-06-04,46.050210645679186,10.450047801245333,144.82340554211987,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.9098271827679127,3.0990790042560548
10.491731,46.060249,Trentino-Alto Adige,2065,2023-06-06,2023,6,2023-06-02,46.05887040502219,10.490076730306626,-0.04927940492794048,0.5575019040365575,0.06812485759854182,-0.5575019040365575,0.042132515128779024,0.3035126619348321,-0.04355371531172346,-0.3035126619348321,0.02471340230183944,0.041349178471810674,0.013631207715451824,0.041349178471810674,2023-05-30,46.05887040502218,10.490076730306626,14373.0,13851.0,46.05887040502218,10.490076730306626,13214.266666666665,13064.388888888889,13362.277777777776,13206.882352941177,13530.0,13249.5,13558.0,13344.6,2023-06-04,46.050210645679186,10.450047801245333,144.82340554211987,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.9098271827679127,3.0990790042560548
10.491731,46.078216,Trentino-Alto Adige,2066,2023-06-06,2023,6,2023-06-02,46.076836710704576,10.490076730306626,0.004317789291882561,0.5589812332439679,0.04711183941007783,-0.5589812332439679,0.11355219864110892,0.2835719484883077,-0.0436139437397257,-0.2835719484883077,0.09125430122023376,0.14698046270857018,0.11303983566619533,0.14698046270857018,2023-05-30,46.076836710704576,10.490076730306626,14444.0,13278.0,46.076836710704576,10.490076730306626,13287.5,13171.733333333335,13554.428571428569,13370.866666666667,13691.0,13351.384615384617,13809.8,13461.083333333336,2023-06-04,46.050210645679186,10.450047801245333,144.82340554211987,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.9098271827679127,3.0990790042560548
10.517444,45.808716,Trentino-Alto Adige,2067,2023-06-06,2023,6,2023-06-02,45.8073421254687,10.517026188830217,0.08068902991840432,0.18725099601593626,0.024150634465820785,-0.18725099601593626,0.010021373671088091,0.4480125735674258,0.1550051870814876,-0.4480125735674258,0.05486788462019725,0.15444595646533646,0.0798961485968304,0.15444595646533646,2023-05-30,45.807342125468686,10.517026188830217,14545.0,14318.0,45.807342125468686,10.517026188830217,13856.428571428569,13731.545454545454,14056.066666666668,13791.466666666667,14248.133333333333,13902.571428571431,14431.666666666664,13967.846153846154,2023-06-04,45.85020973082282,10.550048258673517,158.60092497363803,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.12766932602971792,7.107669370248914
10.517444,45.826682,Trentino-Alto Adige,2068,2023-06-06,2023,6,2023-06-02,45.82530843115109,10.517026188830217,0.5858909757214843,0.3814844373503592,-0.4033238751520065,-0.3814844373503592,0.5867622273434591,0.4035051163305803,-0.4110928568388468,-0.4035051163305803,0.13553424082571627,0.04996516362110838,0.1567734895422528,0.04996516362110838,2023-05-30,45.82530843115109,10.517026188830217,14581.0,14294.0,45.82530843115109,10.517026188830217,13866.1,13649.454545454546,14048.2,13741.933333333332,14303.466666666667,13820.285714285714,14364.933333333332,13901.785714285714,2023-06-04,45.85020973082282,10.550048258673517,158.60092497363803,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.12766932602971792,7.107669370248914
10.517444,45.844649,Trentino-Alto Adige,2069,2023-06-06,2023,6,2023-06-02,45.84327473683349,10.517026188830217,0.6658999424956872,0.34089331173339504,-0.5279535864978903,-0.34089331173339504,0.6320702575979961,0.2974965325168776,-0.4996687561006785,-0.2974965325168776,0.05102289444079018,0.04848452176371499,0.03520964782724609,0.04848452176371499,2023-05-30,45.84327473683348,10.517026188830217,14459.0,14056.0,45.84327473683348,10.517026188830217,13705.818181818182,13516.6,13962.0,13685.133333333333,14147.333333333336,13707.083333333336,14190.8,13799.25,2023-06-04,45.85020973082282,10.550048258673517,158.60092497363803,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.12766932602971792,7.107669370248914
10.517444,45.862616,Trentino-Alto Adige,2070,2023-06-06,2023,6,2023-06-02,45.86124104251588,10.517026188830217,0.5741849634065204,0.3170052880601169,-0.4600431965442765,-0.3170052880601169,0.5465118626080976,0.2511131992055862,-0.4572715925574637,-0.2511131992055862,0.05164520887603985,0.08170513719698334,0.023951280693906955,0.08170513719698334,2023-05-30,45.86124104251587,10.517026188830217,14616.0,14007.0,45.86124104251587,10.517026188830217,13495.133333333333,13265.6,13685.466666666667,13482.133333333333,13885.166666666664,13571.928571428569,14072.166666666664,13610.090909090908,2023-06-04,45.85020973082282,10.550048258673517,158.60092497363803,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.12766932602971792,7.107669370248914
10.517444,45.880582,Trentino-Alto Adige,2071,2023-06-06,2023,6,2023-06-02,45.879207348198264,10.517026188830217,0.3536784741144414,0.11866696689934696,-0.3132434575733544,-0.11866696689934696,0.3904160715891665,0.06934047576845813,-0.3766391510312588,-0.06934047576845813,0.03226057340280631,0.03478882542427938,0.04108075227994347,0.03478882542427938,2023-05-30,45.879207348198264,10.517026188830217,14621.0,14004.0,45.879207348198264,10.517026188830217,13382.875,13263.3125,13593.333333333336,13441.142857142857,13773.125,13485.307692307693,13932.0,13584.9,2023-06-04,45.85020973082282,10.550048258673517,158.60092497363803,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.12766932602971792,7.107669370248914
10.517444,45.898549,Trentino-Alto Adige,2072,2023-06-06,2023,6,2023-06-02,45.89717365388066,10.517026188830217,0.4074402125775023,0.07147673634524611,-0.4030905077262693,-0.07147673634524611,0.37789509759637896,0.14493313238937866,-0.3557998240116581,-0.14493313238937866,0.08806503964718307,0.08850658533312418,0.052978364611309794,0.08850658533312418,2023-05-30,45.89717365388066,10.517026188830217,,14006.0,45.89717365388066,10.517026188830217,13428.529411764706,13269.733333333335,13666.153846153846,13477.333333333336,13776.111111111111,13488.076923076924,13938.0,13540.6,2023-06-04,45.85020973082282,10.550048258673517,158.60092497363803,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.12766932602971792,7.107669370248914
10.517444,45.916516,Trentino-Alto Adige,2073,2023-06-06,2023,6,2023-06-02,45.915139959563035,10.517026188830217,0.06220443797744635,0.12632594021215046,-0.07888416774431925,-0.12632594021215046,0.24161735700197234,0.2583708145927037,-0.14558689717925385,-0.2583708145927037,0.0,0.0,0.0,0.0,2023-05-30,45.915139959563035,10.517026188830217,14512.0,13944.0,45.91513995956304,10.517026188830217,13354.35294117647,13204.64705882353,13520.1875,13389.3125,13755.375,13404.785714285714,13822.0,13494.4375,2023-06-04,45.950210188251006,10.550048258673517,149.18907079397468,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.7330877898493782,8.383076583617367
10.517444,45.934482,Trentino-Alto Adige,2074,2023-06-06,2023,6,2023-06-02,45.933106265245435,10.517026188830217,,,,,,,,,,,,,2023-05-30,45.933106265245435,10.517026188830217,14226.0,13887.0,45.933106265245435,10.517026188830217,13314.266666666665,13122.722222222224,13500.266666666665,13215.833333333336,13681.909090909092,13308.611111111111,13776.666666666664,13435.3125,2023-06-04,45.950210188251006,10.550048258673517,149.18907079397468,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.7330877898493782,8.383076583617367
10.517444,45.952449,Trentino-Alto Adige,2075,2023-06-06,2023,6,2023-06-02,45.95107257092784,10.517026188830217,-0.0007289388732688055,0.5007819831091649,-0.013626280764761769,-0.5007819831091649,0.002443695284609107,0.5172425448258487,-0.01741444933021634,-0.5172425448258487,0.003822220208815956,0.022237616553970545,0.005357116349777963,0.022237616553970545,2023-05-30,45.95107257092784,10.517026188830217,,13258.0,45.95107257092784,10.517026188830217,13220.9375,13174.125,13435.529411764706,13325.823529411766,13585.3,13359.8,13627.666666666664,13429.214285714286,2023-06-04,45.950210188251006,10.550048258673517,149.18907079397468,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.7330877898493782,8.383076583617367
10.517444,45.970416,Trentino-Alto Adige,2076,2023-06-06,2023,6,2023-06-02,45.96903887661022,10.517026188830217,0.1170292573143286,0.4093705631803123,-0.030093393289519144,-0.4093705631803123,0.11385284086652148,0.3641834019558794,-0.03406288295234372,-0.3641834019558794,0.015935725276273783,0.08211879589876904,0.021886542587996115,0.08211879589876904,2023-05-30,45.96903887661022,10.517026188830217,14665.0,13356.0,45.96903887661022,10.517026188830217,13328.666666666664,13362.133333333333,13587.5,13536.2,13812.3,13513.25,13977.4,13633.583333333336,2023-06-04,45.950210188251006,10.550048258673517,149.18907079397468,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.7330877898493782,8.383076583617367
10.517444,45.988383,Trentino-Alto Adige,2077,2023-06-06,2023,6,2023-06-02,45.98700518229261,10.517026188830217,0.2720632988435788,-0.002148484125089482,-0.27555691180958203,0.002148484125089482,0.08261617900172115,0.388010297903641,-0.05096073517126152,-0.388010297903641,0.0,0.0,0.0,0.0,2023-05-30,45.98700518229261,10.517026188830217,14571.0,13576.0,45.98700518229261,10.517026188830217,13309.529411764706,13259.6875,13488.705882352939,13405.882352941177,13711.0,13401.933333333332,13747.0,13563.153846153846,2023-06-04,45.950210188251006,10.550048258673517,149.18907079397468,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.7330877898493782,8.383076583617367
10.517444,46.006349,Trentino-Alto Adige,2078,2023-06-06,2023,6,2023-06-02,46.004971487975006,10.517026188830217,0.1187683284457478,0.3864324651726225,-0.07717647058823535,-0.3864324651726225,0.15922877417017425,0.39932956493844296,-0.11842458164920938,-0.39932956493844296,0.030528064052865726,0.0138737893053599,0.03251263409001553,0.0138737893053599,2023-05-30,46.004971487975006,10.517026188830217,14281.0,13356.0,46.004971487975006,10.517026188830217,13458.4375,13343.94117647059,13683.384615384617,13512.823529411766,13905.785714285714,13532.272727272728,14016.571428571431,13643.636363636364,2023-06-04,46.050210645679186,10.550048258673517,136.86766208853805,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.752560727763921,2.890744678210467
10.517444,46.024316,Trentino-Alto Adige,2079,2023-06-06,2023,6,2023-06-02,46.022937793657405,10.517026188830217,0.12436115843270873,0.2382739212007505,-0.06969205834683953,-0.2382739212007505,0.1919709547245676,0.3663607322338416,-0.05350441847880319,-0.3663607322338416,0.04527874102400159,0.08283098030705137,0.013001458419994965,0.08283098030705137,2023-05-30,46.0229377936574,10.517026188830217,14787.0,13539.0,46.0229377936574,10.517026188830217,13400.923076923076,13304.9375,13625.8,13474.866666666667,13854.090909090908,13455.583333333336,14032.625,13502.083333333336,2023-06-04,46.050210645679186,10.550048258673517,136.86766208853805,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.752560727763921,2.890744678210467
10.517444,46.042283,Trentino-Alto Adige,2080,2023-06-06,2023,6,2023-06-02,46.0409040993398,10.517026188830217,0.5523025312595302,0.2649105367793241,-0.4209938581797878,-0.2649105367793241,0.5008854512943163,0.23647053805014284,-0.3884731776228796,-0.23647053805014284,0.09804182187736007,0.05106788715208503,0.0905227416130516,0.05106788715208503,2023-05-30,46.04090409933979,10.517026188830217,14624.0,13869.0,46.04090409933979,10.517026188830217,13264.066666666668,13244.2,13526.0625,13313.529411764706,13717.4,13373.428571428569,13760.2,13385.428571428569,2023-06-04,46.050210645679186,10.550048258673517,136.86766208853805,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.752560727763921,2.890744678210467
10.517444,46.060249,Trentino-Alto Adige,2081,2023-06-06,2023,6,2023-06-02,46.05887040502219,10.517026188830217,-0.027027027027027074,0.13684210526315788,0.17241379310344832,-0.13684210526315788,0.2464137296053888,0.18532037431909426,-0.14034509038661794,-0.18532037431909426,0.2378924379681248,0.09959361797068164,0.2886444853394751,0.09959361797068164,2023-05-30,46.05887040502218,10.517026188830217,14692.0,13293.0,46.05887040502218,10.517026188830217,13261.357142857143,13082.294117647061,13494.117647058823,13235.823529411766,13683.4,13332.714285714286,13768.2,13357.928571428569,2023-06-04,46.050210645679186,10.550048258673517,136.86766208853805,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.752560727763921,2.890744678210467
10.517444,46.078216,Trentino-Alto Adige,2082,2023-06-06,2023,6,2023-06-02,46.076836710704576,10.517026188830217,,,,,0.22800193455823425,0.010682672172825912,-0.25902918281642445,-0.010682672172825912,0.095864471198207,0.04542972692438715,0.08286167499206405,0.04542972692438715,2023-05-30,46.076836710704576,10.517026188830217,14394.0,12932.0,46.076836710704576,10.517026188830217,13176.466666666667,13019.777777777776,13397.235294117649,13138.470588235294,13551.5,13218.5625,13544.4,13248.133333333333,2023-06-04,46.050210645679186,10.550048258673517,136.86766208853805,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.752560727763921,2.890744678210467
10.517444,46.096183,Trentino-Alto Adige,2083,2023-06-06,2023,6,2023-06-02,46.09480301638697,10.517026188830217,-0.04389446649544708,0.8479241877256317,0.03202931095615177,-0.8479241877256317,-0.04900695860038986,0.7455694175135459,0.0581165264339905,-0.7455694175135459,0.0217068687282306,0.09145050125546292,0.05317590614771426,0.09145050125546292,2023-05-30,46.09480301638697,10.517026188830217,14715.0,13109.0,46.09480301638697,10.517026188830217,13110.866666666667,12978.666666666664,13344.705882352939,13136.235294117649,13522.5,13191.533333333333,13507.5,13210.928571428569,2023-06-04,46.050210645679186,10.550048258673517,136.86766208853805,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.752560727763921,2.890744678210467
10.517444,46.347716,Trentino-Alto Adige,2084,2023-06-06,2023,6,2023-06-02,46.34633129594046,10.517026188830217,,,,,,,,,,,,,2023-05-30,46.34633129594046,10.517026188830217,,,46.34633129594046,10.517026188830217,,,,,,,,,2023-06-04,46.35021201796374,10.550048258673517,0.0,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.0,0.0
10.517444,46.365683,Trentino-Alto Adige,2085,2023-06-06,2023,6,2023-06-02,46.36429760162285,10.517026188830217,,,,,,,,,,,,,2023-05-30,46.36429760162285,10.517026188830217,,,46.36429760162285,10.517026188830217,,,,,,,,,2023-06-04,46.35021201796374,10.550048258673517,0.0,2023-05-30,2023-05-23,2023-05-30,2023-05-23,0.0,0.0
10.543157,45.790749,Trentino-Alto Adige,2086,2023-06-06,2023,6,2023-06-02,45.78937581978631,10.543975647353804,0.4159999999999999,0.5251316419339397,-0.2401712728688205,-0.5251316419339397,0.41599579818086896,0.4408404650162955,-0.27276176716518896,-0.4408404650162955,0.14168900881756072,0.08569181884990643,0.1400578627537671,0.08569181884990643,2023-05-30,45.7893758197863,10.543975647353804,14436.0,14281.0,45.7893758197863,10.543975647353804,13777.4,13566.2,13893.842105263158,13741.0,14110.0,13820.0,14164.64705882353,13861.214285714286,2023-06-04,45.75020927339463,10.550048258673517,125.99065169645473,2023-05-30,2023-05-23,2023-05-30,2023-05-23,4.134665969439084,13.266257628478343
