x,y,region,dt_placement,year,month,ndvi_new,ndmi_new,ndwi_new,ndbi_new,ndvi_mean_new,ndmi_mean_new,ndwi_mean_new,ndbi_mean_new,ndvi_std_new,ndmi_std_new,ndwi_std_new,ndbi_std_new,lst_day_new,lst_night_new,lst_jan_day_mean_new,lst_jan_night_mean_new,lst_feb_day_mean_new,lst_feb_night_mean_new,lst_mar_day_mean_new,lst_mar_night_mean_new,lst_apr_day_mean_new,lst_apr_night_mean_new,acc_rainfall_jan_new,acc_rainfall_1week_new,acc_rainfall_2week_new,DISTANCE_TO_COAST,DISTANCE_TO_RIVER,SLOPE_mean_1km,ASPECT_mean_200m,ELEVATION_mean_1km,HILLSHADE_mean_1km,FS_AREA_1km,FLOW_ACCU_200m,landcover
10.466018,45.970416,Trentino-Alto Adige,2023-05-03,2023,5,-0.0077539755552635,0.4947535141556128,-0.0066666666666666,-0.4947535141556128,-0.0087374065214004,0.5168906056154783,-0.0044053474586959,-0.5168906056154783,0.0009834309661369,0.0221370914598655,0.0022613192079707,0.0221370914598655,13706.0,13706.0,13198.388888888889,13035.473684210529,13379.055555555557,13205.411764705885,13574.25,13270.5,13619.125,13270.083333333336,64.29176652840397,0.0195291470154188,9.809455358074048,2511.06258509195,2572.61631773686,23,139.134039511046,2351.94222186703,145.660341331478,0.0,3.92361600579979,31.0
10.466018,45.988383,Trentino-Alto Adige,2023-05-03,2023,5,-0.0413625304136252,0.7997355451376367,0.005050505050505,-0.7997355451376367,-0.0192650854076512,0.6070220505589334,1.5859674543904252e-05,-0.6070220505589334,0.0268512141695994,0.1604534391281493,0.0322279498230012,0.1604534391281493,13755.0,13694.0,13196.833333333336,13063.470588235294,13413.29411764706,13228.470588235294,13595.833333333336,13294.666666666664,13622.166666666664,13278.0,64.29176652840397,0.0195291470154188,9.809455358074048,3942.30840923268,1082.32017551075,26,94.7158759234284,2180.71662319556,116.275805782049,0.0,3.3482759314801,31.0
10.466018,46.006349,Trentino-Alto Adige,2023-05-03,2023,5,-0.0410623084780388,0.6075342465753424,0.0295637792019846,-0.6075342465753424,-0.0377707842927469,0.7667338144122022,0.0063637937830579,-0.7667338144122022,0.00869647604409,0.0969112396422997,0.0144580299316098,0.0969112396422997,13864.0,13718.0,13209.0,13030.470588235294,13432.764705882351,13167.055555555557,13661.454545454546,13219.785714285714,13680.285714285714,13219.083333333336,102.62363229648328,0.0601151534356176,13.231993867724668,3559.55288031151,1768.57914894939,29,116.966217303823,2367.49686049708,147.528743345342,0.0,2.0,31.0
10.466018,46.024316,Trentino-Alto Adige,2023-05-03,2023,5,-0.0188852218555188,0.7642598087701945,-0.0073418674698795,-0.7642598087701945,-0.0305858517930189,0.7229188711230624,0.0287932552776756,-0.7229188711230624,0.0250468167004634,0.1232352542807682,0.0523649650713089,0.1232352542807682,13616.0,13703.0,13152.117647058823,13016.111111111111,13360.388888888889,13089.277777777776,13558.363636363636,13206.769230769229,13540.222222222224,13220.1,102.62363229648328,0.0601151534356176,13.231993867724668,2323.51936197165,2177.11542358711,37,219.321731782883,2546.75585280878,182.996948845015,0.0,1.49418581257796,32.0
10.466018,46.060249,Trentino-Alto Adige,2023-05-03,2023,5,-0.0056643851781921,0.7832804232804232,-0.0168959691045136,-0.7832804232804232,0.029135421646111,0.6399201727114051,-0.0361056648025348,-0.6399201727114051,0.0396698561578149,0.1397277031538136,0.0354217013265708,0.1397277031538136,13923.0,13864.0,13290.5625,13257.666666666664,13570.642857142857,13435.866666666669,13698.583333333336,13384.0,13794.375,13450.090909090908,102.62363229648328,0.0601151534356176,13.231993867724668,1968.27422671019,1408.17584637603,36,147.366525295974,1937.66845932529,215.312630538142,0.0,2.04542622258849,15.0
10.491731,45.826682,Trentino-Alto Adige,2023-05-03,2023,5,0.4672089476359939,0.0344086021505376,-0.4720734506503443,-0.0344086021505376,0.2008656571941915,0.1035181687286796,-0.1980487878963102,-0.1035181687286796,0.0223577775695118,0.0043215446519537,0.0185398583003554,0.0043215446519537,14215.0,14052.0,13785.153846153846,13582.583333333336,14053.625,13703.2,14269.666666666664,13779.615384615385,14307.583333333336,13813.454545454546,127.73632187003386,5.16023943410255,23.81946312938817,2577.13334098308,881.634405220638,23,168.602818266241,924.070968912658,147.772758551886,0.0,4.47654136552671,21.0
10.491731,45.844649,Trentino-Alto Adige,2023-05-03,2023,5,0.3145740345429846,0.0360966656469868,-0.3762698090207233,-0.0360966656469868,0.1454532605765751,0.0670685495522248,-0.1621931064644848,-0.0670685495522248,0.0013901297268779,0.0090237430349132,0.0010830301001711,0.0090237430349132,14435.0,13876.0,13525.333333333336,13351.428571428569,13785.583333333336,13521.9375,14017.714285714286,13593.923076923076,14138.571428571431,13612.0,127.73632187003386,5.16023943410255,23.81946312938817,4298.57465709954,1127.81826297273,41,142.889296956978,1560.44461476725,129.703031806998,0.0,1.902998627815,21.0
10.491731,45.862616,Trentino-Alto Adige,2023-05-03,2023,5,0.0785862785862785,0.1676794958361467,-0.1244039878630255,-0.1676794958361467,0.0614536691167716,0.3409869799438734,-0.08983271326458,-0.3409869799438734,0.0146426729957066,0.1389233698912956,0.0262712911326231,0.1389233698912956,14361.0,13716.0,13445.4,13236.0,13677.866666666669,13387.071428571431,13824.0,13419.916666666664,14052.8,13393.0,127.73632187003386,5.16023943410255,23.81946312938817,6122.16202969981,1799.27823859921,14,132.831947863282,1859.07263602229,156.799964987121,0.0,1.77067107864896,31.0
10.491731,45.880582,Trentino-Alto Adige,2023-05-03,2023,5,,,,,,,,,,,,,14031.0,13666.0,13358.29411764706,13216.714285714286,13547.25,13307.5625,13761.875,13375.076923076924,13813.8,13452.3,127.73632187003386,5.16023943410255,23.81946312938817,8018.32348593332,2294.42959405334,18,258.851700213787,1996.16324379641,171.773144889081,0.0,1.0,31.0
10.491731,45.898549,Trentino-Alto Adige,2023-05-03,2023,5,,,,,,,,,,,,,13765.0,13676.0,13350.823529411766,13154.823529411766,13528.882352941177,13301.470588235294,13740.3,13382.375,13760.333333333336,13416.909090909092,127.73632187003386,5.16023943410255,23.81946312938817,7162.01242929945,1421.85388511336,13,206.551507942908,2011.68971303897,183.758341420629,0.0056376110229492,1.03580356422869,21.0
