x,y,region,dt_placement,year,month,ndvi_new,ndmi_new,ndwi_new,ndbi_new,ndvi_mean_new,ndmi_mean_new,ndwi_mean_new,ndbi_mean_new,ndvi_std_new,ndmi_std_new,ndwi_std_new,ndbi_std_new,lst_day_new,lst_night_new,lst_jan_day_mean_new,lst_jan_night_mean_new,lst_feb_day_mean_new,lst_feb_night_mean_new,lst_mar_day_mean_new,lst_mar_night_mean_new,lst_apr_day_mean_new,lst_apr_night_mean_new,acc_rainfall_jan_new,acc_rainfall_1week_new,acc_rainfall_2week_new,DISTANCE_TO_COAST,DISTANCE_TO_RIVER,SLOPE_mean_1km,ASPECT_mean_200m,ELEVATION_mean_1km,HILLSHADE_mean_1km,FS_AREA_1km,FLOW_ACCU_200m,landcover
20.40437,45.016541,Južno-Banatski,2023-05-02,2023,5,0.8072376795781051,0.4330209084354722,-0.6852636934034255,-0.4330209084354722,0.7529422899665228,0.4274245130431544,-0.6246594972862245,-0.4274245130431544,0.0734213196680925,0.0457542759807183,0.069161761064938,0.0457542759807183,14672.0,13773.0,14085.142857142857,13603.0,13928.625,13506.333333333336,14389.857142857143,13749.777777777776,14641.7,13901.083333333336,81.48005550658127,1.8899455051869156,2.7442870640661567,2889.53652227052,1748.15551303966,1,102.478527230259,67.9671213443477,179.970160233037,0.0,1.78732123099619,31.0
20.40437,45.034507,Južno-Banatski,2023-05-02,2023,5,0.3706691979117229,0.290437890974084,-0.2921700223713646,-0.290437890974084,0.2921954056749457,0.0941850612946328,-0.2809415855467404,-0.0941850612946328,0.1094870964512601,0.1571677365357948,0.0852719685462558,0.1571677365357948,14649.0,13792.0,14094.285714285714,13607.25,13949.714285714286,13532.923076923076,14402.857142857143,13755.555555555557,14657.5,13935.090909090908,81.48005550658127,1.8899455051869156,2.7442870640661567,2865.23930097295,1537.50523067762,1,122.037292647962,68.4825568239765,179.570034833767,0.0,3.72353061642433,31.0
20.40437,45.052474,Južno-Banatski,2023-05-02,2023,5,0.4526809258716671,0.1500811876594757,-0.4105263157894736,-0.1500811876594757,0.2598971190187161,0.0416655907125002,-0.2858572155120795,-0.0416655907125002,0.0720582344331235,0.0703275067853426,0.0541303078815574,0.0703275067853426,14656.0,13832.0,14112.6,13679.75,13942.2,13541.076923076924,14411.076923076924,13780.777777777776,14660.3,13928.166666666664,81.48005550658127,1.8899455051869156,2.7442870640661567,3081.85647682764,1519.96433262885,1,142.243499447197,69.9918226094852,180.303414082443,0.0071185564393286,1.66160271897138,31.0
20.40437,45.070441,Južno-Banatski,2023-05-02,2023,5,0.465422965583789,0.0770685579196217,-0.3979748389076403,-0.0770685579196217,0.35224723120585,-0.0083845441133047,-0.3103579885374444,0.0083845441133047,0.1489128542360539,0.1406190424123553,0.1230691703615876,0.1406190424123553,14724.0,13845.0,14071.666666666664,13658.25,13969.666666666664,13522.153846153846,14482.23076923077,13772.111111111111,14773.0,13928.0,81.48005550658127,1.8899455051869156,2.7442870640661567,3956.89182112873,1460.45135134474,2,122.283924587009,69.4985783364107,180.470312272329,0.0,4.5328447728808,31.0
20.40437,45.088407,Južno-Banatski,2023-05-02,2023,5,0.6181136429189501,0.2036043767431881,-0.5088757396449705,-0.2036043767431881,0.554013419446278,0.1746265688994407,-0.4465088409808219,-0.1746265688994407,0.1049435129089488,0.0987074795504629,0.0746787918403379,0.0987074795504629,14603.0,13869.0,14064.571428571431,13446.0,13983.066666666668,13563.769230769229,14388.5,13875.444444444443,14622.4,13987.909090909092,81.48005550658127,1.8899455051869156,2.7442870640661567,2718.65866703869,1132.11825940456,3,116.578673868123,70.6594119725934,180.236648476204,0.0,2.36952474477792,14.0
20.429616,44.998574,Južno-Banatski,2023-05-02,2023,5,,,,,0.5669039138622249,0.3577739230316909,-0.503081414778167,-0.3577739230316909,0.0991332984787887,0.103135933128237,0.0829665894904411,0.103135933128237,14792.0,13774.0,14097.333333333336,13678.666666666664,13981.076923076924,13493.181818181818,14528.363636363636,13744.888888888889,14727.363636363636,13895.6,79.94635192749774,2.396455120295286,4.2224038084968925,3423.82230190329,2290.72626395273,1,146.674447677993,67.1922856149729,180.073745228536,0.0,4.24427183670123,31.0
20.429616,45.016541,Južno-Banatski,2023-05-02,2023,5,0.2969109011998978,0.1140350877192982,-0.2850999241082722,-0.1140350877192982,0.3309953440820029,0.1399474807965245,-0.3137129115488949,-0.1399474807965245,0.0314521277864764,0.0299011656339285,0.0213900157530362,0.0299011656339285,14637.0,13861.0,14100.0,13526.75,13977.466666666667,13534.230769230771,14429.76923076923,13806.111111111111,14691.3,13965.833333333336,81.48005550658127,1.8899455051869156,2.7442870640661567,2578.66316386794,782.67170235374,1,147.959984428144,67.5462094996422,180.217984254931,0.0,9.15301397369176,31.0
20.429616,45.034507,Južno-Banatski,2023-05-02,2023,5,0.5368731563421829,0.1437980241492865,-0.4196185286103543,-0.1437980241492865,0.518912541440307,0.3413225291503011,-0.4011496611822445,-0.3413225291503011,0.0311029391327648,0.0069071601431972,0.0313595221918781,0.0069071601431972,14676.0,13873.0,14113.2,13741.5,13942.785714285714,13538.916666666664,14382.923076923076,13821.222222222224,14658.5,14000.181818181818,81.48005550658127,1.8899455051869156,2.7442870640661567,3034.33010146589,431.391847158638,3,124.460514458917,70.5538443274647,180.376517896055,0.0,1.0,31.0
20.429616,45.052474,Južno-Banatski,2023-05-02,2023,5,0.4149054505005561,0.0417690417690417,-0.3897842119639442,-0.0417690417690417,0.383177343499822,0.0248452725473732,-0.3666252626368657,-0.0248452725473732,0.0309903176586369,0.0239249228461638,0.0217945160970348,0.0239249228461638,14660.0,13907.0,14109.8,13669.0,13925.571428571431,13547.0,14375.307692307691,13830.444444444443,14652.545454545454,14000.1,81.48005550658127,1.8899455051869156,2.7442870640661567,3283.96172196954,204.229072917777,3,147.088063063063,71.9343346610563,179.907240988489,0.0,22830.9245085995,22.0
20.429616,45.070441,Južno-Banatski,2023-05-02,2023,5,0.4575358851674641,0.0894054537326776,-0.4386068476977568,-0.0894054537326776,0.5074324961325354,0.2331934382282193,-0.4242314174964301,-0.2331934382282193,0.144808214722494,0.0786646114187427,0.1709934624297713,0.0786646114187427,14731.0,13854.0,14057.166666666664,13652.25,13931.0,13538.466666666667,14339.142857142857,13825.888888888889,14646.363636363636,13962.4,81.48005550658127,1.8899455051869156,2.7442870640661567,2444.43643821209,527.785140123915,0,137.300278414674,71.8395324876346,179.85175615722,0.0,1.48329511955454,31.0
