no,station_id,y,x,street,common name,dt_placement,culex.spp,region,dt_placement_original,year,month,indices_image_date,indices_lat,indices_lon,ndvi,ndmi,ndwi,ndbi,ndvi_mean,ndmi_mean,ndwi_mean,ndbi_mean,ndvi_std,ndmi_std,ndwi_std,ndbi_std,lst_image_date,lst_lat,lst_lon,lst_day,lst_night,monthly_lst_lat,monthly_lst_lon,lst_jan_day_mean,lst_jan_night_mean,lst_feb_day_mean,lst_feb_night_mean,lst_mar_day_mean,lst_mar_night_mean,lst_apr_day_mean,lst_apr_night_mean,indices_image_date,indices_lat,indices_lon,acc_rainfall_jan,dt_placement_minus_7,dt_placement_minus_14,dt_placement_minus_7_avail,dt_placement_minus_14_avail,acc_rainfall_1week,acc_rainfall_2week
1,Starcevo,44.81098,20.69478,Zarka Zrenjanina 57,Acina Kuca,2023-07-26,68,Vojvodina,2023-08-10,2023,7,2023-07-25,44.810212160095936,20.69493835790529,0.4759388038942977,0.07430653978538174,-0.4383301707779886,-0.07430653978538174,0.29426191043769745,0.16152238359506346,-0.244885962496652,-0.16152238359506346,0.025957299537639898,0.04163415135332454,0.009148955662000559,0.04163415135332454,2023-07-11,44.810212160095936,20.69493835790529,15323.0,14772.0,44.810212160095936,20.694938357905286,14163.833333333336,13707.166666666664,14011.333333333336,13522.909090909092,14472.384615384617,13803.3,14716.7,13988.466666666667,2023-07-26,44.85020515654097,20.650094458920204,337.73344813956646,2023-07-19,2023-07-12,2023-07-19,2023-07-12,23.2680474515073,98.26015761843883
2,Starcevo,44.804737,20.691096,Bastenska 58-64,Ergela,2023-07-26,12,Vojvodina,2023-08-10,2023,7,2023-07-25,44.80572058367535,20.69044678148468,0.353887399463807,0.10176094748324764,-0.34872186188477683,-0.10176094748324764,0.3140128726995523,0.1645107545566639,-0.27291696828113443,-0.1645107545566639,0.05008645512944387,0.047027184701542366,0.033414727562517225,0.047027184701542366,2023-07-11,44.80572058367535,20.69044678148468,15347.0,14745.0,44.80572058367535,20.69044678148468,14160.666666666664,13691.166666666664,14031.384615384617,13515.727272727272,14418.384615384617,13804.0,14715.5,13971.933333333332,2023-07-26,44.85020515654097,20.650094458920204,337.73344813956646,2023-07-19,2023-07-12,2023-07-19,2023-07-12,23.2680474515073,98.26015761843883
3,Pancevo,44.867029,20.653822,Pasterova 2,Opsta Bolnica,2023-07-26,222,Vojvodina,2023-08-10,2023,7,2023-07-25,44.86860265356371,20.654514170119906,0.36108324974924777,0.07976924607121548,-0.3307183133120863,-0.07976924607121548,0.3452273543135269,0.06841602263403444,-0.3202727474827594,-0.06841602263403444,0.05938397231565595,0.054521553471715584,0.04153133810954055,0.054521553471715584,2023-07-11,44.86860265356372,20.654514170119906,15408.0,14871.0,44.86860265356372,20.654514170119906,14161.833333333336,13724.666666666664,14007.066666666668,13606.4,14432.615384615383,13863.75,14724.636363636364,14081.615384615383,2023-07-26,44.85020515654097,20.650094458920204,337.73344813956646,2023-07-19,2023-07-12,2023-07-19,2023-07-12,23.2680474515073,98.26015761843883
4,Jabuka,44.947624,20.585016,Tamiska,Mesto,2023-07-26,271,Vojvodina,2023-08-10,2023,7,2023-07-25,44.949451029134465,20.58714052381093,0.4139970428782651,0.08284581996603126,-0.37767106842737097,-0.08284581996603126,0.4896441084484932,0.17839755357144088,-0.42940458259449305,-0.17839755357144088,0.06818315537967225,0.0886006822214939,0.045814403542214624,0.0886006822214939,2023-07-11,44.949451029134465,20.58714052381093,15202.0,14813.0,44.94945102913447,20.58714052381093,14144.8,13736.4,13980.076923076924,13537.555555555557,14398.0,13863.9,14664.090909090908,14034.777777777776,2023-07-26,44.95020561396915,20.550094001492017,424.741234372319,2023-07-19,2023-07-12,2023-07-19,2023-07-12,31.855876649613492,121.50550191581715
5,Jabuka,44.946417,20.606634,Ribarska 147,Ergela,2023-07-26,383,Vojvodina,2023-08-10,2023,7,2023-07-25,44.94495945271388,20.605106829493323,0.6170616113744074,0.328919182083739,-0.5161075316596312,-0.328919182083739,0.5286780603848202,0.2242037459760935,-0.4522485226459517,-0.2242037459760935,0.08687140018443405,0.10940338471490024,0.05736706929604333,0.10940338471490024,2023-07-11,44.94495945271388,20.605106829493323,15237.0,14779.0,44.94495945271388,20.605106829493323,14124.5,13744.2,13966.076923076924,13549.0,14403.384615384617,13864.4,14673.444444444443,14045.727272727272,2023-07-26,44.95020561396915,20.650094458920204,376.93811394088334,2023-07-19,2023-07-12,2023-07-19,2023-07-12,29.1351065057097,113.23285596317146
6,Glogonj,44.991909,20.514506,Utrnska,Ulaz,2023-07-26,377,Vojvodina,2023-08-10,2023,7,2023-07-25,44.98987521691986,20.515275301081363,0.4828784119106699,0.15657054383588154,-0.4194774346793349,-0.15657054383588154,0.4966291006709347,0.18283591291578166,-0.4275109107570069,-0.18283591291578166,0.07900306564351063,0.09173858205096797,0.05150347705500827,0.09173858205096797,2023-07-11,44.98987521691986,20.515275301081363,15229.0,14795.0,44.98987521691986,20.515275301081363,14084.285714285714,13742.0,13966.333333333336,13572.0,14396.25,13855.5,14644.777777777776,14070.7,2023-07-26,44.95020561396915,20.550094001492017,424.741234372319,2023-07-19,2023-07-12,2023-07-19,2023-07-12,31.855876649613492,121.50550191581715
7,Sefkerin,45.00674,20.47046,Partizanska,Ulaz,2023-07-26,176,Vojvodina,2023-08-10,2023,7,2023-07-25,45.00784152260226,20.470359536875385,0.4556390977443608,0.13793103448275862,-0.3954829408938009,-0.13793103448275862,0.5181525394176772,0.1945061100516859,-0.44385851067708815,-0.1945061100516859,0.05691416827972193,0.05982430416755693,0.0402099766584777,0.05982430416755693,2023-07-11,45.00784152260226,20.470359536875385,15213.0,14776.0,45.00784152260226,20.470359536875385,14072.25,13728.666666666664,13983.714285714286,13537.6,14451.0,13842.0,14676.3,14019.416666666664,2023-07-26,45.05020607139734,20.450093544063833,396.81280865584995,2023-07-19,2023-07-12,2023-07-19,2023-07-12,34.21442779013887,151.07597534079105
8,Sefkerin,45.000675,20.494024,Zarka Zrenjanina ,Cicvaric Mesara,2023-07-26,168,Vojvodina,2023-08-10,2023,7,2023-07-25,44.998858369761045,20.492817418978373,0.6043292222501888,0.33935700777474265,-0.5054322153991497,-0.33935700777474265,0.5352659447902616,0.2326394841496135,-0.4581210464589599,-0.2326394841496135,0.07245341861101548,0.1022755852259799,0.048239275515140886,0.1022755852259799,2023-07-11,44.99885836976107,20.492817418978373,15171.0,14791.0,44.99885836976107,20.492817418978373,14088.625,13712.0,13957.076923076924,13553.222222222224,14494.6,13843.0,14702.777777777776,14099.4,2023-07-26,45.05020607139734,20.450093544063833,396.81280865584995,2023-07-19,2023-07-12,2023-07-19,2023-07-12,34.21442779013887,151.07597534079105
9,Opovo,45.053365,20.41783,Tamiska,Tamiska,2023-07-26,63,Vojvodina,2023-08-10,2023,7,2023-07-25,45.052757286808216,20.416460619828207,0.43196488510198816,0.13787443578169878,-0.3754960317460317,-0.13787443578169878,0.5106900423566538,0.201202412748272,-0.4363670436572504,-0.201202412748272,0.0649880972886131,0.08244428909729287,0.04800232164534172,0.08244428909729287,2023-07-11,45.052757286808244,20.416460619828207,15244.0,14771.0,45.052757286808244,20.416460619828207,14112.8,13721.666666666664,13944.714285714286,13546.833333333336,14403.076923076924,13828.222222222224,14658.75,13992.692307692307,2023-07-26,45.05020607139734,20.450093544063833,396.81280865584995,2023-07-19,2023-07-12,2023-07-19,2023-07-12,34.21442779013887,151.07597534079105
10,Opovo,45.045172,20.430594,Slatinska,Izlaz,2023-07-26,320,Vojvodina,2023-08-10,2023,7,2023-07-25,45.043774133967034,20.429935349089998,0.5154713360518111,0.19613782658084056,-0.4434544208361891,-0.19613782658084056,0.5221961200637505,0.20411391628267853,-0.4513131869943217,-0.20411391628267853,0.07594291417091191,0.09025288056578384,0.054378169826197316,0.09025288056578384,2023-07-11,45.043774133967034,20.429935349089998,15278.0,14767.0,45.043774133967034,20.429935349089998,14116.6,13756.0,13931.928571428569,13540.666666666664,14409.53846153846,13803.666666666664,14681.909090909092,14006.916666666664,2023-07-26,45.05020607139734,20.450093544063833,396.81280865584995,2023-07-19,2023-07-12,2023-07-19,2023-07-12,34.21442779013887,151.07597534079105
