x,y,region,station_id
10.637331407099275,45.41193460044178,Veneto,2048
10.637331407099275,45.429901292042,Veneto,2049
10.637331407099275,45.447867983642205,Veneto,2050
10.637331407099275,45.465834675242434,Veneto,2051
10.637331407099275,45.48380136684265,Veneto,2052
10.637331407099275,45.501768058442856,Veneto,2053
10.637331407099275,45.51973475004306,Veneto,2054
10.637331407099275,45.537701441643286,Veneto,2055
10.637331407099275,45.5556681332435,Veneto,2056
10.637331407099275,45.57363482484372,Veneto,2057
10.637331407099275,45.59160151644393,Veneto,2058
10.637331407099275,45.60956820804416,Veneto,2059
10.637331407099275,45.62753489964437,Veneto,2060
10.662648441878892,45.41193460044178,Veneto,2061
10.662648441878892,45.429901292042,Veneto,2062
10.662648441878892,45.447867983642205,Veneto,2063
10.662648441878892,45.465834675242434,Veneto,2064
10.662648441878892,45.48380136684265,Veneto,2065
10.662648441878892,45.501768058442856,Veneto,2066
10.662648441878892,45.51973475004306,Veneto,2067
10.662648441878892,45.537701441643286,Veneto,2068
10.662648441878892,45.5556681332435,Veneto,2069
10.662648441878892,45.57363482484372,Veneto,2070
10.662648441878892,45.59160151644393,Veneto,2071
10.662648441878892,45.60956820804416,Veneto,2072
10.662648441878892,45.62753489964437,Veneto,2073
10.662648441878892,45.6455015912446,Veneto,2074
10.687965476658505,45.34006783404093,Veneto,2075
10.687965476658505,45.35803452564114,Veneto,2076
10.687965476658505,45.37600121724135,Veneto,2077
10.687965476658505,45.429901292042,Veneto,2078
10.687965476658505,45.447867983642205,Veneto,2079
10.687965476658505,45.465834675242434,Veneto,2080
10.687965476658505,45.48380136684265,Veneto,2081
10.687965476658505,45.501768058442856,Veneto,2082
10.687965476658505,45.51973475004306,Veneto,2083
10.687965476658505,45.537701441643286,Veneto,2084
10.687965476658505,45.5556681332435,Veneto,2085
10.687965476658505,45.57363482484372,Veneto,2086
10.687965476658505,45.59160151644393,Veneto,2087
10.687965476658505,45.60956820804416,Veneto,2088
10.687965476658505,45.62753489964437,Veneto,2089
10.687965476658505,45.6455015912446,Veneto,2090
10.687965476658505,45.66346828284478,Veneto,2091
10.713282511438123,45.32210114244071,Veneto,2092
10.713282511438123,45.34006783404093,Veneto,2093
10.713282511438123,45.35803452564114,Veneto,2094
10.713282511438123,45.37600121724135,Veneto,2095
10.713282511438123,45.393967908841574,Veneto,2096
10.713282511438123,45.41193460044178,Veneto,2097
10.713282511438123,45.429901292042,Veneto,2098
10.713282511438123,45.447867983642205,Veneto,2099
10.713282511438123,45.465834675242434,Veneto,2100
10.713282511438123,45.48380136684265,Veneto,2101
10.713282511438123,45.501768058442856,Veneto,2102
10.713282511438123,45.51973475004306,Veneto,2103
10.713282511438123,45.537701441643286,Veneto,2104
10.713282511438123,45.5556681332435,Veneto,2105
10.713282511438123,45.57363482484372,Veneto,2106
10.713282511438123,45.59160151644393,Veneto,2107
10.713282511438123,45.60956820804416,Veneto,2108
10.713282511438123,45.62753489964437,Veneto,2109
10.713282511438123,45.6455015912446,Veneto,2110
10.713282511438123,45.66346828284478,Veneto,2111
10.713282511438123,45.68143497444501,Veneto,2112
10.713282511438123,45.69940166604522,Veneto,2113
10.738599546217733,45.28616775924029,Veneto,2114
10.738599546217733,45.30413445084049,Veneto,2115
10.738599546217733,45.32210114244071,Veneto,2116
10.738599546217733,45.34006783404093,Veneto,2117
10.738599546217733,45.35803452564114,Veneto,2118
10.738599546217733,45.37600121724135,Veneto,2119
10.738599546217733,45.393967908841574,Veneto,2120
10.738599546217733,45.41193460044178,Veneto,2121
10.738599546217733,45.429901292042,Veneto,2122
10.738599546217733,45.447867983642205,Veneto,2123
10.738599546217733,45.465834675242434,Veneto,2124
10.738599546217733,45.48380136684265,Veneto,2125
10.738599546217733,45.501768058442856,Veneto,2126
10.738599546217733,45.51973475004306,Veneto,2127
10.738599546217733,45.537701441643286,Veneto,2128
10.738599546217733,45.5556681332435,Veneto,2129
10.738599546217733,45.57363482484372,Veneto,2130
10.738599546217733,45.59160151644393,Veneto,2131
10.738599546217733,45.60956820804416,Veneto,2132
10.738599546217733,45.62753489964437,Veneto,2133
10.738599546217733,45.6455015912446,Veneto,2134
10.738599546217733,45.66346828284478,Veneto,2135
10.738599546217733,45.68143497444501,Veneto,2136
10.738599546217733,45.69940166604522,Veneto,2137
10.738599546217733,45.71736835764546,Veneto,2138
10.738599546217733,45.73533504924564,Veneto,2139
10.763916580997346,45.30413445084049,Veneto,2140
10.763916580997346,45.32210114244071,Veneto,2141
10.763916580997346,45.34006783404093,Veneto,2142
10.763916580997346,45.35803452564114,Veneto,2143
10.763916580997346,45.37600121724135,Veneto,2144
10.763916580997346,45.393967908841574,Veneto,2145
10.763916580997346,45.41193460044178,Veneto,2146
10.763916580997346,45.429901292042,Veneto,2147
10.763916580997346,45.447867983642205,Veneto,2148
10.763916580997346,45.465834675242434,Veneto,2149
10.763916580997346,45.48380136684265,Veneto,2150
10.763916580997346,45.501768058442856,Veneto,2151
10.763916580997346,45.51973475004306,Veneto,2152
10.763916580997346,45.537701441643286,Veneto,2153
10.763916580997346,45.5556681332435,Veneto,2154
10.763916580997346,45.57363482484372,Veneto,2155
10.763916580997346,45.59160151644393,Veneto,2156
10.763916580997346,45.60956820804416,Veneto,2157
10.763916580997346,45.62753489964437,Veneto,2158
10.763916580997346,45.6455015912446,Veneto,2159
10.763916580997346,45.66346828284478,Veneto,2160
10.763916580997346,45.68143497444501,Veneto,2161
10.763916580997346,45.69940166604522,Veneto,2162
10.763916580997346,45.71736835764546,Veneto,2163
10.763916580997346,45.73533504924564,Veneto,2164
10.763916580997346,45.75330174084588,Veneto,2165
10.789233615776961,45.30413445084049,Veneto,2166
10.789233615776961,45.32210114244071,Veneto,2167
10.789233615776961,45.34006783404093,Veneto,2168
10.789233615776961,45.35803452564114,Veneto,2169
10.789233615776961,45.37600121724135,Veneto,2170
10.789233615776961,45.393967908841574,Veneto,2171
10.789233615776961,45.41193460044178,Veneto,2172
10.789233615776961,45.429901292042,Veneto,2173
