x,y,region,station_id
1.7006333129797775,43.178920295272796,Languedoc-Roussillon,FR_CU_0
1.7006333129797775,43.19688698687303,Languedoc-Roussillon,FR_CU_1
1.7006333129797775,43.23282037007343,Languedoc-Roussillon,FR_CU_2
1.7006333129797775,43.25078706167366,Languedoc-Roussillon,FR_CU_3
1.7006333129797775,43.26875375327388,Languedoc-Roussillon,FR_CU_4
1.7006333129797775,43.286720444874106,Languedoc-Roussillon,FR_CU_5
1.7006333129797775,43.304687136474286,Languedoc-Roussillon,FR_CU_6
1.725060539601565,43.178920295272796,Languedoc-Roussillon,FR_CU_7
1.725060539601565,43.19688698687303,Languedoc-Roussillon,FR_CU_8
1.725060539601565,43.214853678473226,Languedoc-Roussillon,FR_CU_9
1.725060539601565,43.23282037007343,Languedoc-Roussillon,FR_CU_10
1.725060539601565,43.25078706167366,Languedoc-Roussillon,FR_CU_11
1.725060539601565,43.26875375327388,Languedoc-Roussillon,FR_CU_12
1.725060539601565,43.286720444874106,Languedoc-Roussillon,FR_CU_13
1.725060539601565,43.304687136474286,Languedoc-Roussillon,FR_CU_14
1.725060539601565,43.32265382807452,Languedoc-Roussillon,FR_CU_15
1.725060539601565,43.34062051967474,Languedoc-Roussillon,FR_CU_16
1.7494877662233523,43.16095360367258,Languedoc-Roussillon,FR_CU_17
1.7494877662233523,43.178920295272796,Languedoc-Roussillon,FR_CU_18
1.7494877662233523,43.19688698687303,Languedoc-Roussillon,FR_CU_19
1.7494877662233523,43.214853678473226,Languedoc-Roussillon,FR_CU_20
1.7494877662233523,43.23282037007343,Languedoc-Roussillon,FR_CU_21
1.7494877662233523,43.25078706167366,Languedoc-Roussillon,FR_CU_22
1.7494877662233523,43.26875375327388,Languedoc-Roussillon,FR_CU_23
1.7494877662233523,43.286720444874106,Languedoc-Roussillon,FR_CU_24
1.7494877662233523,43.304687136474286,Languedoc-Roussillon,FR_CU_25
1.7494877662233523,43.32265382807452,Languedoc-Roussillon,FR_CU_26
1.7494877662233523,43.34062051967474,Languedoc-Roussillon,FR_CU_27
1.7739149928451399,43.16095360367258,Languedoc-Roussillon,FR_CU_28
1.7739149928451399,43.178920295272796,Languedoc-Roussillon,FR_CU_29
1.7739149928451399,43.19688698687303,Languedoc-Roussillon,FR_CU_30
1.7739149928451399,43.214853678473226,Languedoc-Roussillon,FR_CU_31
1.7739149928451399,43.23282037007343,Languedoc-Roussillon,FR_CU_32
1.7739149928451399,43.25078706167366,Languedoc-Roussillon,FR_CU_33
1.7739149928451399,43.26875375327388,Languedoc-Roussillon,FR_CU_34
1.7739149928451399,43.286720444874106,Languedoc-Roussillon,FR_CU_35
1.7739149928451399,43.304687136474286,Languedoc-Roussillon,FR_CU_36
1.7739149928451399,43.32265382807452,Languedoc-Roussillon,FR_CU_37
1.7739149928451399,43.34062051967474,Languedoc-Roussillon,FR_CU_38
1.7983422194669267,43.16095360367258,Languedoc-Roussillon,FR_CU_39
1.7983422194669267,43.178920295272796,Languedoc-Roussillon,FR_CU_40
1.7983422194669267,43.19688698687303,Languedoc-Roussillon,FR_CU_41
1.7983422194669267,43.214853678473226,Languedoc-Roussillon,FR_CU_42
1.7983422194669267,43.23282037007343,Languedoc-Roussillon,FR_CU_43
1.7983422194669267,43.25078706167366,Languedoc-Roussillon,FR_CU_44
1.7983422194669267,43.26875375327388,Languedoc-Roussillon,FR_CU_45
1.7983422194669267,43.286720444874106,Languedoc-Roussillon,FR_CU_46
