"station_id","DISTANCE_TO_FLOOD"
"GR_11868",2123.99523225239
"GR_11869",2040.14279123898
"GR_11870",1171.0226792719
"GR_11871",1459.33213836032
"GR_11872",986.604555968002
"GR_11873",1300.61385518396
"GR_11874",1134.77900562825
"GR_11875",498.442189965184
"GR_11876",819.24041508033
"GR_11877",50.3004147329451
"GR_11878",207.453094084854
"GR_11879",0
"GR_11880",0
"GR_11881",27.9899615821987
"GR_11882",459.365752602237
"GR_11883",89.9102577469258
"GR_11884",270.369874426288
"GR_11885",385.293346039579
"GR_11886",780.255233794316
"GR_11887",408.419168467892
"GR_11888",1068.51712054635
"GR_11889",2003.65888473234
"GR_11890",2195.37801552728
"GR_11891",3681.0782966931
"GR_11892",5499.46162900857
"GR_11893",7408.95972465004
"GR_11894",9351.1496710819
"GR_11895",11049.8848981195
"GR_11896",12834.5513865548
"GR_11897",14673.1105710212
"GR_11898",16485.3655972414
"GR_11899",18329.4990549165
"GR_11900",20202.2846395781
"GR_11901",4554.60358326184
"GR_11902",3695.65746793907
"GR_11903",3155.59444457057
"GR_11904",2867.20320589321
"GR_11905",2524.82134207915
"GR_11906",2762.68961820018
"GR_11907",1643.88140505801
"GR_11908",2333.29321394326
"GR_11909",923.915945547607
"GR_11910",1731.17389762067
"GR_11911",160.258620456336
"GR_11912",759.184336094477
"GR_11913",816.608036483007
"GR_11914",1055.15797872102
"GR_11915",516.063754604604
"GR_11916",415.320128990684
"GR_11917",136.619068711021
"GR_11918",23.0396961429798
"GR_11919",43.7935165332238
"GR_11920",237.479926450518
"GR_11921",58.274803361085
"GR_11922",0
"GR_11923",236.848454368829
"GR_11924",115.468449870965
"GR_11925",54.6059907132875
"GR_11926",581.106742777288
"GR_11927",291.064387046755
"GR_11928",57.3459950149755
"GR_11929",1318.9210610877
"GR_11930",2081.30275851719
"GR_11931",1380.21398985948
"GR_11932",2220.50230514608
"GR_11933",3907.07821685503
"GR_11934",5595.91609032068
"GR_11935",6913.75234228008
"GR_11936",8497.9759271584
"GR_11937",10226.8947279884
"GR_11938",12038.7864088731
"GR_11939",13900.5269688626
"GR_11940",15794.7866644725
"GR_11941",17711.1365596622
"GR_11942",19643.1143353751
"GR_11943",2649.96782395003
"GR_11944",2266.49850169598
"GR_11945",1532.46579500384
"GR_11946",705.870685630142
"GR_11947",2558.05058333794
"GR_11948",3629.86926416506
"GR_11949",3613.67694754558
"GR_11950",2618.55961693873
"GR_11951",1315.47084668172
"GR_11952",300.022909148893
"GR_11953",391.691367296607
"GR_11954",280.136713543693
"GR_11955",708.471321818532
"GR_11956",1349.47404641664
"GR_11957",722.814008738667
"GR_11958",4.65086195391377
"GR_11959",19.0306439081761
"GR_11960",99.3367000877107
"GR_11961",0
"GR_11962",32.6358273820492
"GR_11963",234.354959017975
"GR_11964",11.2309851095253
"GR_11965",11.4402113054685
"GR_11966",94.0327685751562
"GR_11967",204.052361853767
"GR_11968",0
"GR_11969",0
"GR_11970",663.683859389575
"GR_11971",1434.60453607838
"GR_11972",546.402945623173
"GR_11973",1293.55888306633
"GR_11974",2887.22124008591
"GR_11975",4107.09791387219
"GR_11976",5773.17910931486
"GR_11977",7599.27744430826
"GR_11978",9493.50206514495
"GR_11979",11422.49355322
"GR_11980",13370.4674619067
"GR_11981",15330.4860573956
"GR_11982",17298.4577588066
"GR_11983",19271.9482291429
"GR_11984",3467.98250102115
"GR_11985",1482.33767554402
"GR_11986",559.517369593826
"GR_11987",2098.26905503801
"GR_11988",1602.19148170285
"GR_11989",2934.5933430674
"GR_11990",3363.47618942393
"GR_11991",2218.37488506942
"GR_11992",1581.29611844634
"GR_11993",688.939741183068
"GR_11994",864.281128405668
"GR_11995",696.756360502368
"GR_11996",685.047881253092
"GR_11997",1161.13802711047
"GR_11998",439.807647531861
"GR_11999",427.287190571181
"GR_12000",84.2202780211706
"GR_12001",0
"GR_12002",55.807544338847
"GR_12003",0
"GR_12004",453.545134675679
"GR_12005",426.488969788818
"GR_12006",0
"GR_12007",67.1823447337158
"GR_12008",90.4787181453652
"GR_12009",131.896965878135
"GR_12010",0
"GR_12011",1078.01688302834
"GR_12012",850.295010284053
"GR_12013",1719.62754398944
"GR_12014",107.235345171198
"GR_12015",543.182638663572
"GR_12016",1321.46258310198
"GR_12017",3201.94906076407
"GR_12018",5168.70975192549
"GR_12019",7150.99347099145
"GR_12020",9138.70851289955
"GR_12021",11129.4425451178
"GR_12022",13121.0613924178
"GR_12023",15113.5162705577
"GR_12024",17106.5172269213
"GR_12025",19099.8952635501
"GR_12026",29070.7609488331
"GR_12027",31065.073320723
"GR_12028",5738.12415703766
"GR_12029",3891.12818404636
"GR_12030",2304.45856336818
"GR_12031",1854.42618124459
"GR_12032",3078.15534028483
"GR_12033",3550.17797177089
"GR_12034",3501.52819072002
"GR_12035",2547.20800005911
"GR_12036",620.084953593371
"GR_12037",424.82622904651
"GR_12038",248.472893306173
"GR_12039",205.08703647487
"GR_12040",631.565698250332
"GR_12041",432.431084982614
"GR_12042",193.00694598666
"GR_12043",193.9290952986
"GR_12044",564.102735203057
"GR_12045",22.9863944211834
"GR_12046",0
"GR_12047",180.601367756639
"GR_12048",16.3708188675628
"GR_12049",398.082400308546
"GR_12050",682.031988278587
"GR_12051",0
"GR_12052",0
"GR_12053",16.7631989896852
"GR_12054",193.287399698247
"GR_12055",1044.8265237865
"GR_12056",1390.90290851954
"GR_12057",367.02224278986
"GR_12058",1187.95287001372
"GR_12059",1802.85632557762
"GR_12060",1170.03907553108
"GR_12061",1727.8859581592
"GR_12062",3389.90755772554
"GR_12063",5287.17622609928
"GR_12064",7237.06137816679
"GR_12065",9206.19471785602
"GR_12066",11184.9093593894
"GR_12067",13168.1295654769
"GR_12068",15154.3867041474
"GR_12069",17142.627337123
"GR_12070",19132.2350356386
"GR_12071",23114.64009777
"GR_12072",25106.5187332363
"GR_12073",27098.8336657643
"GR_12074",29091.9911520289
"GR_12075",31084.9363035115
"GR_12076",6635.36016246304
"GR_12077",5122.50327506629
"GR_12078",4050.54631266768
"GR_12079",3812.28815103452
"GR_12080",4536.42593551776
"GR_12081",3084.81872556381
"GR_12082",1606.99883878015
"GR_12083",1656.94845321545
"GR_12084",481.637621867596
"GR_12085",1178.5046588987
"GR_12086",801.314054037568
"GR_12087",1089.65775807567
"GR_12088",687.121469849322
"GR_12089",95.4686646424556
"GR_12090",264.428034477312
"GR_12091",190.994603902971
"GR_12092",104.472938661088
"GR_12093",979.741200486819
"GR_12094",0
"GR_12095",0
"GR_12096",0
"GR_12097",66.5130165848224
"GR_12098",175.209359237793
"GR_12099",380.940450805469
"GR_12100",0
"GR_12101",32.8974569820817
"GR_12102",153.366083789497
"GR_12103",1529.3156750344
"GR_12104",725.48292264282
"GR_12105",1293.76221249552
"GR_12106",70.7186394092916
"GR_12107",1634.59352557231
"GR_12108",967.222116101498
"GR_12109",2554.40571672174
"GR_12110",4480.7084178617
"GR_12111",6086.71884020253
"GR_12112",7840.06327460939
"GR_12113",9687.26923469969
"GR_12114",11583.9973132512
"GR_12115",13508.6663708383
"GR_12116",15451.1327201247
"GR_12117",17405.4409072931
"GR_12118",19368.0085105174
"GR_12119",21337.0474505097
"GR_12120",23310.0663135383
"GR_12121",25286.5086848698
"GR_12122",27265.6314430497
"GR_12123",29247.383701714
"GR_12124",31230.3762626067
"GR_12125",33214.7915730562
"GR_12126",14623.9101100805
"GR_12127",12815.1566058262
"GR_12128",11070.9993496979
"GR_12129",9426.65837456484
"GR_12130",7944.36314515356
"GR_12131",6732.02465944048
"GR_12132",5956.69603311889
"GR_12133",5796.89539806838
"GR_12134",4758.82524384305
"GR_12135",2787.7919668836
"GR_12136",923.530010378578
"GR_12137",223.297849168263
"GR_12138",1191.63515586432
"GR_12139",316.282259465588
"GR_12140",186.012459582043
"GR_12141",146.321957818725
"GR_12142",934.392215411289
"GR_12143",633.605835707923
"GR_12144",126.742247718036
"GR_12145",98.9990680204985
"GR_12146",96.7419420941762
"GR_12147",486.488736746425
"GR_12148",58.196159820631
"GR_12149",0
"GR_12150",0
"GR_12151",9.25025653462064
"GR_12152",212.476725045933
"GR_12153",91.9050829823985
"GR_12154",35.7041354102184
"GR_12155",0
"GR_12156",254.850029466138
"GR_12157",1037.68073313937
"GR_12158",710.595021093749
"GR_12159",435.735398819545
"GR_12160",1535.1613995513
"GR_12161",1555.03647111372
"GR_12162",2175.41311718682
"GR_12163",3733.35952048348
"GR_12164",5242.87841461256
"GR_12165",6999.51611919199
"GR_12166",8854.82185907916
"GR_12167",10525.2092292864
"GR_12168",12293.1449710476
"GR_12169",14121.3338446152
"GR_12170",15989.4055965173
"GR_12171",17884.8693232582
"GR_12172",19799.8616327114
"GR_12173",21729.7020133999
"GR_12174",23665.3007488474
"GR_12175",25606.0405949812
"GR_12176",27554.5091586844
"GR_12177",29509.6625889792
"GR_12178",31469.3764358073
"GR_12179",33433.2491336476
"GR_12180",35400.5895930946
"GR_12181",15522.9274040786
"GR_12182",13831.9895550125
"GR_12183",12233.3928758055
"GR_12184",10767.7272368634
"GR_12185",9496.74453216378
"GR_12186",8508.14789156657
"GR_12187",7293.67849111341
"GR_12188",5863.85104176232
"GR_12189",4094.67346518264
"GR_12190",2483.86307014687
"GR_12191",1587.75911823602
"GR_12192",50.2637969596602
"GR_12193",675.456327905969
"GR_12194",847.421743231198
"GR_12195",236.146863694598
"GR_12196",967.638295115787
"GR_12197",1317.87812862166
"GR_12198",488.560712803925
"GR_12199",485.913978497902
"GR_12200",0
"GR_12201",414.006261801234
"GR_12202",382.638910097109
"GR_12203",661.115725863923
"GR_12204",81.0457139927904
"GR_12205",0.627838473554033
"GR_12206",0
"GR_12207",0
"GR_12208",31.3134197469992
"GR_12209",24.9570941600844
"GR_12210",0
"GR_12211",516.007671136257
"GR_12212",605.600753007204
"GR_12213",358.819622304022
"GR_12214",362.475989755053
"GR_12215",1993.03576448524
"GR_12216",292.381010025242
"GR_12217",1511.3603740039
"GR_12218",3212.70823547647
"GR_12219",4777.30321425154
"GR_12220",6236.76606615759
"GR_12221",7932.840755068
"GR_12222",9741.28096440821
"GR_12223",11611.0998887144
"GR_12224",13516.363985764
"GR_12225",15444.2517213909
"GR_12226",17387.2413462753
"GR_12227",19340.7838634943
"GR_12228",21302.4654280864
"GR_12229",23269.3791621782
"GR_12230",25240.6757189956
"GR_12231",27215.4040951528
"GR_12232",29193.3602452303
"GR_12233",31173.0428477708
"GR_12234",33154.5463929822
"GR_12235",35137.5638765756
"GR_12236",37121.8536813333
"GR_12237",39107.7159774706
"GR_12238",15832.2276000271
"GR_12239",14139.6659266802
"GR_12240",12536.7638497421
"GR_12241",11061.9537932888
"GR_12242",9773.40015619147
"GR_12243",8114.48748974662
"GR_12244",6250.7205923659
"GR_12245",4501.33853705218
"GR_12246",3067.40700038068
"GR_12247",1660.77162676863
"GR_12248",342.601721060017
"GR_12249",822.814675049468
"GR_12250",893.656277462151
"GR_12251",1587.60538360126
"GR_12252",930.544648886023
"GR_12253",214.534561120639
"GR_12254",433.907029106242
"GR_12255",867.955898788405
"GR_12256",850.57580904428
"GR_12257",219.159220652313
"GR_12258",601.232505479777
"GR_12259",209.858347310292
"GR_12260",0
"GR_12261",0
"GR_12262",66.4602198123801
"GR_12263",3.53561423671471
"GR_12264",0
"GR_12265",0
"GR_12266",40.0452791797431
"GR_12267",0
"GR_12268",150.43124216449
"GR_12269",172.714540932259
"GR_12270",657.193628215876
"GR_12271",949.264359906485
"GR_12272",1497.6834401273
"GR_12273",910.084732630348
"GR_12274",1031.09871125886
"GR_12275",1999.86033602643
"GR_12276",3481.36636582152
"GR_12277",5307.50674960359
"GR_12278",7222.89929208175
"GR_12279",9172.18942022998
"GR_12280",11138.0855798333
"GR_12281",13112.368502066
"GR_12282",15092.0450907324
"GR_12283",17075.24162275
"GR_12284",19060.8613751929
"GR_12285",21048.7137668743
"GR_12286",23037.3636997607
"GR_12287",25026.998074079
"GR_12288",27017.400775584
"GR_12289",29008.9091670115
"GR_12290",31000.4182715854
"GR_12291",32992.3337119908
"GR_12292",34984.587144796
"GR_12293",36977.1249449031
"GR_12294",38970.3990837017
"GR_12295",40963.3859699717
"GR_12296",14932.6021253077
"GR_12297",13124.7973617839
"GR_12298",11380.1392188356
"GR_12299",9731.95260933315
"GR_12300",8238.34855263454
"GR_12301",6999.00720052017
"GR_12302",5735.28547829994
"GR_12303",3754.99556559256
"GR_12304",1806.02785466403
"GR_12305",605.517612232717
"GR_12306",395.821189667575
"GR_12307",1548.39543943446
"GR_12308",770.738071198081
"GR_12309",387.170427168986
"GR_12310",909.456938629786
"GR_12311",1388.45589155871
"GR_12312",349.453050521949
"GR_12313",696.529356267855
"GR_12314",760.886666652246
"GR_12315",209.277809153707
"GR_12316",587.911763022649
"GR_12317",35.3553268817783
"GR_12318",111.974673714229
"GR_12319",0
"GR_12320",0
"GR_12321",0
"GR_12322",0
"GR_12323",0
"GR_12324",0
"GR_12325",0
"GR_12326",132.516208294438
"GR_12327",566.739075950007
"GR_12328",668.955888686848
"GR_12329",595.475909364383
"GR_12330",592.163568556884
"GR_12331",634.859973113793
"GR_12332",378.790162780181
"GR_12333",1059.91814795785
"GR_12334",3034.76508673684
"GR_12335",5025.25040551023
"GR_12336",7018.15838661974
"GR_12337",9011.88603278334
"GR_12338",11006.4862487345
"GR_12339",13000.798234426
"GR_12340",14995.2369083247
"GR_12341",16989.7598404945
"GR_12342",18984.3424307175
"GR_12343",20979.4645059915
"GR_12344",22974.1259789606
"GR_12345",24968.8151418313
"GR_12346",26963.5272278104
"GR_12347",28958.7538792816
"GR_12348",30953.5023459131
"GR_12349",32948.2657768549
"GR_12350",34943.0426736786
"GR_12351",36937.8318617692
"GR_12352",38912.662182182
"GR_12353",40888.7221515913
"GR_12354",42866.5290692017
"GR_12355",12352.2282035526
"GR_12356",10479.9697984629
"GR_12357",8662.45068303584
"GR_12358",6942.80029104075
"GR_12359",5415.08296639193
"GR_12360",4289.32967015335
"GR_12361",3928.56000803667
"GR_12362",2244.80321951651
"GR_12363",1365.89888439366
"GR_12364",902.874987484761
"GR_12365",592.904612336939
"GR_12366",1537.86733772707
"GR_12367",742.369476386658
"GR_12368",458.275205040474
"GR_12369",700.121484755594
"GR_12370",941.471108603074
"GR_12371",70.9797166750979
"GR_12372",481.374113041796
"GR_12373",218.944566247498
"GR_12374",262.759642582979
"GR_12375",492.683224010107
"GR_12376",205.457074641139
"GR_12377",140.751354957664
"GR_12378",0
"GR_12379",1.41077843344542
"GR_12380",14.5159792738118
"GR_12381",574.676170439562
"GR_12382",0
"GR_12383",0
"GR_12384",0
"GR_12385",629.610002797984
"GR_12386",337.780615440879
"GR_12387",103.470294997282
"GR_12388",279.503739492947
"GR_12389",1115.25068843543
"GR_12390",443.921528242121
"GR_12391",2356.25986428292
"GR_12392",3761.50413556804
"GR_12393",5494.63009665375
"GR_12394",7361.45896513976
"GR_12395",9281.51643574613
"GR_12396",11156.3466424525
"GR_12397",13066.4209392643
"GR_12398",14998.5665277762
"GR_12399",16945.237358631
"GR_12400",18901.9481488156
"GR_12401",20866.3645293168
"GR_12402",22835.6508095996
"GR_12403",24809.0195911408
"GR_12404",26785.5699674121
"GR_12405",28765.1388505545
"GR_12406",30746.2569646661
"GR_12407",32729.0458893619
"GR_12408",34713.220391259
"GR_12409",36698.5567431824
"GR_12410",38685.3701415663
"GR_12411",40672.5313055589
"GR_12412",42660.4165222825
"GR_12413",44648.9299153062
"GR_12414",11868.0490708762
"GR_12415",9905.56318568038
"GR_12416",7959.00934653009
"GR_12417",6043.44176332434
"GR_12418",4200.80437004898
"GR_12419",2593.23986684967
"GR_12420",1939.86629802923
"GR_12421",2135.77283935177
"GR_12422",1380.80284658003
"GR_12423",110.416286801669
"GR_12424",983.57605996049
"GR_12425",334.050078159104
"GR_12426",1516.40229285563
"GR_12427",633.672747263721
"GR_12428",383.581267482774
"GR_12429",125.399117620091
"GR_12430",518.586173791737
"GR_12431",15.2795735218852
"GR_12432",590.698391671627
"GR_12433",254.070071109827
"GR_12434",161.425874814737
"GR_12435",384.479638019353
"GR_12436",113.749880659109
"GR_12437",24.6301136634125
"GR_12438",0
"GR_12439",0
"GR_12440",0
"GR_12441",0
"GR_12442",0
"GR_12443",18.9936041139716
"GR_12444",0
"GR_12445",445.887302012123
"GR_12446",503.423092308883
"GR_12447",732.795898119872
"GR_12448",190.12097249429
"GR_12449",171.689000899021
"GR_12450",1326.38198341037
"GR_12451",3018.67560862496
"GR_12452",4852.58659991
"GR_12453",6777.96816937849
"GR_12454",8734.54299489131
"GR_12455",10705.714976011
"GR_12456",12683.9341147355
"GR_12457",14666.642119174
"GR_12458",16652.2378877349
"GR_12459",18639.8005824925
"GR_12460",20629.2572794051
"GR_12461",22619.2528649355
"GR_12462",24610.0319147903
"GR_12463",26601.4199296185
"GR_12464",28593.7854103418
"GR_12465",30586.0464180311
"GR_12466",32578.626900446
"GR_12467",34571.4726931235
"GR_12468",36564.5414334288
"GR_12469",38558.2942623359
"GR_12470",40551.7147165236
"GR_12471",42545.2755585641
"GR_12472",44538.9587728419
"GR_12473",46532.7494302832
"GR_12474",7720.24396766016
"GR_12475",5725.80923664922
"GR_12476",3731.46322574618
"GR_12477",1737.03800524956
"GR_12478",255.375227057987
"GR_12479",1031.51754270174
"GR_12480",450.569946945885
"GR_12481",378.012160843314
"GR_12482",875.392345187547
"GR_12483",688.530915208325
"GR_12484",921.143623004928
"GR_12485",264.545825482872
"GR_12486",505.138012951087
"GR_12487",367.632247374987
"GR_12488",732.262474820342
"GR_12489",455.988197640101
"GR_12490",599.533320302213
"GR_12491",540.180681533532
"GR_12492",39.7400643326776
"GR_12493",28.3680429778282
"GR_12494",352.455263785474
"GR_12495",206.126981427903
"GR_12496",0
"GR_12497",0
"GR_12498",10.0253731325671
"GR_12499",0
"GR_12500",0
"GR_12501",18.2575397041705
"GR_12502",171.758781359898
"GR_12503",1120.38269385096
"GR_12504",603.002286295152
"GR_12505",370.001759467584
"GR_12506",104.327160234181
"GR_12507",59.7573657069885
"GR_12508",791.614835540471
"GR_12509",2665.52233071144
"GR_12510",4641.1991477867
"GR_12511",6628.31108255445
"GR_12512",8618.95691562788
"GR_12513",10611.6460430944
"GR_12514",12604.65805542
"GR_12515",14598.1551111629
"GR_12516",16591.9646181524
"GR_12517",18585.9880207231
"GR_12518",20580.6599221003
"GR_12519",22574.9513635802
"GR_12520",24569.3309197371
"GR_12521",26563.7801431312
"GR_12522",28558.7807827337
"GR_12523",30553.3329388581
"GR_12524",32547.9242274995
"GR_12525",34542.5489464363
"GR_12526",36537.2026386646
"GR_12527",38532.3768535083
"GR_12528",40527.0785913592
"GR_12529",42521.8006242236
"GR_12530",44516.5410599838
"GR_12531",46511.2983312058
"GR_12532",48506.566233915
"GR_12533",52496.1541704611
"GR_12534",7990.36638163834
"GR_12535",6085.03126739219
"GR_12536",4262.09603489216
"GR_12537",2694.04750468519
"GR_12538",1566.45397703719
"GR_12539",954.27002740389
"GR_12540",510.349905567331
"GR_12541",1617.06817408991
"GR_12542",434.573894127723
"GR_12543",1869.12377674011
"GR_12544",977.341137056193
"GR_12545",1101.26062125186
"GR_12546",658.586956329542
"GR_12547",290.402456778665
"GR_12548",345.035985893109
"GR_12549",997.020039740659
"GR_12550",608.90344295907
"GR_12551",70.546788026004
"GR_12552",58.5814501077773
"GR_12553",0
"GR_12554",101.292646530095
"GR_12555",109.070964763387
"GR_12556",0
"GR_12557",0
"GR_12558",589.754399608596
"GR_12559",0
"GR_12560",628.927774920746
"GR_12561",0
"GR_12562",0
"GR_12563",602.587150001299
"GR_12564",806.752030766274
"GR_12565",1589.19364267726
"GR_12566",788.343651294799
"GR_12567",316.98107560669
"GR_12568",1178.66490291476
"GR_12569",3161.19534682579
"GR_12570",5153.04804028214
"GR_12571",7055.45518695018
"GR_12572",8951.52703136249
"GR_12573",10883.4244938287
"GR_12574",12834.2425449487
"GR_12575",14796.7898481682
"GR_12576",16766.9504413118
"GR_12577",18742.3255695191
"GR_12578",20721.9173596261
"GR_12579",22703.7707120513
"GR_12580",24687.7150873287
"GR_12581",26673.2852952995
"GR_12582",28660.6380001011
"GR_12583",30648.5373596422
"GR_12584",32637.2875342995
"GR_12585",34626.7430013933
"GR_12586",36616.7898175053
"GR_12587",38607.8316124706
"GR_12588",40598.8075063727
"GR_12589",42590.1523322816
"GR_12590",44581.8174875684
"GR_12591",46573.7626760987
"GR_12592",48566.4486986981
"GR_12593",50558.8582399263
"GR_12594",52551.4616521459
"GR_12595",7018.36487049003
"GR_12596",5512.91609982385
"GR_12597",3671.84988964849
"GR_12598",1931.38726627443
"GR_12599",1199.28932871597
"GR_12600",854.274507994549
"GR_12601",2268.41374114275
"GR_12602",348.533053677985
"GR_12603",686.291132508344
"GR_12604",1502.3907106744
"GR_12605",1182.31687429099
"GR_12606",139.420136908308
"GR_12607",71.070154743073
"GR_12608",1328.62317404132
"GR_12609",635.454288134198
"GR_12610",522.667345580679
"GR_12611",490.499438032314
"GR_12612",73.9759237449387
"GR_12613",18.0496918944021
"GR_12614",0
"GR_12615",0
"GR_12616",0
"GR_12617",131.023712715279
"GR_12618",809.567764015505
"GR_12619",941.510849637457
"GR_12620",977.011333953304
"GR_12621",0
"GR_12622",2.11164871298776
"GR_12623",589.280976827954
"GR_12624",653.354730034777
"GR_12625",765.872091099447
"GR_12626",756.28714151854
"GR_12627",302.693731213819
"GR_12628",1777.75610818777
"GR_12629",3614.10175567091
"GR_12630",5442.5800023898
"GR_12631",7357.96787477138
"GR_12632",9306.76341761134
"GR_12633",11272.1442701722
"GR_12634",13245.9754834472
"GR_12635",15225.2703789048
"GR_12636",17170.0700355292
"GR_12637",19103.7137840009
"GR_12638",21049.2613988924
"GR_12639",23002.8516781964
"GR_12640",24962.9663894843
"GR_12641",26928.1821989275
"GR_12642",28897.9488974875
"GR_12643",30870.5126969267
"GR_12644",32845.7711234453
"GR_12645",34823.2667105954
"GR_12646",36802.6398461957
"GR_12647",38784.0958744754
"GR_12648",40766.4203706225
"GR_12649",42749.9165102499
"GR_12650",44734.4292757298
"GR_12651",46719.8299146095
"GR_12652",48706.5036744272
"GR_12653",50693.3736405058
"GR_12654",52680.8554312516
"GR_12655",4821.01705247383
"GR_12656",3144.63834376607
"GR_12657",1449.8553074671
"GR_12658",606.419224646916
"GR_12659",1410.7469838367
"GR_12660",2832.68360479255
"GR_12661",1704.40555093915
"GR_12662",668.267488293361
"GR_12663",468.615724322297
"GR_12664",1203.55376002823
"GR_12665",1486.89047859729
"GR_12666",411.276398506822
"GR_12667",88.9935879555589
"GR_12668",313.059027824658
"GR_12669",207.781575695971
"GR_12670",14.6321019143796
"GR_12671",58.944200054359
"GR_12672",0
"GR_12673",28.408098849402
"GR_12674",149.42481131624
"GR_12675",0
"GR_12676",74.3438462090666
"GR_12677",1750.09249437214
"GR_12678",601.244485616687
"GR_12679",188.245242233434
"GR_12680",131.927835185443
"GR_12681",304.559487083993
"GR_12682",1503.15394784831
"GR_12683",1298.12847505396
"GR_12684",1205.37038978223
"GR_12685",1641.50958539152
"GR_12686",788.286614041223
"GR_12687",2230.55212922376
"GR_12688",4156.59625924808
"GR_12689",6126.59445704251
"GR_12690",7784.86132517952
"GR_12691",9553.90581293537
"GR_12692",11398.1997835873
"GR_12693",13285.7248550987
"GR_12694",15200.6700262331
"GR_12695",17133.8461665516
"GR_12696",19079.7144698804
"GR_12697",21035.2408048386
"GR_12698",22997.1168198797
"GR_12699",24964.2170952281
"GR_12700",26900.8907802592
"GR_12701",28844.8138015553
"GR_12702",30794.8320759924
"GR_12703",32750.2534182116
"GR_12704",34710.1657530261
"GR_12705",36673.8500817577
"GR_12706",38641.220841187
"GR_12707",40610.8378513228
"GR_12708",42582.8104113767
"GR_12709",44556.8266052753
"GR_12710",46532.6271470783
"GR_12711",48510.4857387453
"GR_12712",50489.2373933644
"GR_12713",52469.2168739018
"GR_12714",4341.36330785462
"GR_12715",2347.90167714708
"GR_12716",366.445581539844
"GR_12717",619.782648508769
"GR_12718",1810.27663702642
"GR_12719",895.031388160293
"GR_12720",2454.52815327248
"GR_12721",1741.56480236943
"GR_12722",411.739977603278
"GR_12723",1359.82510776522
"GR_12724",1135.98667343995
"GR_12725",593.127207111331
"GR_12726",101.176042638681
"GR_12727",49.8876969607976
"GR_12728",24.5318595752426
"GR_12729",23.1720308699057
"GR_12730",398.658864339006
"GR_12731",350.640101151785
"GR_12732",43.3171214001898
"GR_12733",389.741109240091
"GR_12734",0
"GR_12735",432.571990378006
"GR_12736",2002.18913423528
"GR_12737",2059.50592115756
"GR_12738",2050.59424783762
"GR_12739",668.150406956223
"GR_12740",13.4968085438032
"GR_12741",1495.04675739112
"GR_12742",2723.99210071316
"GR_12743",2418.20415538448
"GR_12744",1648.03604213172
"GR_12745",911.02951991277
"GR_12746",2113.04118646452
"GR_12747",3360.22715828291
"GR_12748",5104.02466654513
"GR_12749",6983.48593739864
"GR_12750",8913.20477353271
"GR_12751",10866.9290939764
"GR_12752",12832.9558857355
"GR_12753",14806.6782765137
"GR_12754",16745.4951835192
"GR_12755",18680.4434688404
"GR_12756",20627.2847672661
"GR_12757",22582.1042170168
"GR_12758",24543.363781429
"GR_12759",26509.63552358
"GR_12760",28480.3720746297
"GR_12761",30453.8249112523
"GR_12762",32429.8986721757
"GR_12763",34408.1428784784
"GR_12764",36388.2045650527
"GR_12765",38370.2953358164
"GR_12766",40353.2059605659
"GR_12767",42337.2446944432
"GR_12768",44322.2608815205
"GR_12769",46308.1296289655
"GR_12770",48295.2397011461
"GR_12771",1432.72949055524
"GR_12772",913.370647040455
"GR_12773",200.78969470622
"GR_12774",539.6188146782
"GR_12775",923.59995833941
"GR_12776",994.684987151731
"GR_12777",934.769357760436
"GR_12778",851.46653217006
"GR_12779",0
"GR_12780",71.8956274136391
"GR_12781",14.3448504578623
"GR_12782",0
"GR_12783",19.0424196972128
"GR_12784",176.691784012479
"GR_12785",141.613668274773
"GR_12786",392.895179607143
"GR_12787",407.388802400752
"GR_12788",561.247026788984
"GR_12789",602.275300699686
"GR_12790",337.142106601887
"GR_12791",1545.02037573366
"GR_12792",1707.30471771382
"GR_12793",692.664914635473
"GR_12794",0
"GR_12795",446.18468794807
"GR_12796",831.044454031272
"GR_12797",555.267073648435
"GR_12798",421.907507699979
"GR_12799",483.516427672736
"GR_12800",707.530847275991
"GR_12801",2702.64754629238
"GR_12802",4697.37072466273
"GR_12803",6628.79789288442
"GR_12804",8526.31243916139
"GR_12805",10460.5616419653
"GR_12806",12413.6556611616
"GR_12807",14378.2020447265
"GR_12808",16350.0753955948
"GR_12809",18326.9128680355
"GR_12810",20307.7585014231
"GR_12811",22290.6935775027
"GR_12812",24275.5783919059
"GR_12813",26261.9722786045
"GR_12814",28250.0516668599
"GR_12815",30238.5960412608
"GR_12816",32227.9223747789
"GR_12817",34217.8953722059
"GR_12818",36208.4094412023
"GR_12819",38199.8751835339
"GR_12820",40191.2372069878
"GR_12821",42182.9352123144
"GR_12822",862.019215091325
"GR_12823",0
"GR_12824",0
"GR_12825",561.731894588541
"GR_12826",456.140060710352
"GR_12827",312.766078414821
"GR_12828",84.5052392636476
"GR_12829",162.892918106712
"GR_12830",159.004294398631
"GR_12831",318.628337750318
"GR_12832",79.0315960772035
"GR_12833",388.873415962449
"GR_12834",131.246229219153
"GR_12835",634.191279207891
"GR_12836",604.666402762058
"GR_12837",1.14317679237238
"GR_12838",205.491525442838
"GR_12839",261.556421995169
"GR_12840",824.53354819453
"GR_12841",616.976215442924
"GR_12842",816.400647563143
"GR_12843",198.032753442485
"GR_12844",0
"GR_12845",0
"GR_12846",175.044862756189
"GR_12847",120.538007030405
