"station_id","DISTANCE_TO_FLOOD"
"GR_11225",31476.9720250824
"GR_11226",32390.8289697553
"GR_11227",33398.9553839955
"GR_11228",34493.0878982712
"GR_11229",35665.6131492242
"GR_11230",27346.5497132638
"GR_11231",27080.4560129429
"GR_11232",26959.6754276944
"GR_11233",26986.2204074883
"GR_11234",27159.6123847193
"GR_11235",27477.0730260086
"GR_11236",27089.0116699266
"GR_11237",26816.4838374555
"GR_11238",26690.7156994996
"GR_11239",26713.2637635275
"GR_11240",26883.8759983349
"GR_11241",26962.0445929729
"GR_11242",26644.2295183992
"GR_11243",26473.287355965
"GR_11244",26451.6339534902
"GR_11245",26579.0071961761
"GR_11246",26854.4228342295
"GR_11247",26573.2028339056
"GR_11248",26400.1991056388
"GR_11249",26264.4862792741
"GR_11250",26164.4977350486
"GR_11251",26111.4725083064
"GR_11252",26144.0538489877
"GR_11253",26037.9441308373
"GR_11254",26028.9433602846
"GR_11255",26171.3262699252
"GR_11256",26192.6583446507
"GR_11257",26213.605059314
"GR_11258",26156.9654541445
"GR_11259",26252.205217461
"GR_11260",26497.7675100577
"GR_11261",26889.4163874941
"GR_11262",27420.9352615897
"GR_11263",28084.3855200209
"GR_11264",28844.4555961701
"GR_11265",29705.8674123051
"GR_11266",30672.9980658808
"GR_11267",31736.1853833017
"GR_11268",32886.1156304149
"GR_11269",34114.3329930766
"GR_11270",35412.1172156885
"GR_11271",25094.4454449777
"GR_11272",24964.5868170339
"GR_11273",24993.7790177683
"GR_11274",25181.4187809961
"GR_11275",25524.0135371884
"GR_11276",25127.6425426971
"GR_11277",24834.1267744959
"GR_11278",24698.7962077567
"GR_11279",24723.686341022
"GR_11280",24908.4562071722
"GR_11281",25012.2915041603
"GR_11282",24669.8971651834
"GR_11283",24485.7058988648
"GR_11284",24462.8164863354
"GR_11285",24601.0178596018
"GR_11286",24898.8453762351
"GR_11287",24601.7067115617
"GR_11288",24415.268642294
"GR_11289",24279.6194044166
"GR_11290",24178.9391665075
"GR_11291",24125.9800358472
"GR_11292",24161.7676989572
"GR_11293",24053.5215082508
"GR_11294",24045.6887318498
"GR_11295",24200.2736984233
"GR_11296",24209.8332687089
"GR_11297",24235.411324023
"GR_11298",24174.6718883634
"GR_11299",24278.2217626771
"GR_11300",24544.069024958
"GR_11301",24966.9026170303
"GR_11302",25538.9719186925
"GR_11303",26247.8002487338
"GR_11304",27045.5255450232
"GR_11305",27962.878233769
"GR_11306",28988.6700808607
"GR_11307",30111.8222934958
"GR_11308",31321.8643985855
"GR_11309",32609.454610831
"GR_11310",33965.1746508522
"GR_11311",22969.203072127
"GR_11312",23001.4577995897
"GR_11313",23205.7386551169
"GR_11314",23577.5765062764
"GR_11315",23171.304419309
"GR_11316",22853.2040472477
"GR_11317",22706.6019562948
"GR_11318",22734.199857976
"GR_11319",22935.5300044431
"GR_11320",23069.1124335782
"GR_11321",22697.9515000152
"GR_11322",22498.1539690688
"GR_11323",22473.7643071408
"GR_11324",22624.6491060953
"GR_11325",22948.6635377252
"GR_11326",22632.6506171817
"GR_11327",22430.3852012498
"GR_11328",22294.7250631621
"GR_11329",22193.1483127298
"GR_11330",22140.1804874692
"GR_11331",22179.7026018032
"GR_11332",22068.7997545873
"GR_11333",22062.2866497649
"GR_11334",22231.1995850217
"GR_11335",22226.7467720319
"GR_11336",22257.6357905155
"GR_11337",22192.0203062403
"GR_11338",22305.3105335997
"GR_11339",22594.9106072804
"GR_11340",23054.0392623259
"GR_11341",23672.8840311192
"GR_11342",24417.4291834981
"GR_11343",25273.4724292391
"GR_11344",26253.2788840278
"GR_11345",27343.723911859
"GR_11346",28532.1266391668
"GR_11347",29806.7739557336
"GR_11348",31157.4277644085
"GR_11349",32573.7476228669
"GR_11350",21010.1692127327
"GR_11351",21234.142416371
"GR_11352",21591.908979598
"GR_11353",21222.2479240133
"GR_11354",20874.9972728477
"GR_11355",20714.9334562402
"GR_11356",20745.7087374954
"GR_11357",20966.6701394539
"GR_11358",21135.1738659363
"GR_11359",20729.943193367
"GR_11360",20511.5187101233
"GR_11361",20485.2885066521
"GR_11362",20651.2384124511
"GR_11363",21006.2374082541
"GR_11364",20667.6004127518
"GR_11365",20446.4400617034
"GR_11366",20310.6735415043
"GR_11367",20207.9360602345
"GR_11368",20154.8627670708
"GR_11369",20198.8011701804
"GR_11370",20084.5697178317
"GR_11371",20079.5723080724
"GR_11372",20265.5512658065
"GR_11373",20244.1998434468
"GR_11374",20281.2757386161
"GR_11375",20209.783131649
"GR_11376",20334.6558146269
"GR_11377",20652.4363521055
"GR_11378",21154.2824506076
"GR_11379",21827.5557359156
"GR_11380",22612.8862607618
"GR_11381",23535.1284793323
"GR_11382",24584.7638409181
"GR_11383",25746.4038143195
"GR_11384",27005.6002577995
"GR_11385",28349.3580237528
"GR_11386",29766.3014282025
"GR_11387",31245.801620112
"GR_11388",18979.2041630642
"GR_11389",19019.3485403005
"GR_11390",19267.0063682396
"GR_11391",19598.6689731007
"GR_11392",19281.8154322315
"GR_11393",18899.4761823018
"GR_11394",18723.0673039927
"GR_11395",18757.6402121933
"GR_11396",19002.2629236341
"GR_11397",19212.4078535658
"GR_11398",18766.2322650432
"GR_11399",18525.2051237624
"GR_11400",18496.6839221396
"GR_11401",18680.8411770282
"GR_11402",19073.0729145031
"GR_11403",18706.940900864
"GR_11404",18462.8467518561
"GR_11405",18326.8486441146
"GR_11406",18222.6002701151
"GR_11407",18169.2931526735
"GR_11408",18218.5539437532
"GR_11409",18100.1015236244
"GR_11410",18096.8809307121
"GR_11411",18300.6475665741
"GR_11412",18261.4786044567
"GR_11413",18305.9035190728
"GR_11414",18227.205874002
"GR_11415",18366.1012160025
"GR_11416",18717.8613440378
"GR_11417",19270.6678013839
"GR_11418",19992.489563452
"GR_11419",20840.0960187128
"GR_11420",21837.7953536906
"GR_11421",22965.5766978771
"GR_11422",24205.4640213226
"GR_11423",25541.1376645711
"GR_11424",26958.0472032073
"GR_11425",28444.4126976917
"GR_11426",29989.5339215768
"GR_11427",16984.679368747
"GR_11428",17030.0629149423
"GR_11429",17306.7398963145
"GR_11430",17606.087504776
"GR_11431",17353.7742405234
"GR_11432",16928.4768149037
"GR_11433",16731.8389215642
"GR_11434",16771.0482447493
"GR_11435",17044.736944425
"GR_11436",17305.40417435
"GR_11437",16809.2153778306
"GR_11438",16540.2337626975
"GR_11439",16508.810164136
"GR_11440",16715.4178843465
"GR_11441",17153.1735381252
"GR_11442",16753.1030562972
"GR_11443",16480.6360427426
"GR_11444",16344.2379061202
"GR_11445",16238.0023672969
"GR_11446",16184.2862670229
"GR_11447",16240.1042396418
"GR_11448",16116.2145421943
"GR_11449",16115.1273993855
"GR_11450",16322.8075262504
"GR_11451",16279.424370944
"GR_11452",16332.7781878436
"GR_11453",16245.0692531426
"GR_11454",16401.2993776308
"GR_11455",16794.7908293299
"GR_11456",17409.2799846007
"GR_11457",18180.0316705621
"GR_11458",19108.6763621987
"GR_11459",20192.5539504907
"GR_11460",21407.6077733957
"GR_11461",22733.0262995576
"GR_11462",24150.2896645198
"GR_11463",25644.1578768619
"GR_11464",27202.7425797848
"GR_11465",28814.8364136143
"GR_11466",14990.0582182213
"GR_11467",15042.0015098276
"GR_11468",15355.0731956852
"GR_11469",15613.5006136798
"GR_11470",15441.8837129391
"GR_11471",14962.8754949561
"GR_11472",14740.5826981893
"GR_11473",14785.6069708664
"GR_11474",15095.867366166
"GR_11475",15419.1405939773
"GR_11476",14860.6333483064
"GR_11477",14556.2311327575
"GR_11478",14521.042783544
"GR_11479",14756.0464360953
"GR_11480",15250.669761419
"GR_11481",14807.8845237867
"GR_11482",14499.4532752116
"GR_11483",14362.4207134625
"GR_11484",14253.5248191053
"GR_11485",14199.1515149281
"GR_11486",14263.2778432612
"GR_11487",14132.2268014722
"GR_11488",14133.7806754024
"GR_11489",14346.222073654
"GR_11490",14297.3906689236
"GR_11491",14361.9076300801
"GR_11492",14262.6326595383
"GR_11493",14440.8694036986
"GR_11494",14886.7985655817
"GR_11495",15571.8313663987
"GR_11496",16406.3322858871
"GR_11497",17430.1941655964
"GR_11498",18612.5060145058
"GR_11499",19924.5529957675
"GR_11500",21342.2403165159
"GR_11501",22845.897890134
"GR_11502",24420.02069121
"GR_11503",26052.2513985135
"GR_11504",27731.5959452051
"GR_11505",13416.6768466794
"GR_11506",13621.8436605053
"GR_11507",13553.8733668443
"GR_11508",13006.0501526621
"GR_11509",12750.2341112259
"GR_11510",12802.7961762066
"GR_11511",13160.4191894841
"GR_11512",13563.1518911834
"GR_11513",12925.2232644172
"GR_11514",12574.6026332432
"GR_11515",12534.3820173974
"GR_11516",12806.434330203
"GR_11517",13303.742514387
"GR_11518",12876.1127110223
"GR_11519",12520.732446731
"GR_11520",12382.7265102486
"GR_11521",12270.1776912543
"GR_11522",12214.7794580595
"GR_11523",12289.8050225411
"GR_11524",12149.04219175
"GR_11525",12153.9913449257
"GR_11526",12372.4380767655
"GR_11527",12316.3369918303
"GR_11528",12395.3093440507
"GR_11529",12280.7011885568
"GR_11530",12487.8049788103
"GR_11531",13001.4222814524
"GR_11532",13747.2236557699
"GR_11533",14686.2480306869
"GR_11534",15822.2547569113
"GR_11535",17116.4075973429
"GR_11536",18534.568364822
"GR_11537",20050.6748530553
"GR_11538",21644.5688229844
"GR_11539",23300.2937112071
"GR_11540",25006.0002441207
"GR_11541",26751.3667377843
"GR_11542",11497.6961776644
"GR_11543",11631.0125280352
"GR_11544",11677.5311933204
"GR_11545",11062.0776878837
"GR_11546",10760.6995382273
"GR_11547",10823.4679199152
"GR_11548",11244.7532566935
"GR_11549",11751.2519906913
"GR_11550",11009.3584592809
"GR_11551",10596.0827043626
"GR_11552",10548.8529831782
"GR_11553",10871.2510428628
"GR_11554",11316.6961906877
"GR_11555",10964.3222377099
"GR_11556",10545.262010722
"GR_11557",10405.7664013596
"GR_11558",10288.0105300733
"GR_11559",10231.0081433572
"GR_11560",10321.0092597301
"GR_11561",10166.5240387095
"GR_11562",10176.0630557487
"GR_11563",10402.4517418394
"GR_11564",10336.2246536417
"GR_11565",10434.8035583128
"GR_11566",10298.9633066776
"GR_11567",10545.6101337018
"GR_11568",11149.5835198808
"GR_11569",11972.6264066032
"GR_11570",13040.5288636988
"GR_11571",14308.2200685916
"GR_11572",15727.2685460505
"GR_11573",17259.7754848588
"GR_11574",18878.8535424659
"GR_11575",20564.0664544029
"GR_11576",22300.4276587599
"GR_11577",24077.3202810728
"GR_11578",9609.40970366155
"GR_11579",9641.13521768652
"GR_11580",9697.76157717342
"GR_11581",9138.79552345241
"GR_11582",8772.14952903035
"GR_11583",8849.57930930216
"GR_11584",9360.66338165225
"GR_11585",10007.0899313184
"GR_11586",9124.99883062991
"GR_11587",8622.43153510394
"GR_11588",8564.86042365903
"GR_11589",8959.48526419353
"GR_11590",9329.88015073426
"GR_11591",9082.98107447574
"GR_11592",8574.90941360939
"GR_11593",8433.08360414667
"GR_11594",8307.48630720092
"GR_11595",8247.88873720985
"GR_11596",8345.30430963453
"GR_11597",8184.77460979638
"GR_11598",8200.96197207229
"GR_11599",8438.54525167494
"GR_11600",8357.34135158075
"GR_11601",8484.23993090435
"GR_11602",8317.17525100229
"GR_11603",8621.26522874372
"GR_11604",9315.84069705044
"GR_11605",10273.6692628534
"GR_11606",11500.8587091931
"GR_11607",12920.1938356987
"GR_11608",14475.6843017563
"GR_11609",16127.869994527
"GR_11610",17850.1912425803
"GR_11611",19624.1921090714
"GR_11612",21437.0479966947
"GR_11613",23280.1454143043
"GR_11614",7775.20512799959
"GR_11615",7654.02304812488
"GR_11616",7725.79680176265
"GR_11617",7253.71622449036
"GR_11618",6786.55428820986
"GR_11619",6886.89810651005
"GR_11620",7532.8778417428
"GR_11621",8373.97871299771
"GR_11622",7297.59767437269
"GR_11623",6659.07960812948
"GR_11624",6584.90489868505
"GR_11625",7091.13703984608
"GR_11626",7344.55917581726
"GR_11627",7103.72215042096
"GR_11628",6615.34901910169
"GR_11629",6469.70113290648
"GR_11630",6331.26990778861
"GR_11631",6267.16869061497
"GR_11632",6375.08215347029
"GR_11633",6205.66154256378
"GR_11634",6232.50093306044
"GR_11635",6487.34428911945
"GR_11636",6381.94930962301
"GR_11637",6553.59002245824
"GR_11638",6336.41359678439
"GR_11639",6731.15683619674
"GR_11640",7539.43231331352
"GR_11641",8695.64509716721
"GR_11642",10115.5974702287
"GR_11643",11703.7332718911
"GR_11644",13401.4639276074
"GR_11645",15171.3485232091
"GR_11646",16991.1380496697
"GR_11647",18846.3836074683
"GR_11648",20727.5685204441
"GR_11649",22628.6997190129
"GR_11650",5629.74557149673
"GR_11651",5034.46039379252
"GR_11652",5191.97124505464
"GR_11653",6043.50049665595
"GR_11654",5671.41359294605
"GR_11655",5768.49601535695
"GR_11656",5445.5567465019
"GR_11657",4806.33628962609
"GR_11658",4947.57259468277
"GR_11659",5813.71271224927
"GR_11660",6930.0332195386
"GR_11661",5582.32779868734
"GR_11662",4717.67296768707
"GR_11663",4612.93178755772
"GR_11664",5311.12760479997
"GR_11665",5361.20283657057
"GR_11666",5130.79928417155
"GR_11667",4678.92919953049
"GR_11668",4526.48701896614
"GR_11669",4363.93709963589
"GR_11670",4290.87842554059
"GR_11671",4418.05773803533
"GR_11672",4231.58601736609
"GR_11673",4278.57074614739
"GR_11674",4563.93846588662
"GR_11675",4413.46488730572
"GR_11676",4666.42990366961
"GR_11677",4356.79287072719
"GR_11678",4892.08185765263
"GR_11679",5895.17920793881
"GR_11680",7315.16344176917
"GR_11681",8956.07634591923
"GR_11682",10717.7027517843
"GR_11683",12549.772688072
"GR_11684",14424.7407333281
"GR_11685",16328.1311346433
"GR_11686",18251.0556110919
"GR_11687",20187.9348247062
"GR_11688",3833.3736334847
"GR_11689",3947.12994746033
"GR_11690",3061.69189029376
"GR_11691",3314.93665832101
"GR_11692",4532.72186839118
"GR_11693",3701.92849634923
"GR_11694",3849.6238997944
"GR_11695",3826.16295226151
"GR_11696",2844.31285519798
"GR_11697",3077.53807143662
"GR_11698",4335.424648668
"GR_11699",5289.67371766028
"GR_11700",4122.68087432496
"GR_11701",2845.02064510543
"GR_11702",2668.30622662705
"GR_11703",3567.21601214567
"GR_11704",3384.70508696971
"GR_11705",3177.50843763119
"GR_11706",2815.33681617407
"GR_11707",2568.68207019841
"GR_11708",2428.85874629971
"GR_11709",2332.04299069037
"GR_11710",2506.97863876259
"GR_11711",2258.30827749998
"GR_11712",2376.97366391019
"GR_11713",2729.2759479924
"GR_11714",2470.12998928062
"GR_11715",2910.08273515267
"GR_11716",2382.87526920694
"GR_11717",3114.37047536089
"GR_11718",4528.23386559611
"GR_11719",6265.00167475385
"GR_11720",8121.1865146878
"GR_11721",10030.7150145573
"GR_11722",11968.5673410479
"GR_11723",13922.1646427706
"GR_11724",15886.0033021093
"GR_11725",17856.7067517315
"GR_11726",19832.2305311796
"GR_11727",21811.7581534651
"GR_11728",6292.11312155815
"GR_11729",4768.46913603449
"GR_11730",3720.34847869376
"GR_11731",2549.70472249353
"GR_11732",1920.78203617756
"GR_11733",2139.46037549654
"GR_11734",1169.2084565103
"GR_11735",1725.91901181025
"GR_11736",2964.59912595419
"GR_11737",1787.8013060476
"GR_11738",2077.07786420395
"GR_11739",2750.91157350337
"GR_11740",1009.88515076403
"GR_11741",1549.99384524827
"GR_11742",3424.76339156614
"GR_11743",3551.65046906685
"GR_11744",2654.39903425471
"GR_11745",1360.67623162618
"GR_11746",937.074414789079
"GR_11747",1617.30235540518
"GR_11748",1429.78461600637
"GR_11749",1331.10003506347
"GR_11750",1363.48867737463
"GR_11751",647.967428103194
"GR_11752",766.840656200055
"GR_11753",571.629559542181
"GR_11754",737.678917041066
"GR_11755",279.693271594644
"GR_11756",928.785545444712
"GR_11757",1392.48936050184
"GR_11758",767.232534322683
"GR_11759",1552.56217832822
"GR_11760",484.404076337332
"GR_11761",1817.827501364
"GR_11762",3754.35916051521
"GR_11763",5730.81461803908
"GR_11764",7716.69172034687
"GR_11765",9706.21304403349
"GR_11766",11698.0168664583
"GR_11767",13690.3370448783
"GR_11768",15683.2849429624
"GR_11769",17676.6503469433
"GR_11770",19670.3082170203
"GR_11771",21664.6744268953
"GR_11772",5326.45230328619
"GR_11773",3563.65922680618
"GR_11774",1950.60477572021
"GR_11775",1246.99731371573
"GR_11776",544.86027267544
"GR_11777",1003.01911836064
"GR_11778",1126.9639598727
"GR_11779",1703.4133133539
"GR_11780",2085.35252548646
"GR_11781",143.813105264268
"GR_11782",1320.0163785864
"GR_11783",1188.37019561453
"GR_11784",1366.02506001415
"GR_11785",1804.33903176216
"GR_11786",3549.56190408821
"GR_11787",2272.26519609897
"GR_11788",874.081769422047
"GR_11789",453.558990175341
"GR_11790",650.947380494883
"GR_11791",529.862359337344
"GR_11792",439.119806040177
"GR_11793",708.197809164111
"GR_11794",97.0114515013428
"GR_11795",58.0202348132052
"GR_11796",201.824791851065
"GR_11797",77.634174399822
"GR_11798",247.833583315592
"GR_11799",485.723701843813
"GR_11800",753.228767318297
"GR_11801",304.751494442035
"GR_11802",633.69439008935
"GR_11803",661.213798217327
"GR_11804",899.238792743155
"GR_11805",2179.19664370737
"GR_11806",3942.32221426806
"GR_11807",5855.64265411922
"GR_11808",7809.81880772286
"GR_11809",9780.39542155049
"GR_11810",11759.625238266
"GR_11811",13743.0033032019
"GR_11812",15729.2676938013
"GR_11813",17717.4497934965
"GR_11814",19706.9710783292
"GR_11815",4782.62176035474
"GR_11816",2799.04186069221
"GR_11817",864.624495595858
"GR_11818",838.506386283867
"GR_11819",1063.57196290719
"GR_11820",1309.71334350089
"GR_11821",3016.22818784063
"GR_11822",2020.08574169688
"GR_11823",229.043709057168
"GR_11824",653.612704717468
"GR_11825",1572.58616958892
"GR_11826",400.249971046742
"GR_11827",1730.79532186078
"GR_11828",3081.17422092202
"GR_11829",2920.83114607233
"GR_11830",2366.15444788746
"GR_11831",1107.33890511757
"GR_11832",1368.63212277406
"GR_11833",630.809867696096
"GR_11834",374.02140057695
"GR_11835",433.198517537303
"GR_11836",0
"GR_11837",248.040335056729
"GR_11838",148.237160841431
"GR_11839",514.747113732166
"GR_11840",31.6382875120791
"GR_11841",458.691479071981
"GR_11842",704.443036644931
"GR_11843",330.710946986789
"GR_11844",678.1080102445
"GR_11845",956.11299743765
"GR_11846",803.675216912267
"GR_11847",1199.3636784009
"GR_11848",3189.04788966333
"GR_11849",4952.71476380981
"GR_11850",6602.1703687973
"GR_11851",8383.96938115618
"GR_11852",10244.5782885774
"GR_11853",12148.3173653982
"GR_11854",14076.9510234146
"GR_11855",16021.7931030007
"GR_11856",17977.5860728265
"GR_11857",19941.1099107727
"GR_11858",5033.62108083983
"GR_11859",3209.03198085523
"GR_11860",1792.7536524103
"GR_11861",1352.25967146675
"GR_11862",1516.5597442442
"GR_11863",3083.97320700228
"GR_11864",2263.23853628217
"GR_11865",422.053698728218
"GR_11866",1753.97537103476
"GR_11867",1082.61424069535
