x,y,dt_placement,month,year,region,ndvi,ndmi,ndwi,ndbi,ndvi_mean,ndmi_mean,ndwi_mean,ndbi_mean,ndvi_std,ndmi_std,ndwi_std,ndbi_std,lst_day,lst_night,lst_jan_mean,lst_feb_mean,lst_mar_mean,lst_apr_mean,acc_rainfall_1week,acc_rainfall_2week,acc_rainfall_jan
-3.049333,5.281972,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14693,15038.3333333333,,15138,15027,95.2,139.1,1441.2
-3.049056,5.281444,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14693,15038.3333333333,,15138,15027,95.2,139.1,1441.2
-3.049194,5.280056,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14693,15038.3333333333,,15138,15027,95.2,139.1,1441.2
-3.049278,5.278694,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14693,15038.3333333333,,15138,15027,95.2,139.1,1441.2
-3.048694,5.282111,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14674,15042.5555555556,,15215.5,15269,95.2,139.1,1441.2
-3.047944,5.282056,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14693,15038.3333333333,,15138,15027,95.2,139.1,1441.2
-3.047306,5.281889,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14693,15038.3333333333,,15138,15027,95.2,139.1,1441.2
-3.046806,5.28175,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14693,15038.3333333333,,15138,15027,95.2,139.1,1441.2
-3.044694,5.28125,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14689,15048.5,,15127,15042.5,95.2,139.1,1441.2
-3.062,5.299778,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14690,15034.4285714286,14871,15181,15238,95.2,139.1,1441.2
-3.046694,5.299944,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14683,15081,14871,15242,,95.2,139.1,1441.2
-3.048083,5.298944,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14683,15081,14871,15242,,95.2,139.1,1441.2
-3.048778,5.298861,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14683,15081,14871,15242,,95.2,139.1,1441.2
-3.050056,5.2975,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14683,15081,14871,15242,,95.2,139.1,1441.2
-3.051306,5.296111,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14683,15081,14871,15242,,95.2,139.1,1441.2
-3.051889,5.295028,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14683,15081,14871,15242,,95.2,139.1,1441.2
-3.052111,5.29425,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14683,15081,14871,15242,,95.2,139.1,1441.2
-3.051917,5.294167,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14683,15081,14871,15242,,95.2,139.1,1441.2
-3.058639,5.289444,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14671,15006.2857142857,,15186.5,15209,95.2,139.1,1441.2
-3.060083,5.28975,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14671,15006.2857142857,,15186.5,15209,95.2,139.1,1441.2
-3.0605,5.289944,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14671,15006.2857142857,,15186.5,15209,95.2,139.1,1441.2
-3.060917,5.290278,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14671,15006.2857142857,,15186.5,15209,95.2,139.1,1441.2
-3.060306,5.286083,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14671,15006.2857142857,,15186.5,15209,95.2,139.1,1441.2
-3.0605,5.286083,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14671,15006.2857142857,,15186.5,15209,95.2,139.1,1441.2
-3.060861,5.285861,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14671,15006.2857142857,,15186.5,15209,95.2,139.1,1441.2
-3.061139,5.285861,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14671,15006.2857142857,,15186.5,15209,95.2,139.1,1441.2
-3.057806,5.284028,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14671,15006.2857142857,,15186.5,15209,95.2,139.1,1441.2
-3.058139,5.283778,2022-11-07,11,2022,Ivory Coast,,,,,,,,,,,,,,14671,15006.2857142857,,15186.5,15209,95.2,139.1,1441.2
-3.998417,5.325222,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.998333,5.325139,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.999528,5.325056,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.997944,5.324389,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.997778,5.324028,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.998194,5.324056,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.998472,5.324361,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.998639,5.32475,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.998778,5.325,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.998361,5.323389,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.998722,5.323111,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.998806,5.323083,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.999056,5.322944,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.999278,5.322778,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.999806,5.322528,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-4.000556,5.322278,2022-11-07,11,2022,Ivory Coast,-0.136913129041327,0.115957833515085,0.121853546910755,-0.115957833515085,0.00376537494709214,0.0683764193255696,8.20377437773844E-05,-0.0683764193255696,0.0896315054608007,0.0904600798663494,0.0804655342514213,0.0904600798663494,,,,,,,74.2,99.9,1624.2
-4.000667,5.322139,2022-11-07,11,2022,Ivory Coast,-0.136913129041327,0.115957833515085,0.121853546910755,-0.115957833515085,0.00376537494709214,0.0683764193255696,8.20377437773844E-05,-0.0683764193255696,0.0896315054608007,0.0904600798663494,0.0804655342514213,0.0904600798663494,,,,,,,74.2,99.9,1624.2
-4.001528,5.321917,2022-11-07,11,2022,Ivory Coast,-0.136913129041327,0.115957833515085,0.121853546910755,-0.115957833515085,0.00376537494709214,0.0683764193255696,8.20377437773844E-05,-0.0683764193255696,0.0896315054608007,0.0904600798663494,0.0804655342514213,0.0904600798663494,,,,,,,74.2,99.9,1624.2
-4.002139,5.321944,2022-11-07,11,2022,Ivory Coast,,,,,-0.0520587964539049,0.0699477354332815,0.0504191398042314,-0.0699477354332815,0.0766459772355933,0.0746574358332204,0.0658580957765542,0.0746574358332204,,,,,,,74.2,99.9,1624.2
-4.002139,5.322278,2022-11-07,11,2022,Ivory Coast,,,,,-0.0520587964539049,0.0699477354332815,0.0504191398042314,-0.0699477354332815,0.0766459772355933,0.0746574358332204,0.0658580957765542,0.0746574358332204,,,,,,,74.2,99.9,1624.2
-4.001833,5.322333,2022-11-07,11,2022,Ivory Coast,-0.136913129041327,0.115957833515085,0.121853546910755,-0.115957833515085,0.00376537494709214,0.0683764193255696,8.20377437773844E-05,-0.0683764193255696,0.0896315054608007,0.0904600798663494,0.0804655342514213,0.0904600798663494,,,,,,,74.2,99.9,1624.2
-4.001472,5.322417,2022-11-07,11,2022,Ivory Coast,-0.136913129041327,0.115957833515085,0.121853546910755,-0.115957833515085,0.00376537494709214,0.0683764193255696,8.20377437773844E-05,-0.0683764193255696,0.0896315054608007,0.0904600798663494,0.0804655342514213,0.0904600798663494,,,,,,,74.2,99.9,1624.2
-4.001194,5.322583,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,74.2,99.9,1624.2
-4.000917,5.322639,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,74.2,99.9,1624.2
-4.000639,5.322833,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,74.2,99.9,1624.2
-4.000306,5.323,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,74.2,99.9,1624.2
-4.000222,5.323056,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,74.2,99.9,1624.2
-3.9995,5.323333,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.999333,5.323444,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.999306,5.324278,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.999444,5.324028,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.999722,5.324,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.999889,5.323972,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-4.000389,5.323694,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,74.2,99.9,1624.2
-4.000806,5.323528,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,74.2,99.9,1624.2
-4.001389,5.323111,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,74.2,99.9,1624.2
-4.001778,5.323,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,74.2,99.9,1624.2
-4.002306,5.322806,2022-11-07,11,2022,Ivory Coast,0.0886543535620053,0.0245840576111249,-0.0650490449148167,-0.0245840576111249,0.0248013497548753,0.0474294002988461,-0.0150538270676858,-0.0474294002988461,0.131457400096589,0.042288865242437,0.11311676485896,0.042288865242437,,,,,,,74.2,99.9,1624.2
-4.002028,5.323472,2022-11-07,11,2022,Ivory Coast,0.0886543535620053,0.0245840576111249,-0.0650490449148167,-0.0245840576111249,0.0248013497548753,0.0474294002988461,-0.0150538270676858,-0.0474294002988461,0.131457400096589,0.042288865242437,0.11311676485896,0.042288865242437,,,,,,,74.2,99.9,1624.2
-4.001556,5.323611,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,74.2,99.9,1624.2
-4.00075,5.324222,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,74.2,99.9,1624.2
-4.000167,5.324333,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,74.2,99.9,1624.2
-3.999611,5.324389,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-4.000611,5.324694,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,74.2,99.9,1624.2
-4.001333,5.324083,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,74.2,99.9,1624.2
-4.001056,5.324167,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,74.2,99.9,1624.2
-4.000556,5.324472,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,74.2,99.9,1624.2
-4.000278,5.324667,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,74.2,99.9,1624.2
-3.999917,5.324917,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.999389,5.325111,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.997722,5.325444,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.997833,5.325722,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.997889,5.326056,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.998056,5.326694,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.998417,5.326861,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.998444,5.326528,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.998472,5.326222,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.998278,5.326056,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.99825,5.325667,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.998028,5.325444,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.998361,5.325361,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.998444,5.325528,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.998722,5.326111,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.998972,5.32675,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.999028,5.326889,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.998972,5.327139,2022-11-07,11,2022,Ivory Coast,0.238071446415189,0.0508905852417303,-0.202328966521106,-0.0508905852417303,0.150207997344693,0.0335656137767553,-0.126882603508143,-0.0335656137767553,0.101676302496327,0.0731555204351124,0.092940650614087,0.0731555204351124,,14816,15171.75,15132,15367,15326,79.4,102.9,1628.8
-3.999,5.327444,2022-11-07,11,2022,Ivory Coast,0.238071446415189,0.0508905852417303,-0.202328966521106,-0.0508905852417303,0.150207997344693,0.0335656137767553,-0.126882603508143,-0.0335656137767553,0.101676302496327,0.0731555204351124,0.092940650614087,0.0731555204351124,,14816,15171.75,15132,15367,15326,79.4,102.9,1628.8
-3.999278,5.326972,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.999333,5.327028,2022-11-07,11,2022,Ivory Coast,0.238071446415189,0.0508905852417303,-0.202328966521106,-0.0508905852417303,0.150207997344693,0.0335656137767553,-0.126882603508143,-0.0335656137767553,0.101676302496327,0.0731555204351124,0.092940650614087,0.0731555204351124,,14816,15171.75,15132,15367,15326,79.4,102.9,1628.8
-3.999444,5.327028,2022-11-07,11,2022,Ivory Coast,0.238071446415189,0.0508905852417303,-0.202328966521106,-0.0508905852417303,0.150207997344693,0.0335656137767553,-0.126882603508143,-0.0335656137767553,0.101676302496327,0.0731555204351124,0.092940650614087,0.0731555204351124,,14816,15171.75,15132,15367,15326,79.4,102.9,1628.8
-3.999333,5.326667,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.999306,5.326417,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.999167,5.326139,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
-3.998889,5.325639,2022-11-07,11,2022,Ivory Coast,0.0120011163829193,-0.0125272331154684,-0.00110436223081174,0.0125272331154684,0.064929646127894,0.060605376694975,-0.0511053724699445,-0.060605376694975,0.128729554352778,0.0684879352399293,0.111802816110497,0.0684879352399293,,,,,,,79.4,102.9,1628.8
