x,y,dt_placement,month,year,region,ndvi,ndmi,ndwi,ndbi,ndvi_mean,ndmi_mean,ndwi_mean,ndbi_mean,ndvi_std,ndmi_std,ndwi_std,ndbi_std,lst_day,lst_night,lst_jan_day_mean,lst_jan_night_mean,lst_feb_day_mean,lst_feb_night_mean_new,lst_mar_day_mean,lst_mar_night_mean_new,lst_apr_day_mean,lst_apr_night_mean,acc_rainfall_1week,acc_rainfall_2week,acc_rainfall_jan
-3.887329,5.351022,2023-02-05,2,2023,Ivory Coast,0.107314148681055,-0.159308147473828,-0.145426356589147,0.159308147473828,0.16973876057684,-0.105440427368285,-0.190310303855853,0.105440427368285,0.087401010892026,0.0767931571338781,0.0565934332222107,0.0767931571338781,15320,14862,15170,14844,15201,14851,,,,,110.4,159.3,170.1
-3.886851,5.350634,2023-02-05,2,2023,Ivory Coast,0.107314148681055,-0.159308147473828,-0.145426356589147,0.159308147473828,0.16973876057684,-0.105440427368285,-0.190310303855853,0.105440427368285,0.087401010892026,0.0767931571338781,0.0565934332222107,0.0767931571338781,15320,14862,15170,14844,15201,14851,,,,,110.4,159.3,170.1
-3.888223,5.351464,2023-02-05,2,2023,Ivory Coast,0.107314148681055,-0.159308147473828,-0.145426356589147,0.159308147473828,0.16973876057684,-0.105440427368285,-0.190310303855853,0.105440427368285,0.087401010892026,0.0767931571338781,0.0565934332222107,0.0767931571338781,15320,14862,15170,14844,15201,14851,,,,,110.4,159.3,170.1
-3.887654,5.351031,2023-02-05,2,2023,Ivory Coast,0.107314148681055,-0.159308147473828,-0.145426356589147,0.159308147473828,0.16973876057684,-0.105440427368285,-0.190310303855853,0.105440427368285,0.087401010892026,0.0767931571338781,0.0565934332222107,0.0767931571338781,15320,14862,15170,14844,15201,14851,,,,,110.4,159.3,170.1
-3.884261,5.350864,2023-02-05,2,2023,Ivory Coast,0.10929079543005,-0.0731268011527377,-0.137992038920832,0.0731268011527377,0.118813218818773,-0.126698901183502,-0.15344985203436,0.126698901183502,0.0427674744171029,0.0296277757154267,0.0435139218821991,0.0296277757154267,15294,14860,15235.8333333333,14834.1111111111,15294,14848,,,,,110.4,159.3,170.1
-3.88427,5.350882,2023-02-05,2,2023,Ivory Coast,0.10929079543005,-0.0731268011527377,-0.137992038920832,0.0731268011527377,0.118813218818773,-0.126698901183502,-0.15344985203436,0.126698901183502,0.0427674744171029,0.0296277757154267,0.0435139218821991,0.0296277757154267,15294,14860,15235.8333333333,14834.1111111111,15294,14848,,,,,110.4,159.3,170.1
-3.968925,5.347426,2023-02-05,2,2023,Ivory Coast,0.0570140546274198,-0.216895874263261,-0.0926535087719298,0.216895874263261,0.1228966368784,-0.152418655475903,-0.140364928526137,0.152418655475903,0.0790624559233236,0.0691448900672505,0.0566016494819927,0.0691448900672505,15429,14909,15311.6666666667,14887.2222222222,15424.5,14898.5,,,,,110.8,162.7,185
-3.969491,5.346276,2023-02-05,2,2023,Ivory Coast,0.0570140546274198,-0.216895874263261,-0.0926535087719298,0.216895874263261,0.1228966368784,-0.152418655475903,-0.140364928526137,0.152418655475903,0.0790624559233236,0.0691448900672505,0.0566016494819927,0.0691448900672505,15429,14909,15311.6666666667,14887.2222222222,15424.5,14898.5,,,,,110.8,162.7,185
-3.969211,5.346168,2023-02-05,2,2023,Ivory Coast,0.0570140546274198,-0.216895874263261,-0.0926535087719298,0.216895874263261,0.1228966368784,-0.152418655475903,-0.140364928526137,0.152418655475903,0.0790624559233236,0.0691448900672505,0.0566016494819927,0.0691448900672505,15429,14909,15311.6666666667,14887.2222222222,15424.5,14898.5,,,,,110.8,162.7,185
-3.970636,5.345487,2023-02-05,2,2023,Ivory Coast,0.0322757111597374,-0.211944038421382,-0.0746013667425968,0.211944038421382,0.086547398556993,-0.173936156563214,-0.113721877429038,0.173936156563214,0.0600741590012297,0.0537249324926957,0.0413329327147393,0.0537249324926957,15429,14909,15311.6666666667,14887.2222222222,15424.5,14898.5,,,,,110.8,162.7,185
-3.970242,5.347478,2023-02-05,2,2023,Ivory Coast,0.0570140546274198,-0.216895874263261,-0.0926535087719298,0.216895874263261,0.1228966368784,-0.152418655475903,-0.140364928526137,0.152418655475903,0.0790624559233236,0.0691448900672505,0.0566016494819927,0.0691448900672505,15429,14909,15311.6666666667,14887.2222222222,15424.5,14898.5,,,,,110.8,162.7,185
-3.969831,5.34434,2023-02-05,2,2023,Ivory Coast,0.136590229312064,-0.18527782740754,-0.15971515768057,0.18527782740754,0.138051920703937,-0.133299240690828,-0.146599314004899,0.133299240690828,0.095251236513441,0.0709021221697312,0.0680519724956949,0.0709021221697312,15429,14909,15311.6666666667,14887.2222222222,15424.5,14898.5,,,,,110.8,162.7,185
-3.970412,5.346401,2023-02-05,2,2023,Ivory Coast,0.0570140546274198,-0.216895874263261,-0.0926535087719298,0.216895874263261,0.1228966368784,-0.152418655475903,-0.140364928526137,0.152418655475903,0.0790624559233236,0.0691448900672505,0.0566016494819927,0.0691448900672505,15429,14909,15311.6666666667,14887.2222222222,15424.5,14898.5,,,,,110.8,162.7,185
-4.002458,5.301685,2023-02-05,2,2023,Ivory Coast,0.0251775338928341,-0.213666749195345,-0.0586666666666666,0.213666749195345,0.0462744091003589,-0.173766417352894,-0.0666808817658961,0.173766417352894,0.0611115302955735,0.0436177253296662,0.0542124659781843,0.0436177253296662,15463,14904,15300.25,14867.875,15203.5,14883,,,,,81.6,116.4,123.2
-3.96987,5.345859,2023-02-05,2,2023,Ivory Coast,0.0570140546274198,-0.216895874263261,-0.0926535087719298,0.216895874263261,0.1228966368784,-0.152418655475903,-0.140364928526137,0.152418655475903,0.0790624559233236,0.0691448900672505,0.0566016494819927,0.0691448900672505,15429,14909,15311.6666666667,14887.2222222222,15424.5,14898.5,,,,,110.8,162.7,185
-3.969173,5.344811,2023-02-05,2,2023,Ivory Coast,0.136590229312064,-0.18527782740754,-0.15971515768057,0.18527782740754,0.138051920703937,-0.133299240690828,-0.146599314004899,0.133299240690828,0.095251236513441,0.0709021221697312,0.0680519724956949,0.0709021221697312,15429,14909,15311.6666666667,14887.2222222222,15424.5,14898.5,,,,,110.8,162.7,185
-3.058417,5.283778,2023-02-05,2,2023,Ivory Coast,0.344163959010247,-0.0308163633087043,-0.329542645241038,0.0308163633087043,0.375311892494444,0.120914450385121,-0.313655387797844,-0.120914450385121,0.0862586916396333,0.119600583479308,0.0467063388380157,0.119600583479308,14973,14822,14977.8333333333,14735.5,,14788,,,,,30.4,104.4,199.9
-3.049389,5.282611,2023-02-05,2,2023,Ivory Coast,0.349683544303797,0.15017697623462,-0.327368216300331,-0.15017697623462,0.420618394279183,0.164211503189616,-0.354644658334531,-0.164211503189616,0.1090048036195,0.101482607573166,0.0677624361051876,0.101482607573166,14982,14819,14987.1666666667,14756.8,,14790,,,,,30.4,104.4,199.9
-3.059194,5.295056,2023-02-05,2,2023,Ivory Coast,0.408450704225352,0.124310564276623,-0.345860843067547,-0.124310564276623,0.363896656021385,0.120309044850898,-0.296987201835577,-0.120309044850898,0.109189025131059,0.0828310970465727,0.0850748432471296,0.0828310970465727,14971,14838,14985.2,14760.2,,14798.5,,,,,30.4,104.4,199.9
-3.061333,5.285667,2023-02-05,2,2023,Ivory Coast,0.421686746987952,0.298606016140866,-0.28680479825518,-0.298606016140866,0.428309671780856,0.166625295120335,-0.338903301821993,-0.166625295120335,0.0771210745538905,0.112429814454616,0.0421310887662656,0.112429814454616,14973,14822,14977.8333333333,14735.5,,14788,,,,,30.4,104.4,199.9
-3.053944,5.287639,2023-02-05,2,2023,Ivory Coast,0.200275529533322,0.00809950824414231,-0.219170893825433,-0.00809950824414231,0.302280128023869,0.0650844994469273,-0.278048975610938,-0.0650844994469273,0.0689082400206423,0.0739923159246407,0.0539272878165095,0.0739923159246407,14982,14819,14987.1666666667,14756.8,,14790,,,,,30.4,104.4,199.9
-3.0515,5.2895,2023-02-05,2,2023,Ivory Coast,0.200275529533322,0.00809950824414231,-0.219170893825433,-0.00809950824414231,0.302280128023869,0.0650844994469273,-0.278048975610938,-0.0650844994469273,0.0689082400206423,0.0739923159246407,0.0539272878165095,0.0739923159246407,14982,14819,14987.1666666667,14756.8,,14790,,,,,30.4,104.4,199.9
-3.0535,5.277194,2023-02-05,2,2023,Ivory Coast,0.510390500114181,0.122539035980991,-0.437826086956522,-0.122539035980991,0.483542019463712,0.158924058071143,-0.398789946481455,-0.158924058071143,0.0947907345662381,0.0693735542567377,0.0754327059782635,0.0693735542567377,14966,14812,14999.5,14747.6,,14791.5,,,,,30.4,104.4,199.9
-3.059639,5.289611,2023-02-05,2,2023,Ivory Coast,0.462708182476466,0.278885723330168,-0.33730552797087,-0.278885723330168,0.411418132661612,0.144262380600699,-0.329214678033706,-0.144262380600699,0.0882524231751534,0.103409456014964,0.0587781784259453,0.103409456014964,14973,14822,14977.8333333333,14735.5,,14788,,,,,30.4,104.4,199.9
-3.052083,5.284639,2023-02-05,2,2023,Ivory Coast,0.367194004995837,0.0307595731324545,-0.33063209076175,-0.0307595731324545,0.373121298969925,0.0894640897229416,-0.330850522300395,-0.0894640897229416,0.0978644885978108,0.0885216667660067,0.0623518475366924,0.0885216667660067,14982,14819,14987.1666666667,14756.8,,14790,,,,,30.4,104.4,199.9
-3.055694,5.298528,2023-02-05,2,2023,Ivory Coast,0.189939288811795,0.133415943824866,-0.114993904916701,-0.133415943824866,0.319484983020377,0.0840844055113614,-0.273996199980899,-0.0840844055113614,0.0887863537994414,0.0718290897516395,0.0816714922461752,0.0718290897516395,14971,14838,14985.2,14760.2,,14798.5,,,,,30.4,104.4,199.9
-3.058667,5.300944,2023-02-05,2,2023,Ivory Coast,0.410860655737705,-0.00899604174163369,-0.369467926404774,0.00899604174163369,0.358442586314749,0.109642251597388,-0.29575890941396,-0.109642251597388,0.0992790873154574,0.0847307721778606,0.090292308328909,0.0847307721778606,14916,14835,14952.1666666667,14761.6,,14800,,,,,41,132,232.3
-3.045028,5.289167,2023-02-05,2,2023,Ivory Coast,0.308714918759232,0.31210662717512,-0.220385674931129,-0.31210662717512,0.378371616358643,0.174346666523768,-0.324412098725891,-0.174346666523768,0.0925940402668855,0.0776147869489824,0.0608035965659949,0.0776147869489824,14975,14822,14986.5,14763.4,,14792,,,,,30.4,104.4,199.9
-3.052917,5.284167,2023-02-05,2,2023,Ivory Coast,0.367194004995837,0.0307595731324545,-0.33063209076175,-0.0307595731324545,0.373121298969925,0.0894640897229416,-0.330850522300395,-0.0894640897229416,0.0978644885978108,0.0885216667660067,0.0623518475366924,0.0885216667660067,14982,14819,14987.1666666667,14756.8,,14790,,,,,30.4,104.4,199.9
-3.052306,5.285833,2023-02-05,2,2023,Ivory Coast,0.367194004995837,0.0307595731324545,-0.33063209076175,-0.0307595731324545,0.373121298969925,0.0894640897229416,-0.330850522300395,-0.0894640897229416,0.0978644885978108,0.0885216667660067,0.0623518475366924,0.0885216667660067,14982,14819,14987.1666666667,14756.8,,14790,,,,,30.4,104.4,199.9
-3.052583,5.285167,2023-02-05,2,2023,Ivory Coast,0.367194004995837,0.0307595731324545,-0.33063209076175,-0.0307595731324545,0.373121298969925,0.0894640897229416,-0.330850522300395,-0.0894640897229416,0.0978644885978108,0.0885216667660067,0.0623518475366924,0.0885216667660067,14982,14819,14987.1666666667,14756.8,,14790,,,,,30.4,104.4,199.9
-3.053361,5.284056,2023-02-05,2,2023,Ivory Coast,0.367194004995837,0.0307595731324545,-0.33063209076175,-0.0307595731324545,0.373121298969925,0.0894640897229416,-0.330850522300395,-0.0894640897229416,0.0978644885978108,0.0885216667660067,0.0623518475366924,0.0885216667660067,14982,14819,14987.1666666667,14756.8,,14790,,,,,30.4,104.4,199.9
-3.054944,5.284083,2023-02-05,2,2023,Ivory Coast,0.344163959010247,-0.0308163633087043,-0.329542645241038,0.0308163633087043,0.375311892494444,0.120914450385121,-0.313655387797844,-0.120914450385121,0.0862586916396333,0.119600583479308,0.0467063388380157,0.119600583479308,14973,14822,14977.8333333333,14735.5,,14788,,,,,30.4,104.4,199.9
-3.054417,5.28475,2023-02-05,2,2023,Ivory Coast,0.344163959010247,-0.0308163633087043,-0.329542645241038,0.0308163633087043,0.375311892494444,0.120914450385121,-0.313655387797844,-0.120914450385121,0.0862586916396333,0.119600583479308,0.0467063388380157,0.119600583479308,14973,14822,14977.8333333333,14735.5,,14788,,,,,30.4,104.4,199.9
-3.053861,5.285583,2023-02-05,2,2023,Ivory Coast,0.367194004995837,0.0307595731324545,-0.33063209076175,-0.0307595731324545,0.373121298969925,0.0894640897229416,-0.330850522300395,-0.0894640897229416,0.0978644885978108,0.0885216667660067,0.0623518475366924,0.0885216667660067,14982,14819,14987.1666666667,14756.8,,14790,,,,,30.4,104.4,199.9
-3.055639,5.285611,2023-02-05,2,2023,Ivory Coast,0.344163959010247,-0.0308163633087043,-0.329542645241038,0.0308163633087043,0.375311892494444,0.120914450385121,-0.313655387797844,-0.120914450385121,0.0862586916396333,0.119600583479308,0.0467063388380157,0.119600583479308,14973,14822,14977.8333333333,14735.5,,14788,,,,,30.4,104.4,199.9
-3.057083,5.285528,2023-02-05,2,2023,Ivory Coast,0.344163959010247,-0.0308163633087043,-0.329542645241038,0.0308163633087043,0.375311892494444,0.120914450385121,-0.313655387797844,-0.120914450385121,0.0862586916396333,0.119600583479308,0.0467063388380157,0.119600583479308,14973,14822,14977.8333333333,14735.5,,14788,,,,,30.4,104.4,199.9
-3.057806,5.284889,2023-02-05,2,2023,Ivory Coast,0.344163959010247,-0.0308163633087043,-0.329542645241038,0.0308163633087043,0.375311892494444,0.120914450385121,-0.313655387797844,-0.120914450385121,0.0862586916396333,0.119600583479308,0.0467063388380157,0.119600583479308,14973,14822,14977.8333333333,14735.5,,14788,,,,,30.4,104.4,199.9
-3.058667,5.286083,2023-02-05,2,2023,Ivory Coast,0.344163959010247,-0.0308163633087043,-0.329542645241038,0.0308163633087043,0.375311892494444,0.120914450385121,-0.313655387797844,-0.120914450385121,0.0862586916396333,0.119600583479308,0.0467063388380157,0.119600583479308,14973,14822,14977.8333333333,14735.5,,14788,,,,,30.4,104.4,199.9
-3.05775,5.2865,2023-02-05,2,2023,Ivory Coast,0.344163959010247,-0.0308163633087043,-0.329542645241038,0.0308163633087043,0.375311892494444,0.120914450385121,-0.313655387797844,-0.120914450385121,0.0862586916396333,0.119600583479308,0.0467063388380157,0.119600583479308,14973,14822,14977.8333333333,14735.5,,14788,,,,,30.4,104.4,199.9
-3.056917,5.288139,2023-02-05,2,2023,Ivory Coast,0.294868238557559,0.0263852242744064,-0.270549809471965,-0.0263852242744064,0.328971311557894,0.0911898484663255,-0.283721281642883,-0.0911898484663255,0.0901046079996825,0.114800647737327,0.0520080281960636,0.114800647737327,14973,14822,14977.8333333333,14735.5,,14788,,,,,30.4,104.4,199.9
-3.056417,5.287139,2023-02-05,2,2023,Ivory Coast,0.294868238557559,0.0263852242744064,-0.270549809471965,-0.0263852242744064,0.328971311557894,0.0911898484663255,-0.283721281642883,-0.0911898484663255,0.0901046079996825,0.114800647737327,0.0520080281960636,0.114800647737327,14973,14822,14977.8333333333,14735.5,,14788,,,,,30.4,104.4,199.9
-3.054667,5.287944,2023-02-05,2,2023,Ivory Coast,0.294868238557559,0.0263852242744064,-0.270549809471965,-0.0263852242744064,0.328971311557894,0.0911898484663255,-0.283721281642883,-0.0911898484663255,0.0901046079996825,0.114800647737327,0.0520080281960636,0.114800647737327,14973,14822,14977.8333333333,14735.5,,14788,,,,,30.4,104.4,199.9
-3.055278,5.287806,2023-02-05,2,2023,Ivory Coast,0.294868238557559,0.0263852242744064,-0.270549809471965,-0.0263852242744064,0.328971311557894,0.0911898484663255,-0.283721281642883,-0.0911898484663255,0.0901046079996825,0.114800647737327,0.0520080281960636,0.114800647737327,14973,14822,14977.8333333333,14735.5,,14788,,,,,30.4,104.4,199.9
-3.055833,5.287611,2023-02-05,2,2023,Ivory Coast,0.294868238557559,0.0263852242744064,-0.270549809471965,-0.0263852242744064,0.328971311557894,0.0911898484663255,-0.283721281642883,-0.0911898484663255,0.0901046079996825,0.114800647737327,0.0520080281960636,0.114800647737327,14973,14822,14977.8333333333,14735.5,,14788,,,,,30.4,104.4,199.9
-3.057361,5.286722,2023-02-05,2,2023,Ivory Coast,0.294868238557559,0.0263852242744064,-0.270549809471965,-0.0263852242744064,0.328971311557894,0.0911898484663255,-0.283721281642883,-0.0911898484663255,0.0901046079996825,0.114800647737327,0.0520080281960636,0.114800647737327,14973,14822,14977.8333333333,14735.5,,14788,,,,,30.4,104.4,199.9
-3.055472,5.286278,2023-02-05,2,2023,Ivory Coast,0.344163959010247,-0.0308163633087043,-0.329542645241038,0.0308163633087043,0.375311892494444,0.120914450385121,-0.313655387797844,-0.120914450385121,0.0862586916396333,0.119600583479308,0.0467063388380157,0.119600583479308,14973,14822,14977.8333333333,14735.5,,14788,,,,,30.4,104.4,199.9
-3.054111,5.295861,2023-02-05,2,2023,Ivory Coast,0.313507703332139,0.2,-0.228140703517588,-0.2,0.307892040811829,0.120700524426251,-0.250733543664254,-0.120700524426251,0.0791120812118843,0.0919427083006549,0.0731618526792333,0.0919427083006549,14974,14835,14988,14757.6,,14798.5,,,,,30.4,104.4,199.9
-3.054778,5.296389,2023-02-05,2,2023,Ivory Coast,0.189939288811795,0.133415943824866,-0.114993904916701,-0.133415943824866,0.319484983020377,0.0840844055113614,-0.273996199980899,-0.0840844055113614,0.0887863537994414,0.0718290897516395,0.0816714922461752,0.0718290897516395,14971,14838,14985.2,14760.2,,14798.5,,,,,30.4,104.4,199.9
-3.055333,5.297361,2023-02-05,2,2023,Ivory Coast,0.189939288811795,0.133415943824866,-0.114993904916701,-0.133415943824866,0.319484983020377,0.0840844055113614,-0.273996199980899,-0.0840844055113614,0.0887863537994414,0.0718290897516395,0.0816714922461752,0.0718290897516395,14971,14838,14985.2,14760.2,,14798.5,,,,,30.4,104.4,199.9
-3.056694,5.299222,2023-02-05,2,2023,Ivory Coast,0.189939288811795,0.133415943824866,-0.114993904916701,-0.133415943824866,0.319484983020377,0.0840844055113614,-0.273996199980899,-0.0840844055113614,0.0887863537994414,0.0718290897516395,0.0816714922461752,0.0718290897516395,14971,14838,14985.2,14760.2,,14798.5,,,,,30.4,104.4,199.9
-3.056667,5.298278,2023-02-05,2,2023,Ivory Coast,0.189939288811795,0.133415943824866,-0.114993904916701,-0.133415943824866,0.319484983020377,0.0840844055113614,-0.273996199980899,-0.0840844055113614,0.0887863537994414,0.0718290897516395,0.0816714922461752,0.0718290897516395,14971,14838,14985.2,14760.2,,14798.5,,,,,30.4,104.4,199.9
-3.056194,5.297056,2023-02-05,2,2023,Ivory Coast,0.189939288811795,0.133415943824866,-0.114993904916701,-0.133415943824866,0.319484983020377,0.0840844055113614,-0.273996199980899,-0.0840844055113614,0.0887863537994414,0.0718290897516395,0.0816714922461752,0.0718290897516395,14971,14838,14985.2,14760.2,,14798.5,,,,,30.4,104.4,199.9
-3.055667,5.295389,2023-02-05,2,2023,Ivory Coast,0.258426966292135,0.0913879378456676,-0.214892993257109,-0.0913879378456676,0.28881847350088,0.0935472356889185,-0.24710227420927,-0.0935472356889185,0.0891508403211879,0.0952295573711772,0.0663430497838657,0.0952295573711772,14971,14838,14985.2,14760.2,,14798.5,,,,,30.4,104.4,199.9
-3.056194,5.294083,2023-02-05,2,2023,Ivory Coast,0.258426966292135,0.0913879378456676,-0.214892993257109,-0.0913879378456676,0.28881847350088,0.0935472356889185,-0.24710227420927,-0.0935472356889185,0.0891508403211879,0.0952295573711772,0.0663430497838657,0.0952295573711772,14971,14838,14985.2,14760.2,,14798.5,,,,,30.4,104.4,199.9
-3.057222,5.295139,2023-02-05,2,2023,Ivory Coast,0.258426966292135,0.0913879378456676,-0.214892993257109,-0.0913879378456676,0.28881847350088,0.0935472356889185,-0.24710227420927,-0.0935472356889185,0.0891508403211879,0.0952295573711772,0.0663430497838657,0.0952295573711772,14971,14838,14985.2,14760.2,,14798.5,,,,,30.4,104.4,199.9
-3.05775,5.2965,2023-02-05,2,2023,Ivory Coast,0.189939288811795,0.133415943824866,-0.114993904916701,-0.133415943824866,0.319484983020377,0.0840844055113614,-0.273996199980899,-0.0840844055113614,0.0887863537994414,0.0718290897516395,0.0816714922461752,0.0718290897516395,14971,14838,14985.2,14760.2,,14798.5,,,,,30.4,104.4,199.9
-3.058,5.298556,2023-02-05,2,2023,Ivory Coast,0.189939288811795,0.133415943824866,-0.114993904916701,-0.133415943824866,0.319484983020377,0.0840844055113614,-0.273996199980899,-0.0840844055113614,0.0887863537994414,0.0718290897516395,0.0816714922461752,0.0718290897516395,14971,14838,14985.2,14760.2,,14798.5,,,,,30.4,104.4,199.9
-3.058389,5.299611,2023-02-05,2,2023,Ivory Coast,0.189939288811795,0.133415943824866,-0.114993904916701,-0.133415943824866,0.319484983020377,0.0840844055113614,-0.273996199980899,-0.0840844055113614,0.0887863537994414,0.0718290897516395,0.0816714922461752,0.0718290897516395,14971,14838,14985.2,14760.2,,14798.5,,,,,30.4,104.4,199.9
-3.05925,5.300056,2023-02-05,2,2023,Ivory Coast,0.268222176336981,-0.0136502328569134,-0.274273858921162,0.0136502328569134,0.369329633479669,0.0953883500183356,-0.310801555056289,-0.0953883500183356,0.103906671637251,0.06215377903222,0.0900059890677291,0.06215377903222,14971,14838,14985.2,14760.2,,14798.5,,,,,41,132,232.3
-3.058583,5.29875,2023-02-05,2,2023,Ivory Coast,0.189939288811795,0.133415943824866,-0.114993904916701,-0.133415943824866,0.319484983020377,0.0840844055113614,-0.273996199980899,-0.0840844055113614,0.0887863537994414,0.0718290897516395,0.0816714922461752,0.0718290897516395,14971,14838,14985.2,14760.2,,14798.5,,,,,30.4,104.4,199.9
-3.058889,5.297556,2023-02-05,2,2023,Ivory Coast,0.268222176336981,-0.0136502328569134,-0.274273858921162,0.0136502328569134,0.369329633479669,0.0953883500183356,-0.310801555056289,-0.0953883500183356,0.103906671637251,0.06215377903222,0.0900059890677291,0.06215377903222,14971,14838,14985.2,14760.2,,14798.5,,,,,30.4,104.4,199.9
-3.061556,5.296583,2023-02-05,2,2023,Ivory Coast,0.268222176336981,-0.0136502328569134,-0.274273858921162,0.0136502328569134,0.369329633479669,0.0953883500183356,-0.310801555056289,-0.0953883500183356,0.103906671637251,0.06215377903222,0.0900059890677291,0.06215377903222,14971,14838,14985.2,14760.2,,14798.5,,,,,30.4,104.4,199.9
