site,method,point,dt_placement,day,week,month,year,altitude,latitude,longitude,x,y,genus,total_all_aedes,total_aedes_aegypti,country_code,nuts0_code,nuts0_name,nuts1_code,nuts1_name,nuts2_code,nuts2_name,nuts3_code,nuts3_name,lau1_municipality,lau2_settlement,ndbi,ndmi,ndvi,ndwi,ndi_mission,ndi_acquisition,ndi_dates_diff,ndbi_std,ndmi_std,ndvi_std,ndwi_std,ndbi_mean,ndmi_mean,ndvi_mean,ndwi_mean,ndi_measures_mission,ndi_measures_acquisition,ndi_measures_dates_diff,lst_day,lst_day_mission,lst_day_acquisition,lst_day_diff,lst_night,lst_night_mission,lst_night_acquisition,lst_night_diff,lst_jan_day_mean,lst_feb_day_mean,lst_mar_day_mean,lst_apr_day_mean,lst_jan_night_mean,lst_feb_night_mean,lst_mar_night_mean,lst_apr_night_mean,acc_rainfall_1week,acc_rainfall_2week,acc_rainfall_jan,sp_cnt_1km,biol_cnt_1km,wc_l_1km,pg_area_1km,fs_area_1km,wc_mean_dist_1km,coast_mean_dist_1km,dem_mean_1km,slope_mean_1km,aspect_mean_1km,waw_mean_1km,flow_accu_1km
Ehania-V3,double net trap,e-dnt-pc3,2016-07-10,1,27,7,2016,189,"N 05°16'37.9"" ","W 003°03'12.6"" ",-3.0535,5.277194,Aedes,134,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14623,modis,2016-07-08,2,15010,15152,,15153,14708.7647058824,14701.5555555556,14775.25,14788.375,9.4,12.8,814.7,,,,,,,,,,,,
Ehania-V4,double net trap,e-dnt-pc4,2016-07-10,1,27,7,2016,148,"N 05°17'22.6"" ","W 003°03'34.7"" ",-3.059639,5.289611,Aedes,150,134,,,,,,,,,,,,-0.250262219425215,0.250262219425215,0.59230563718942,-0.477441745166088,sentinel2_level1C_scene,2016-06-24,16,0.044419830852507,0.044419830852507,0.158899383161262,0.146235129345666,-0.230012904662595,0.230012904662595,0.49267930228418,-0.39421169218166,sentinel2_level1C_scene,2016-06-24,16,,,,,,,,,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,9.4,12.8,814.7,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-pc1,2016-07-11,2,28,7,2016,201,"N 05°17'15.5"" ","W 003°03'14.2"" ",-3.053944,5.287639,Aedes,131,119,,,,,,,,,,,,,,,,,,,0.015411949761241,0.015411949761241,0.003599143494966,0.010205414521907,-0.216919831872276,0.216919831872276,0.220990447842792,-0.144603544634879,sentinel2_level1C_scene,2016-06-24,17,,,,,14617,modis,2016-07-08,3,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,4.1,14.9,816.8,,,,,,,,,,,,
Ehania-V2,double net trap,e-dnt-pc2,2016-07-11,2,28,7,2016,287,"N 05°17'22.2"" ","W 003°03'05.4"" ",-3.0515,5.2895,Aedes,120,115,,,,,,,,,,,,,,,,,,,0.015411949761241,0.015411949761241,0.003599143494966,0.010205414521907,-0.216919831872276,0.216919831872276,0.220990447842792,-0.144603544634879,sentinel2_level1C_scene,2016-06-24,17,,,,,14617,modis,2016-07-08,3,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,4.1,14.9,816.8,,,,,,,,,,,,
Ehania-V3,double net trap,e-dnt-pc3,2016-07-11,2,28,7,2016,189,"N 05°16'37.9"" ","W 003°03'12.6"" ",-3.0535,5.277194,Aedes,171,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14623,modis,2016-07-08,3,15010,15152,,15153,14708.7647058824,14701.5555555556,14775.25,14788.375,4.1,14.9,816.8,,,,,,,,,,,,
Ehania-V4,double net trap,e-dnt-pc4,2016-07-11,2,28,7,2016,148,"N 05°17'22.6"" ","W 003°03'34.7"" ",-3.059639,5.289611,Aedes,136,124,,,,,,,,,,,,-0.250262219425215,0.250262219425215,0.59230563718942,-0.477441745166088,sentinel2_level1C_scene,2016-06-24,17,0.044419830852507,0.044419830852507,0.158899383161262,0.146235129345666,-0.230012904662595,0.230012904662595,0.49267930228418,-0.39421169218166,sentinel2_level1C_scene,2016-06-24,17,,,,,,,,,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,4.1,14.9,816.8,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-pc1,2016-07-12,3,28,7,2016,201,"N 05°17'15.5"" ","W 003°03'14.2"" ",-3.053944,5.287639,Aedes,103,103,,,,,,,,,,,,,,,,,,,0.015411949761241,0.015411949761241,0.003599143494966,0.010205414521907,-0.216919831872276,0.216919831872276,0.220990447842792,-0.144603544634879,sentinel2_level1C_scene,2016-06-24,18,14944,modis,2016-07-12,0,14617,modis,2016-07-08,4,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,3.3,14.9,816.8,,,,,,,,,,,,
Ehania-V2,double net trap,e-dnt-pc2,2016-07-12,3,28,7,2016,287,"N 05°17'22.2"" ","W 003°03'05.4"" ",-3.0515,5.2895,Aedes,97,97,,,,,,,,,,,,,,,,,,,0.015411949761241,0.015411949761241,0.003599143494966,0.010205414521907,-0.216919831872276,0.216919831872276,0.220990447842792,-0.144603544634879,sentinel2_level1C_scene,2016-06-24,18,14944,modis,2016-07-12,0,14617,modis,2016-07-08,4,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,3.3,14.9,816.8,,,,,,,,,,,,
Ehania-V3,double net trap,e-dnt-pc3,2016-07-12,3,28,7,2016,189,"N 05°16'37.9"" ","W 003°03'12.6"" ",-3.0535,5.277194,Aedes,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14623,modis,2016-07-08,4,15010,15152,,15153,14708.7647058824,14701.5555555556,14775.25,14788.375,3.3,14.9,816.8,,,,,,,,,,,,
Ehania-V4,double net trap,e-dnt-pc4,2016-07-12,3,28,7,2016,148,"N 05°17'22.6"" ","W 003°03'34.7"" ",-3.059639,5.289611,Aedes,193,193,,,,,,,,,,,,-0.250262219425215,0.250262219425215,0.59230563718942,-0.477441745166088,sentinel2_level1C_scene,2016-06-24,18,0.044419830852507,0.044419830852507,0.158899383161262,0.146235129345666,-0.230012904662595,0.230012904662595,0.49267930228418,-0.39421169218166,sentinel2_level1C_scene,2016-06-24,18,14944,modis,2016-07-12,0,,,,,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,3.3,14.9,816.8,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-pc1,2016-08-05,1,31,8,2016,201,"N 05°17'15.5"" ","W 003°03'14.2"" ",-3.053944,5.287639,Aedes,104,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14671,modis,2016-08-05,0,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,,4.7,829,,,,,,,,,,,,
Ehania-V2,double net trap,e-dnt-pc2,2016-08-05,1,31,8,2016,287,"N 05°17'22.2"" ","W 003°03'05.4"" ",-3.0515,5.2895,Aedes,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14671,modis,2016-08-05,0,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,,4.7,829,,,,,,,,,,,,
Ehania-V3,double net trap,e-dnt-pc3,2016-08-05,1,31,8,2016,189,"N 05°16'37.9"" ","W 003°03'12.6"" ",-3.0535,5.277194,Aedes,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14660,modis,2016-08-05,0,15010,15152,,15153,14708.7647058824,14701.5555555556,14775.25,14788.375,,4.7,829,,,,,,,,,,,,
Ehania-V4,double net trap,e-dnt-pc4,2016-08-05,1,31,8,2016,148,"N 05°17'22.6"" ","W 003°03'34.7"" ",-3.059639,5.289611,Aedes,133,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14665,modis,2016-08-05,0,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,,4.7,829,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-pc1,2016-08-06,2,31,8,2016,201,"N 05°17'15.5"" ","W 003°03'14.2"" ",-3.053944,5.287639,Aedes,108,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14671,modis,2016-08-05,1,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,1.4,6,830.4,,,,,,,,,,,,
Ehania-V2,double net trap,e-dnt-pc2,2016-08-06,2,31,8,2016,287,"N 05°17'22.2"" ","W 003°03'05.4"" ",-3.0515,5.2895,Aedes,106,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14671,modis,2016-08-05,1,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,1.4,6,830.4,,,,,,,,,,,,
Ehania-V3,double net trap,e-dnt-pc3,2016-08-06,2,31,8,2016,189,"N 05°16'37.9"" ","W 003°03'12.6"" ",-3.0535,5.277194,Aedes,118,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14660,modis,2016-08-05,1,15010,15152,,15153,14708.7647058824,14701.5555555556,14775.25,14788.375,1.4,6,830.4,,,,,,,,,,,,
Ehania-V4,double net trap,e-dnt-pc4,2016-08-06,2,31,8,2016,148,"N 05°17'22.6"" ","W 003°03'34.7"" ",-3.059639,5.289611,Aedes,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14665,modis,2016-08-05,1,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,1.4,6,830.4,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-pc1,2016-08-07,3,31,8,2016,201,"N 05°17'15.5"" ","W 003°03'14.2"" ",-3.053944,5.287639,Aedes,82,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14671,modis,2016-08-05,2,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,1.4,5.5,830.4,,,,,,,,,,,,
Ehania-V2,double net trap,e-dnt-pc2,2016-08-07,3,31,8,2016,287,"N 05°17'22.2"" ","W 003°03'05.4"" ",-3.0515,5.2895,Aedes,65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14671,modis,2016-08-05,2,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,1.4,5.5,830.4,,,,,,,,,,,,
Ehania-V3,double net trap,e-dnt-pc3,2016-08-07,3,31,8,2016,189,"N 05°16'37.9"" ","W 003°03'12.6"" ",-3.0535,5.277194,Aedes,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14660,modis,2016-08-05,2,15010,15152,,15153,14708.7647058824,14701.5555555556,14775.25,14788.375,1.4,5.5,830.4,,,,,,,,,,,,
Ehania-V4,double net trap,e-dnt-pc4,2016-08-07,3,31,8,2016,148,"N 05°17'22.6"" ","W 003°03'34.7"" ",-3.059639,5.289611,Aedes,96,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14665,modis,2016-08-05,2,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,1.4,5.5,830.4,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-pc1,2016-09-06,1,36,9,2016,201,"N 05°17'15.5"" ","W 003°03'14.2"" ",-3.053944,5.287639,Aedes,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14579,modis,2016-09-02,4,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,20.2,26.4,917.100000000001,,,,,,,,,,,,
Ehania-V2,double net trap,e-dnt-pc2,2016-09-06,1,36,9,2016,287,"N 05°17'22.2"" ","W 003°03'05.4"" ",-3.0515,5.2895,Aedes,32,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14579,modis,2016-09-02,4,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,20.2,26.4,917.100000000001,,,,,,,,,,,,
Ehania-V3,double net trap,e-dnt-pc3,2016-09-06,1,36,9,2016,189,"N 05°16'37.9"" ","W 003°03'12.6"" ",-3.0535,5.277194,Aedes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14581,modis,2016-09-02,4,15010,15152,,15153,14708.7647058824,14701.5555555556,14775.25,14788.375,20.2,26.4,917.100000000001,,,,,,,,,,,,
Ehania-V4,double net trap,e-dnt-pc4,2016-09-06,1,36,9,2016,148,"N 05°17'22.6"" ","W 003°03'34.7"" ",-3.059639,5.289611,Aedes,116,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14580,modis,2016-09-02,4,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,20.2,26.4,917.100000000001,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-pc1,2016-09-07,2,36,9,2016,201,"N 05°17'15.5"" ","W 003°03'14.2"" ",-3.053944,5.287639,Aedes,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14579,modis,2016-09-02,5,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,3,26.6,917.300000000001,,,,,,,,,,,,
Ehania-V2,double net trap,e-dnt-pc2,2016-09-07,2,36,9,2016,287,"N 05°17'22.2"" ","W 003°03'05.4"" ",-3.0515,5.2895,Aedes,29,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14579,modis,2016-09-02,5,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,3,26.6,917.300000000001,,,,,,,,,,,,
Ehania-V3,double net trap,e-dnt-pc3,2016-09-07,2,36,9,2016,189,"N 05°16'37.9"" ","W 003°03'12.6"" ",-3.0535,5.277194,Aedes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14581,modis,2016-09-02,5,15010,15152,,15153,14708.7647058824,14701.5555555556,14775.25,14788.375,3,26.6,917.300000000001,,,,,,,,,,,,
Ehania-V4,double net trap,e-dnt-pc4,2016-09-07,2,36,9,2016,148,"N 05°17'22.6"" ","W 003°03'34.7"" ",-3.059639,5.289611,Aedes,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14580,modis,2016-09-02,5,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,3,26.6,917.300000000001,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-pc1,2016-09-08,3,36,9,2016,201,"N 05°17'15.5"" ","W 003°03'14.2"" ",-3.053944,5.287639,Aedes,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14579,modis,2016-09-02,6,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,5.2,29.4,920.100000000001,,,,,,,,,,,,
Ehania-V2,double net trap,e-dnt-pc2,2016-09-08,3,36,9,2016,287,"N 05°17'22.2"" ","W 003°03'05.4"" ",-3.0515,5.2895,Aedes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14579,modis,2016-09-02,6,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,5.2,29.4,920.100000000001,,,,,,,,,,,,
Ehania-V3,double net trap,e-dnt-pc3,2016-09-08,3,36,9,2016,189,"N 05°16'37.9"" ","W 003°03'12.6"" ",-3.0535,5.277194,Aedes,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14581,modis,2016-09-02,6,15010,15152,,15153,14708.7647058824,14701.5555555556,14775.25,14788.375,5.2,29.4,920.100000000001,,,,,,,,,,,,
Ehania-V4,double net trap,e-dnt-pc4,2016-09-08,3,36,9,2016,148,"N 05°17'22.6"" ","W 003°03'34.7"" ",-3.059639,5.289611,Aedes,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14580,modis,2016-09-02,6,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,5.2,29.4,920.100000000001,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-pc1,2016-10-05,1,40,10,2016,201,"N 05°17'15.5"" ","W 003°03'14.2"" ",-3.053944,5.287639,Aedes,45,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14651,modis,2016-10-05,0,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,50,66.4,1008.7,,,,,,,,,,,,
Ehania-V2,double net trap,e-dnt-pc2,2016-10-05,1,40,10,2016,287,"N 05°17'22.2"" ","W 003°03'05.4"" ",-3.0515,5.2895,Aedes,56,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14651,modis,2016-10-05,0,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,50,66.4,1008.7,,,,,,,,,,,,
Ehania-V3,double net trap,e-dnt-pc3,2016-10-05,1,40,10,2016,189,"N 05°16'37.9"" ","W 003°03'12.6"" ",-3.0535,5.277194,Aedes,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14633,modis,2016-10-05,0,15010,15152,,15153,14708.7647058824,14701.5555555556,14775.25,14788.375,50,66.4,1008.7,,,,,,,,,,,,
Ehania-V4,double net trap,e-dnt-pc4,2016-10-05,1,40,10,2016,148,"N 05°17'22.6"" ","W 003°03'34.7"" ",-3.059639,5.289611,Aedes,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14657,modis,2016-10-05,0,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,50,66.4,1008.7,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-pc1,2016-10-06,2,40,10,2016,201,"N 05°17'15.5"" ","W 003°03'14.2"" ",-3.053944,5.287639,Aedes,47,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14651,modis,2016-10-05,1,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,6.9,66.8,1009.2,,,,,,,,,,,,
Ehania-V2,double net trap,e-dnt-pc2,2016-10-06,2,40,10,2016,287,"N 05°17'22.2"" ","W 003°03'05.4"" ",-3.0515,5.2895,Aedes,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14651,modis,2016-10-05,1,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,6.9,66.8,1009.2,,,,,,,,,,,,
Ehania-V3,double net trap,e-dnt-pc3,2016-10-06,2,40,10,2016,189,"N 05°16'37.9"" ","W 003°03'12.6"" ",-3.0535,5.277194,Aedes,53,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14633,modis,2016-10-05,1,15010,15152,,15153,14708.7647058824,14701.5555555556,14775.25,14788.375,6.9,66.8,1009.2,,,,,,,,,,,,
Ehania-V4,double net trap,e-dnt-pc4,2016-10-06,2,40,10,2016,148,"N 05°17'22.6"" ","W 003°03'34.7"" ",-3.059639,5.289611,Aedes,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14657,modis,2016-10-05,1,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,6.9,66.8,1009.2,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-pc1,2016-10-07,3,40,10,2016,201,"N 05°17'15.5"" ","W 003°03'14.2"" ",-3.053944,5.287639,Aedes,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14651,modis,2016-10-05,2,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,5.4,66.8,1009.3,,,,,,,,,,,,
Ehania-V2,double net trap,e-dnt-pc2,2016-10-07,3,40,10,2016,287,"N 05°17'22.2"" ","W 003°03'05.4"" ",-3.0515,5.2895,Aedes,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14651,modis,2016-10-05,2,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,5.4,66.8,1009.3,,,,,,,,,,,,
Ehania-V3,double net trap,e-dnt-pc3,2016-10-07,3,40,10,2016,189,"N 05°16'37.9"" ","W 003°03'12.6"" ",-3.0535,5.277194,Aedes,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14633,modis,2016-10-05,2,15010,15152,,15153,14708.7647058824,14701.5555555556,14775.25,14788.375,5.4,66.8,1009.3,,,,,,,,,,,,
Ehania-V4,double net trap,e-dnt-pc4,2016-10-07,3,40,10,2016,148,"N 05°17'22.6"" ","W 003°03'34.7"" ",-3.059639,5.289611,Aedes,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14657,modis,2016-10-05,2,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,5.4,66.8,1009.3,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-pc1,2016-11-08,1,45,11,2016,201,"N 05°17'15.5"" ","W 003°03'14.2"" ",-3.053944,5.287639,Aedes,130,130,,,,,,,,,,,,,,,,,,,0.068520035684977,0.068520035684977,0.024853681841697,0.003077006018471,-0.148124614248973,0.148124614248973,0.370072482489995,-0.28910117707518,sentinel2_level1C_scene,2016-11-01,7,,,,,14774,modis,2016-11-07,1,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,2.4,56.1,1146.2,,,,,,,,,,,,
Ehania-V2,double net trap,e-dnt-pc2,2016-11-08,1,45,11,2016,287,"N 05°17'22.2"" ","W 003°03'05.4"" ",-3.0515,5.2895,Aedes,114,106,,,,,,,,,,,,,,,,,,,0.082163990845243,0.082163990845243,0.05292499677444,0.03149539928695,-0.190674141458078,0.190674141458078,0.404635841818786,-0.311300818951638,sentinel2_level1C_scene,2016-11-01,7,,,,,14774,modis,2016-11-07,1,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,2.4,56.1,1146.2,,,,,,,,,,,,
Ehania-V3,double net trap,e-dnt-pc3,2016-11-08,1,45,11,2016,189,"N 05°16'37.9"" ","W 003°03'12.6"" ",-3.0535,5.277194,Aedes,105,99,,,,,,,,,,,,-0.113119533527697,0.113119533527697,0.447857413727721,-0.344366197183099,sentinel2_level1C_scene,2016-11-01,7,0.039646479343878,0.039646479343878,0.092405563949891,0.092845161055279,-0.176941573284472,0.176941573284472,0.425720942753352,-0.323484489591951,sentinel2_level1C_scene,2016-11-01,7,,,,,14766,modis,2016-11-07,1,15010,15152,,15153,14708.7647058824,14701.5555555556,14775.25,14788.375,2.4,56.1,1146.2,,,,,,,,,,,,
Ehania-V4,double net trap,e-dnt-pc4,2016-11-08,1,45,11,2016,148,"N 05°17'22.6"" ","W 003°03'34.7"" ",-3.059639,5.289611,Aedes,115,115,,,,,,,,,,,,,,,,,,,0.050302798544649,0.050302798544649,0.050382129752989,0.023694205333759,-0.175936628640571,0.175936628640571,0.351131421106789,-0.27155604079165,sentinel2_level1C_scene,2016-11-01,7,,,,,14761,modis,2016-11-07,1,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,2.4,56.1,1146.2,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-pc1,2016-11-09,2,45,11,2016,201,"N 05°17'15.5"" ","W 003°03'14.2"" ",-3.053944,5.287639,Aedes,77,75,,,,,,,,,,,,,,,,,,,0.068520035684977,0.068520035684977,0.024853681841697,0.003077006018471,-0.148124614248973,0.148124614248973,0.370072482489995,-0.28910117707518,sentinel2_level1C_scene,2016-11-01,8,,,,,14774,modis,2016-11-07,2,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,3.1,55.9,1147.6,,,,,,,,,,,,
Ehania-V2,double net trap,e-dnt-pc2,2016-11-09,2,45,11,2016,287,"N 05°17'22.2"" ","W 003°03'05.4"" ",-3.0515,5.2895,Aedes,104,97,,,,,,,,,,,,,,,,,,,0.082163990845243,0.082163990845243,0.05292499677444,0.03149539928695,-0.190674141458078,0.190674141458078,0.404635841818786,-0.311300818951638,sentinel2_level1C_scene,2016-11-01,8,,,,,14774,modis,2016-11-07,2,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,3.1,55.9,1147.6,,,,,,,,,,,,
Ehania-V3,double net trap,e-dnt-pc3,2016-11-09,2,45,11,2016,189,"N 05°16'37.9"" ","W 003°03'12.6"" ",-3.0535,5.277194,Aedes,61,55,,,,,,,,,,,,-0.113119533527697,0.113119533527697,0.447857413727721,-0.344366197183099,sentinel2_level1C_scene,2016-11-01,8,0.039646479343878,0.039646479343878,0.092405563949891,0.092845161055279,-0.176941573284472,0.176941573284472,0.425720942753352,-0.323484489591951,sentinel2_level1C_scene,2016-11-01,8,,,,,14766,modis,2016-11-07,2,15010,15152,,15153,14708.7647058824,14701.5555555556,14775.25,14788.375,3.1,55.9,1147.6,,,,,,,,,,,,
Ehania-V4,double net trap,e-dnt-pc4,2016-11-09,2,45,11,2016,148,"N 05°17'22.6"" ","W 003°03'34.7"" ",-3.059639,5.289611,Aedes,142,142,,,,,,,,,,,,,,,,,,,0.050302798544649,0.050302798544649,0.050382129752989,0.023694205333759,-0.175936628640571,0.175936628640571,0.351131421106789,-0.27155604079165,sentinel2_level1C_scene,2016-11-01,8,,,,,14761,modis,2016-11-07,2,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,3.1,55.9,1147.6,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-pc1,2016-11-10,3,45,11,2016,201,"N 05°17'15.5"" ","W 003°03'14.2"" ",-3.053944,5.287639,Aedes,84,79,,,,,,,,,,,,,,,,,,,0.068520035684977,0.068520035684977,0.024853681841697,0.003077006018471,-0.148124614248973,0.148124614248973,0.370072482489995,-0.28910117707518,sentinel2_level1C_scene,2016-11-01,9,,,,,14774,modis,2016-11-07,3,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,2.9,50.1,1147.6,,,,,,,,,,,,
Ehania-V2,double net trap,e-dnt-pc2,2016-11-10,3,45,11,2016,287,"N 05°17'22.2"" ","W 003°03'05.4"" ",-3.0515,5.2895,Aedes,57,57,,,,,,,,,,,,,,,,,,,0.082163990845243,0.082163990845243,0.05292499677444,0.03149539928695,-0.190674141458078,0.190674141458078,0.404635841818786,-0.311300818951638,sentinel2_level1C_scene,2016-11-01,9,,,,,14774,modis,2016-11-07,3,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,2.9,50.1,1147.6,,,,,,,,,,,,
Ehania-V3,double net trap,e-dnt-pc3,2016-11-10,3,45,11,2016,189,"N 05°16'37.9"" ","W 003°03'12.6"" ",-3.0535,5.277194,Aedes,68,67,,,,,,,,,,,,-0.113119533527697,0.113119533527697,0.447857413727721,-0.344366197183099,sentinel2_level1C_scene,2016-11-01,9,0.039646479343878,0.039646479343878,0.092405563949891,0.092845161055279,-0.176941573284472,0.176941573284472,0.425720942753352,-0.323484489591951,sentinel2_level1C_scene,2016-11-01,9,,,,,14766,modis,2016-11-07,3,15010,15152,,15153,14708.7647058824,14701.5555555556,14775.25,14788.375,2.9,50.1,1147.6,,,,,,,,,,,,
Ehania-V4,double net trap,e-dnt-pc4,2016-11-10,3,45,11,2016,148,"N 05°17'22.6"" ","W 003°03'34.7"" ",-3.059639,5.289611,Aedes,83,83,,,,,,,,,,,,,,,,,,,0.050302798544649,0.050302798544649,0.050382129752989,0.023694205333759,-0.175936628640571,0.175936628640571,0.351131421106789,-0.27155604079165,sentinel2_level1C_scene,2016-11-01,9,,,,,14761,modis,2016-11-07,3,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,2.9,50.1,1147.6,,,,,,,,,,,,
