site,method,point,dt_placement,day,week,month,year,altitude,latitude,longitude,x,y,genus,total_all_aedes,total_aedes_aegypti,country_code,nuts0_code,nuts0_name,nuts1_code,nuts1_name,nuts2_code,nuts2_name,nuts3_code,nuts3_name,lau1_municipality,lau2_settlement,ndbi,ndmi,ndvi,ndwi,ndi_mission,ndi_acquisition,ndi_dates_diff,ndbi_std,ndmi_std,ndvi_std,ndwi_std,ndbi_mean,ndmi_mean,ndvi_mean,ndwi_mean,ndi_measures_mission,ndi_measures_acquisition,ndi_measures_dates_diff,lst_day,lst_day_mission,lst_day_acquisition,lst_day_diff,lst_night,lst_night_mission,lst_night_acquisition,lst_night_diff,lst_jan_day_mean,lst_feb_day_mean,lst_mar_day_mean,lst_apr_day_mean,lst_jan_night_mean,lst_feb_night_mean,lst_mar_night_mean,lst_apr_night_mean,acc_rainfall_1week,acc_rainfall_2week,acc_rainfall_jan,sp_cnt_1km,biol_cnt_1km,wc_l_1km,pg_area_1km,fs_area_1km,wc_mean_dist_1km,coast_mean_dist_1km,dem_mean_1km,slope_mean_1km,aspect_mean_1km,waw_mean_1km,flow_accu_1km
Ehania-V1,double net trap,e-dnt-rf1,2016-02-10,1,6,2,2016,183,"N 05°17'01.6"" ","W 003°03'30.3"" ",-3.058417,5.283778,Aedes,0,0,,,,,,,,,,,,0.063829787234043,-0.063829787234043,0.201248049921997,-0.202185792349727,sentinel2_level1C_scene,2016-01-26,15,0.090396495197449,0.090396495197449,0.048798353099161,0.017981818453265,-0.049713432664307,0.049713432664307,0.263969843019698,-0.229711743751116,sentinel2_level1C_scene,2016-01-26,15,15216,modis,2016-02-10,0,14776,modis,2016-02-09,1,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,,0.1,7.7,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf2,2016-02-10,1,6,2,2016,206,"N 05°16'57.4"" ","W 003°02'57.8"" ",-3.049389,5.282611,Aedes,0,0,,,,,,,,,,,,-0.211943481738203,0.211943481738203,0.353782013103038,-0.285633484162896,sentinel2_level1C_scene,2016-01-26,15,0.093159332926418,0.093159332926418,0.045956060604197,0.027287182587722,-0.099480504908085,0.099480504908085,0.289475978633415,-0.243380946437773,sentinel2_level1C_scene,2016-01-26,15,15224,modis,2016-02-10,0,14780,modis,2016-02-09,1,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,,0.1,7.7,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf3,2016-02-10,1,6,2,2016,239,"N 05°17'42.2"" ","W 003°03'33.1"" ",-3.059194,5.295056,Aedes,0,0,,,,,,,,,,,,-0.065130704474967,0.065130704474967,0.132626619552415,-0.125995316159251,sentinel2_level1C_scene,2016-02-05,5,0,0,0,0,-0.065130704474967,0.065130704474967,0.132626619552415,-0.125995316159251,sentinel2_level1C_scene,2016-02-05,5,15224,modis,2016-02-10,0,14789,modis,2016-02-09,1,15031.75,15205,,,14722.125,14703.1111111111,14779.25,14791.5,,0.1,7.7,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf4,2016-02-10,1,6,2,2016,119,"N 05°17'08.4"" ","W 003°03'40.8"" ",-3.061333,5.285667,Aedes,0,0,,,,,,,,,,,,-0.13783927621075,0.13783927621075,0.297723823975721,-0.237268518518518,sentinel2_level1C_scene,2016-01-26,15,0.074695355028242,0.074695355028242,0.044666258816802,0.019193239393944,-0.056933607079812,0.056933607079812,0.276704443115619,-0.235490160950589,sentinel2_level1C_scene,2016-01-26,15,15216,modis,2016-02-10,0,14776,modis,2016-02-09,1,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,,0.1,7.7,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf1,2016-02-11,2,6,2,2016,183,"N 05°17'01.6"" ","W 003°03'30.3"" ",-3.058417,5.283778,Aedes,0,0,,,,,,,,,,,,0.063829787234043,-0.063829787234043,0.201248049921997,-0.202185792349727,sentinel2_level1C_scene,2016-01-26,16,0.090396495197449,0.090396495197449,0.048798353099161,0.017981818453265,-0.049713432664307,0.049713432664307,0.263969843019698,-0.229711743751116,sentinel2_level1C_scene,2016-01-26,16,15216,modis,2016-02-10,1,14796,modis,2016-02-11,0,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,,0.1,7.7,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf2,2016-02-11,2,6,2,2016,206,"N 05°16'57.4"" ","W 003°02'57.8"" ",-3.049389,5.282611,Aedes,0,0,,,,,,,,,,,,-0.211943481738203,0.211943481738203,0.353782013103038,-0.285633484162896,sentinel2_level1C_scene,2016-01-26,16,0.093159332926418,0.093159332926418,0.045956060604197,0.027287182587722,-0.099480504908085,0.099480504908085,0.289475978633415,-0.243380946437773,sentinel2_level1C_scene,2016-01-26,16,15224,modis,2016-02-10,1,14805,modis,2016-02-11,0,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,,0.1,7.7,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf3,2016-02-11,2,6,2,2016,239,"N 05°17'42.2"" ","W 003°03'33.1"" ",-3.059194,5.295056,Aedes,0,0,,,,,,,,,,,,-0.065130704474967,0.065130704474967,0.132626619552415,-0.125995316159251,sentinel2_level1C_scene,2016-02-05,6,0,0,0,0,-0.065130704474967,0.065130704474967,0.132626619552415,-0.125995316159251,sentinel2_level1C_scene,2016-02-05,6,15224,modis,2016-02-10,1,14805,modis,2016-02-11,0,15031.75,15205,,,14722.125,14703.1111111111,14779.25,14791.5,,0.1,7.7,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf4,2016-02-11,2,6,2,2016,119,"N 05°17'08.4"" ","W 003°03'40.8"" ",-3.061333,5.285667,Aedes,0,0,,,,,,,,,,,,-0.13783927621075,0.13783927621075,0.297723823975721,-0.237268518518518,sentinel2_level1C_scene,2016-01-26,16,0.074695355028242,0.074695355028242,0.044666258816802,0.019193239393944,-0.056933607079812,0.056933607079812,0.276704443115619,-0.235490160950589,sentinel2_level1C_scene,2016-01-26,16,15216,modis,2016-02-10,1,14796,modis,2016-02-11,0,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,,0.1,7.7,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf1,2016-02-12,3,6,2,2016,183,"N 05°17'01.6"" ","W 003°03'30.3"" ",-3.058417,5.283778,Aedes,0,0,,,,,,,,,,,,0.063829787234043,-0.063829787234043,0.201248049921997,-0.202185792349727,sentinel2_level1C_scene,2016-01-26,17,0.090396495197449,0.090396495197449,0.048798353099161,0.017981818453265,-0.049713432664307,0.049713432664307,0.263969843019698,-0.229711743751116,sentinel2_level1C_scene,2016-01-26,17,15118,modis,2016-02-12,0,14796,modis,2016-02-11,1,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,,,7.7,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf2,2016-02-12,3,6,2,2016,206,"N 05°16'57.4"" ","W 003°02'57.8"" ",-3.049389,5.282611,Aedes,0,0,,,,,,,,,,,,-0.211943481738203,0.211943481738203,0.353782013103038,-0.285633484162896,sentinel2_level1C_scene,2016-01-26,17,0.093159332926418,0.093159332926418,0.045956060604197,0.027287182587722,-0.099480504908085,0.099480504908085,0.289475978633415,-0.243380946437773,sentinel2_level1C_scene,2016-01-26,17,15132,modis,2016-02-12,0,14805,modis,2016-02-11,1,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,,,7.7,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf3,2016-02-12,3,6,2,2016,239,"N 05°17'42.2"" ","W 003°03'33.1"" ",-3.059194,5.295056,Aedes,0,0,,,,,,,,,,,,-0.065130704474967,0.065130704474967,0.132626619552415,-0.125995316159251,sentinel2_level1C_scene,2016-02-05,7,0,0,0,0,-0.065130704474967,0.065130704474967,0.132626619552415,-0.125995316159251,sentinel2_level1C_scene,2016-02-05,7,15186,modis,2016-02-12,0,14805,modis,2016-02-11,1,15031.75,15205,,,14722.125,14703.1111111111,14779.25,14791.5,,,7.7,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf4,2016-02-12,3,6,2,2016,119,"N 05°17'08.4"" ","W 003°03'40.8"" ",-3.061333,5.285667,Aedes,0,0,,,,,,,,,,,,-0.13783927621075,0.13783927621075,0.297723823975721,-0.237268518518518,sentinel2_level1C_scene,2016-01-26,17,0.074695355028242,0.074695355028242,0.044666258816802,0.019193239393944,-0.056933607079812,0.056933607079812,0.276704443115619,-0.235490160950589,sentinel2_level1C_scene,2016-01-26,17,15118,modis,2016-02-12,0,14796,modis,2016-02-11,1,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,,,7.7,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf1,2016-03-07,1,10,3,2016,183,"N 05°17'01.6"" ","W 003°03'30.3"" ",-3.058417,5.283778,Aedes,0,0,,,,,,,,,,,,0.09211852449103,-0.09211852449103,0.151035011500128,-0.160226687274601,sentinel2_level1C_scene,2016-02-15,21,0.09560460994206,0.09560460994206,0.057812054281592,0.045475895648376,-0.048490214811652,0.048490214811652,0.220726683205236,-0.185736369463499,sentinel2_level1C_scene,2016-02-15,21,,,,,14733,modis,2016-03-03,4,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,7.3,20.5,34.8,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf2,2016-03-07,1,10,3,2016,206,"N 05°16'57.4"" ","W 003°02'57.8"" ",-3.049389,5.282611,Aedes,0,0,,,,,,,,,,,,-0.202139037433155,0.202139037433155,0.331359194551377,-0.257270693512304,sentinel2_level1C_scene,2016-02-15,21,0.112696721754443,0.112696721754443,0.051413233242154,0.048682243687959,-0.104443224689198,0.104443224689198,0.231175461095752,-0.18320236010156,sentinel2_level1C_scene,2016-02-15,21,,,,,14731,modis,2016-03-03,4,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,7.3,20.5,34.8,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf3,2016-03-07,1,10,3,2016,239,"N 05°17'42.2"" ","W 003°03'33.1"" ",-3.059194,5.295056,Aedes,0,0,,,,,,,,,,,,-0.024272906188498,0.024272906188498,0.242110845929462,-0.207839092315627,sentinel2_level1C_scene,2016-02-15,21,0.036737992165181,0.036737992165181,0.046142350126275,0.026004161781324,-0.027462817616955,0.027462817616955,0.237079980112417,-0.204351810488549,sentinel2_level1C_scene,2016-02-15,21,,,,,14730,modis,2016-03-03,4,15031.75,15205,,,14722.125,14703.1111111111,14779.25,14791.5,7.3,20.5,34.8,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf4,2016-03-07,1,10,3,2016,119,"N 05°17'08.4"" ","W 003°03'40.8"" ",-3.061333,5.285667,Aedes,0,0,,,,,,,,,,,,-0.088441740758072,0.088441740758072,0.283664459161148,-0.231339332980413,sentinel2_level1C_scene,2016-02-15,21,0.081078289666517,0.081078289666517,0.052267588999804,0.04134000607795,-0.051698969341296,0.051698969341296,0.225972286969038,-0.18670370163684,sentinel2_level1C_scene,2016-02-15,21,,,,,14733,modis,2016-03-03,4,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,7.3,20.5,34.8,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf1,2016-03-08,2,10,3,2016,183,"N 05°17'01.6"" ","W 003°03'30.3"" ",-3.058417,5.283778,Aedes,0,0,,,,,,,,,,,,0.09211852449103,-0.09211852449103,0.151035011500128,-0.160226687274601,sentinel2_level1C_scene,2016-02-15,22,0.09560460994206,0.09560460994206,0.057812054281592,0.045475895648376,-0.048490214811652,0.048490214811652,0.220726683205236,-0.185736369463499,sentinel2_level1C_scene,2016-02-15,22,,,,,14733,modis,2016-03-03,5,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,7.2,26.2,40.5,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf2,2016-03-08,2,10,3,2016,206,"N 05°16'57.4"" ","W 003°02'57.8"" ",-3.049389,5.282611,Aedes,0,0,,,,,,,,,,,,-0.202139037433155,0.202139037433155,0.331359194551377,-0.257270693512304,sentinel2_level1C_scene,2016-02-15,22,0.112696721754443,0.112696721754443,0.051413233242154,0.048682243687959,-0.104443224689198,0.104443224689198,0.231175461095752,-0.18320236010156,sentinel2_level1C_scene,2016-02-15,22,,,,,14731,modis,2016-03-03,5,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,7.2,26.2,40.5,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf3,2016-03-08,2,10,3,2016,239,"N 05°17'42.2"" ","W 003°03'33.1"" ",-3.059194,5.295056,Aedes,0,0,,,,,,,,,,,,-0.024272906188498,0.024272906188498,0.242110845929462,-0.207839092315627,sentinel2_level1C_scene,2016-02-15,22,0.036737992165181,0.036737992165181,0.046142350126275,0.026004161781324,-0.027462817616955,0.027462817616955,0.237079980112417,-0.204351810488549,sentinel2_level1C_scene,2016-02-15,22,,,,,14730,modis,2016-03-03,5,15031.75,15205,,,14722.125,14703.1111111111,14779.25,14791.5,7.2,26.2,40.5,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf4,2016-03-08,2,10,3,2016,119,"N 05°17'08.4"" ","W 003°03'40.8"" ",-3.061333,5.285667,Aedes,0,0,,,,,,,,,,,,-0.088441740758072,0.088441740758072,0.283664459161148,-0.231339332980413,sentinel2_level1C_scene,2016-02-15,22,0.081078289666517,0.081078289666517,0.052267588999804,0.04134000607795,-0.051698969341296,0.051698969341296,0.225972286969038,-0.18670370163684,sentinel2_level1C_scene,2016-02-15,22,,,,,14733,modis,2016-03-03,5,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,7.2,26.2,40.5,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf1,2016-03-09,3,10,3,2016,183,"N 05°17'01.6"" ","W 003°03'30.3"" ",-3.058417,5.283778,Aedes,0,0,,,,,,,,,,,,0.09211852449103,-0.09211852449103,0.151035011500128,-0.160226687274601,sentinel2_level1C_scene,2016-02-15,23,0.09560460994206,0.09560460994206,0.057812054281592,0.045475895648376,-0.048490214811652,0.048490214811652,0.220726683205236,-0.185736369463499,sentinel2_level1C_scene,2016-02-15,23,,,,,14752,modis,2016-03-09,0,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,7.5,26.9,41.2,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf2,2016-03-09,3,10,3,2016,206,"N 05°16'57.4"" ","W 003°02'57.8"" ",-3.049389,5.282611,Aedes,0,0,,,,,,,,,,,,-0.202139037433155,0.202139037433155,0.331359194551377,-0.257270693512304,sentinel2_level1C_scene,2016-02-15,23,0.112696721754443,0.112696721754443,0.051413233242154,0.048682243687959,-0.104443224689198,0.104443224689198,0.231175461095752,-0.18320236010156,sentinel2_level1C_scene,2016-02-15,23,,,,,14779,modis,2016-03-09,0,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,7.5,26.9,41.2,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf3,2016-03-09,3,10,3,2016,239,"N 05°17'42.2"" ","W 003°03'33.1"" ",-3.059194,5.295056,Aedes,0,0,,,,,,,,,,,,-0.024272906188498,0.024272906188498,0.242110845929462,-0.207839092315627,sentinel2_level1C_scene,2016-02-15,23,0.036737992165181,0.036737992165181,0.046142350126275,0.026004161781324,-0.027462817616955,0.027462817616955,0.237079980112417,-0.204351810488549,sentinel2_level1C_scene,2016-02-15,23,,,,,14754,modis,2016-03-09,0,15031.75,15205,,,14722.125,14703.1111111111,14779.25,14791.5,7.5,26.9,41.2,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf4,2016-03-09,3,10,3,2016,119,"N 05°17'08.4"" ","W 003°03'40.8"" ",-3.061333,5.285667,Aedes,0,0,,,,,,,,,,,,-0.088441740758072,0.088441740758072,0.283664459161148,-0.231339332980413,sentinel2_level1C_scene,2016-02-15,23,0.081078289666517,0.081078289666517,0.052267588999804,0.04134000607795,-0.051698969341296,0.051698969341296,0.225972286969038,-0.18670370163684,sentinel2_level1C_scene,2016-02-15,23,,,,,14752,modis,2016-03-09,0,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,7.5,26.9,41.2,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf1,2016-04-04,1,14,4,2016,183,"N 05°17'01.6"" ","W 003°03'30.3"" ",-3.058417,5.283778,Aedes,1,1,,,,,,,,,,,,0.059413462999544,-0.059413462999544,0.276815181518152,-0.285832987120897,sentinel2_level1C_scene,2016-03-26,9,0.098245814340476,0.098245814340476,0.121756801779235,0.071300186553914,-0.076941568561371,0.076941568561371,0.40218482655271,-0.357464404706665,sentinel2_level1C_scene,2016-03-26,9,,,,,14752,modis,2016-04-04,0,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,19.7,77.5,198.2,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf2,2016-04-04,1,14,4,2016,206,"N 05°16'57.4"" ","W 003°02'57.8"" ",-3.049389,5.282611,Aedes,0,0,,,,,,,,,,,,-0.325536062378168,0.325536062378168,0.520119225037258,-0.386340468909276,sentinel2_level1C_scene,2016-03-26,9,0.105819243084547,0.105819243084547,0.112316929751129,0.095528732924655,-0.199321938702024,0.199321938702024,0.481619455004171,-0.383485558505421,sentinel2_level1C_scene,2016-03-26,9,,,,,14748,modis,2016-04-04,0,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,19.7,77.5,198.2,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf3,2016-04-04,1,14,4,2016,239,"N 05°17'42.2"" ","W 003°03'33.1"" ",-3.059194,5.295056,Aedes,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,-0.038120429438307,0.038120429438307,0.328554360812425,-0.31493890421758,sentinel2_level1C_scene,2016-03-26,9,,,,,14764,modis,2016-04-04,0,15031.75,15205,,,14722.125,14703.1111111111,14779.25,14791.5,19.7,77.5,198.2,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf4,2016-04-04,1,14,4,2016,119,"N 05°17'08.4"" ","W 003°03'40.8"" ",-3.061333,5.285667,Aedes,0,0,,,,,,,,,,,,-0.12474373127267,0.12474373127267,0.405874236152178,-0.355893536121673,sentinel2_level1C_scene,2016-03-26,9,0.094256018946931,0.094256018946931,0.110651276576027,0.071831174502991,-0.093988599676683,0.093988599676683,0.392387760865757,-0.340936062772424,sentinel2_level1C_scene,2016-03-26,9,,,,,14752,modis,2016-04-04,0,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,19.7,77.5,198.2,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf1,2016-04-05,2,14,4,2016,183,"N 05°17'01.6"" ","W 003°03'30.3"" ",-3.058417,5.283778,Aedes,0,0,,,,,,,,,,,,0.059413462999544,-0.059413462999544,0.276815181518152,-0.285832987120897,sentinel2_level1C_scene,2016-03-26,10,0,0,0,0,-0.226611226611227,0.226611226611227,0.292796494111202,-0.232054293918037,sentinel2_level1C_scene,2016-04-05,0,,,,,14752,modis,2016-04-04,1,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,17.6,77.6,198.6,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf2,2016-04-05,2,14,4,2016,206,"N 05°16'57.4"" ","W 003°02'57.8"" ",-3.049389,5.282611,Aedes,0,0,,,,,,,,,,,,-0.325536062378168,0.325536062378168,0.520119225037258,-0.386340468909276,sentinel2_level1C_scene,2016-03-26,10,0,0,0,0,-0.218872266973533,0.218872266973533,0.273076923076923,-0.223377223377223,sentinel2_level1C_scene,2016-04-05,0,,,,,14748,modis,2016-04-04,1,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,17.6,77.6,198.6,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf3,2016-04-05,2,14,4,2016,239,"N 05°17'42.2"" ","W 003°03'33.1"" ",-3.059194,5.295056,Aedes,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,-0.238551906017742,0.238551906017742,0.286034353995519,-0.226495726495726,sentinel2_level1C_scene,2016-04-05,0,,,,,14764,modis,2016-04-04,1,15031.75,15205,,,14722.125,14703.1111111111,14779.25,14791.5,17.6,77.6,198.6,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf4,2016-04-05,2,14,4,2016,119,"N 05°17'08.4"" ","W 003°03'40.8"" ",-3.061333,5.285667,Aedes,0,0,,,,,,,,,,,,-0.12474373127267,0.12474373127267,0.405874236152178,-0.355893536121673,sentinel2_level1C_scene,2016-03-26,10,0.011143261803975,0.011143261803975,0.003849136201365,0.003461094519718,-0.22549605364718,0.22549605364718,0.287518748056697,-0.231122922990226,sentinel2_level1C_scene,2016-04-05,0,,,,,14752,modis,2016-04-04,1,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,17.6,77.6,198.6,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf1,2016-04-06,3,14,4,2016,183,"N 05°17'01.6"" ","W 003°03'30.3"" ",-3.058417,5.283778,Aedes,0,0,,,,,,,,,,,,0.059413462999544,-0.059413462999544,0.276815181518152,-0.285832987120897,sentinel2_level1C_scene,2016-03-26,11,0,0,0,0,-0.226611226611227,0.226611226611227,0.292796494111202,-0.232054293918037,sentinel2_level1C_scene,2016-04-05,1,,,,,14752,modis,2016-04-04,2,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,18.6,78.2,199.7,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf2,2016-04-06,3,14,4,2016,206,"N 05°16'57.4"" ","W 003°02'57.8"" ",-3.049389,5.282611,Aedes,0,0,,,,,,,,,,,,-0.325536062378168,0.325536062378168,0.520119225037258,-0.386340468909276,sentinel2_level1C_scene,2016-03-26,11,0,0,0,0,-0.218872266973533,0.218872266973533,0.273076923076923,-0.223377223377223,sentinel2_level1C_scene,2016-04-05,1,,,,,14748,modis,2016-04-04,2,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,18.6,78.2,199.7,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf3,2016-04-06,3,14,4,2016,239,"N 05°17'42.2"" ","W 003°03'33.1"" ",-3.059194,5.295056,Aedes,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,-0.238551906017742,0.238551906017742,0.286034353995519,-0.226495726495726,sentinel2_level1C_scene,2016-04-05,1,,,,,14764,modis,2016-04-04,2,15031.75,15205,,,14722.125,14703.1111111111,14779.25,14791.5,18.6,78.2,199.7,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf4,2016-04-06,3,14,4,2016,119,"N 05°17'08.4"" ","W 003°03'40.8"" ",-3.061333,5.285667,Aedes,0,0,,,,,,,,,,,,-0.12474373127267,0.12474373127267,0.405874236152178,-0.355893536121673,sentinel2_level1C_scene,2016-03-26,11,0.011143261803975,0.011143261803975,0.003849136201365,0.003461094519718,-0.22549605364718,0.22549605364718,0.287518748056697,-0.231122922990226,sentinel2_level1C_scene,2016-04-05,1,,,,,14752,modis,2016-04-04,2,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,18.6,78.2,199.7,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf1,2016-05-05,1,18,5,2016,183,"N 05°17'01.6"" ","W 003°03'30.3"" ",-3.058417,5.283778,Aedes,4,4,,,,,,,,,,,,-0.046355446355446,0.046355446355446,0.287643620237855,-0.28247339891588,sentinel2_level1C_scene,2016-05-05,0,0.072614984412636,0.072614984412636,0.111825129128668,0.077938878665279,-0.129170816502004,0.129170816502004,0.398175001907903,-0.354820605379836,sentinel2_level1C_scene,2016-05-05,0,,,,,,,,,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,68.6,73.7,309.6,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf2,2016-05-05,1,18,5,2016,206,"N 05°16'57.4"" ","W 003°02'57.8"" ",-3.049389,5.282611,Aedes,0,0,,,,,,,,,,,,-0.353260869565217,0.353260869565217,0.647915287888815,-0.542432376626058,sentinel2_level1C_scene,2016-05-05,0,0.080835270456437,0.080835270456437,0.086525233867995,0.061545769479911,-0.233801936243085,0.233801936243085,0.50372379375775,-0.431502267256618,sentinel2_level1C_scene,2016-05-05,0,,,,,,,,,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,68.6,73.7,309.6,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf3,2016-05-05,1,18,5,2016,239,"N 05°17'42.2"" ","W 003°03'33.1"" ",-3.059194,5.295056,Aedes,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,-0.097082883160982,0.097082883160982,0.287914477260373,-0.271556350626118,sentinel2_level1C_scene,2016-05-05,0,,,,,,,,,15031.75,15205,,,14722.125,14703.1111111111,14779.25,14791.5,68.6,73.7,309.6,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf4,2016-05-05,1,18,5,2016,119,"N 05°17'08.4"" ","W 003°03'40.8"" ",-3.061333,5.285667,Aedes,2,0,,,,,,,,,,,,,,,,,,,0.08410539060144,0.08410539060144,0.114478088986128,0.078252815584182,-0.15588863807873,0.15588863807873,0.426019863436564,-0.372596488626324,sentinel2_level1C_scene,2016-05-05,0,,,,,,,,,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,68.6,73.7,309.6,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf1,2016-05-06,2,18,5,2016,183,"N 05°17'01.6"" ","W 003°03'30.3"" ",-3.058417,5.283778,Aedes,1,1,,,,,,,,,,,,-0.046355446355446,0.046355446355446,0.287643620237855,-0.28247339891588,sentinel2_level1C_scene,2016-05-05,1,0.072614984412636,0.072614984412636,0.111825129128668,0.077938878665279,-0.129170816502004,0.129170816502004,0.398175001907903,-0.354820605379836,sentinel2_level1C_scene,2016-05-05,1,,,,,,,,,15034.6666666667,15167,,15149,14711.5882352941,14697.2222222222,14777.5,14788.5,12.4,77.6,315.5,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf2,2016-05-06,2,18,5,2016,206,"N 05°16'57.4"" ","W 003°02'57.8"" ",-3.049389,5.282611,Aedes,0,0,,,,,,,,,,,,-0.353260869565217,0.353260869565217,0.647915287888815,-0.542432376626058,sentinel2_level1C_scene,2016-05-05,1,0.080835270456437,0.080835270456437,0.086525233867995,0.061545769479911,-0.233801936243085,0.233801936243085,0.50372379375775,-0.431502267256618,sentinel2_level1C_scene,2016-05-05,1,,,,,,,,,15025.5,15178,,15149,14716.2352941176,14702.6666666667,14786,14790,12.4,77.6,315.5,,,,,,,,,,,,
Ehania-V1,double net trap,e-dnt-rf3,2016-05-06,2,18,5,2016,239,"N 05°17'42.2"" ","W 003°03'33.1"" ",-3.059194,5.295056,Aedes,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,-0.097082883160982,0.097082883160982,0.287914477260373,-0.271556350626118,sentinel2_level1C_scene,2016-05-05,1,,,,,,,,,15031.75,15205,,,14722.125,14703.1111111111,14779.25,14791.5,12.4,77.6,315.5,,,,,,,,,,,,
