x,y,dt_placement,month,year,region,ndvi,ndmi,ndwi,ndbi,ndvi_mean,ndmi_mean,ndwi_mean,ndbi_mean,ndvi_std,ndmi_std,ndwi_std,ndbi_std,lst_day,lst_night,lst_jan_day_mean,lst_jan_night_mean,lst_feb_day_mean,lst_feb_night_mean,lst_mar_day_mean,lst_mar_night_mean,lst_apr_day_mean,lst_apr_night_mean,acc_rainfall_1week,acc_rainfall_2week,acc_rainfall_jan
-3.050278,5.284361,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14674,15042.5555555556,14741.0833333333,,14764.2,15215.5,14701.5,15269,14700,15.8,104.3,1709
-3.050278,5.283639,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14674,15042.5555555556,14741.0833333333,,14764.2,15215.5,14701.5,15269,14700,15.8,104.3,1709
-3.054,5.287667,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14674,15042.5555555556,14741.0833333333,,14764.2,15215.5,14701.5,15269,14700,15.8,104.3,1709
-3.053611,5.287611,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14674,15042.5555555556,14741.0833333333,,14764.2,15215.5,14701.5,15269,14700,15.8,104.3,1709
-3.053083,5.287778,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14674,15042.5555555556,14741.0833333333,,14764.2,15215.5,14701.5,15269,14700,15.8,104.3,1709
-3.052889,5.287889,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14674,15042.5555555556,14741.0833333333,,14764.2,15215.5,14701.5,15269,14700,15.8,104.3,1709
-3.056556,5.288583,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.056556,5.289139,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.056556,5.289861,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.056139,5.2905,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.055583,5.291472,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14694,15034.4285714286,14741.5,14871,14767.7777777778,15181,14711,15238,14717,15.8,104.3,1709
-3.054278,5.291278,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14694,15034.4285714286,14741.5,14871,14767.7777777778,15181,14711,15238,14717,15.8,104.3,1709
-3.053472,5.290972,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14674,15042.5555555556,14741.0833333333,,14764.2,15215.5,14701.5,15269,14700,15.8,104.3,1709
-3.052417,5.290222,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14674,15042.5555555556,14741.0833333333,,14764.2,15215.5,14701.5,15269,14700,15.8,104.3,1709
-3.050472,5.288528,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14674,15042.5555555556,14741.0833333333,,14764.2,15215.5,14701.5,15269,14700,15.8,104.3,1709
-3.057361,5.287944,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.057444,5.288139,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.057361,5.287583,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.05775,5.289056,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.057806,5.289111,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.058944,5.28525,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.059222,5.285028,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.059667,5.284694,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.060083,5.28425,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.06075,5.284,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.058722,5.282889,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.058972,5.282611,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.059389,5.28225,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.060139,5.281917,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,,15000.9,14722.5833333333,,14750.2727272727,15129,14699.75,15003,14721,15.8,104.3,1709
-3.0555,5.282583,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.055694,5.28175,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,,15000.9,14722.5833333333,,14750.2727272727,15129,14699.75,15003,14721,15.8,104.3,1709
-3.055806,5.281611,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,,15000.9,14722.5833333333,,14750.2727272727,15129,14699.75,15003,14721,15.8,104.3,1709
-3.056111,5.281056,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,,15000.9,14722.5833333333,,14750.2727272727,15129,14699.75,15003,14721,15.8,104.3,1709
-3.055833,5.280028,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,,15000.9,14722.5833333333,,14750.2727272727,15129,14699.75,15003,14721,15.8,104.3,1709
-3.053417,5.280444,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,15042,,15038.3333333333,14726.5833333333,,14753.6363636364,15138,14696.75,15027,14705,15.8,104.3,1709
-3.053583,5.279417,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,15042,,15038.3333333333,14726.5833333333,,14753.6363636364,15138,14696.75,15027,14705,15.8,104.3,1709
-3.053528,5.278639,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,15042,,15038.3333333333,14726.5833333333,,14753.6363636364,15138,14696.75,15027,14705,15.8,104.3,1709
-3.053556,5.278,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,15042,,15038.3333333333,14726.5833333333,,14753.6363636364,15138,14696.75,15027,14705,15.8,104.3,1709
-3.051194,5.281722,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,15042,,15038.3333333333,14726.5833333333,,14753.6363636364,15138,14696.75,15027,14705,15.8,104.3,1709
-3.051139,5.281111,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,15042,,15038.3333333333,14726.5833333333,,14753.6363636364,15138,14696.75,15027,14705,15.8,104.3,1709
-3.051194,5.281028,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,15042,,15038.3333333333,14726.5833333333,,14753.6363636364,15138,14696.75,15027,14705,15.8,104.3,1709
-3.050222,5.278389,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,15042,,15038.3333333333,14726.5833333333,,14753.6363636364,15138,14696.75,15027,14705,15.8,104.3,1709
-3.051222,5.278806,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,15042,,15038.3333333333,14726.5833333333,,14753.6363636364,15138,14696.75,15027,14705,15.8,104.3,1709
-3.049333,5.281972,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,15042,,15038.3333333333,14726.5833333333,,14753.6363636364,15138,14696.75,15027,14705,15.8,104.3,1709
-3.049056,5.281444,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,15042,,15038.3333333333,14726.5833333333,,14753.6363636364,15138,14696.75,15027,14705,15.8,104.3,1709
-3.049194,5.280056,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,15042,,15038.3333333333,14726.5833333333,,14753.6363636364,15138,14696.75,15027,14705,15.8,104.3,1709
-3.049278,5.278694,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,15042,,15038.3333333333,14726.5833333333,,14753.6363636364,15138,14696.75,15027,14705,15.8,104.3,1709
-3.048694,5.282111,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14674,15042.5555555556,14741.0833333333,,14764.2,15215.5,14701.5,15269,14700,15.8,104.3,1709
-3.047944,5.282056,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,15042,,15038.3333333333,14726.5833333333,,14753.6363636364,15138,14696.75,15027,14705,15.8,104.3,1709
-3.047306,5.281889,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,15042,,15038.3333333333,14726.5833333333,,14753.6363636364,15138,14696.75,15027,14705,15.8,104.3,1709
-3.046806,5.28175,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,15042,,15038.3333333333,14726.5833333333,,14753.6363636364,15138,14696.75,15027,14705,15.8,104.3,1709
-3.044694,5.28125,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,15060,,15048.5,14731.5454545455,,14750.8,15127,14694,15042.5,14702,15.8,104.3,1709
-3.062,5.299778,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14694,15034.4285714286,14741.5,14871,14767.7777777778,15181,14711,15238,14717,15.8,104.3,1709
-3.046694,5.299944,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14674,15081,14741.1666666667,14871,14768.4444444444,15242,14704.5,,14745,15.8,104.3,1709
-3.048083,5.298944,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14674,15081,14741.1666666667,14871,14768.4444444444,15242,14704.5,,14745,15.8,104.3,1709
-3.048778,5.298861,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14674,15081,14741.1666666667,14871,14768.4444444444,15242,14704.5,,14745,15.8,104.3,1709
-3.050056,5.2975,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14674,15081,14741.1666666667,14871,14768.4444444444,15242,14704.5,,14745,15.8,104.3,1709
-3.051306,5.296111,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14674,15081,14741.1666666667,14871,14768.4444444444,15242,14704.5,,14745,15.8,104.3,1709
-3.051889,5.295028,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14674,15081,14741.1666666667,14871,14768.4444444444,15242,14704.5,,14745,15.8,104.3,1709
-3.052111,5.29425,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14674,15081,14741.1666666667,14871,14768.4444444444,15242,14704.5,,14745,15.8,104.3,1709
-3.051917,5.294167,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14674,15081,14741.1666666667,14871,14768.4444444444,15242,14704.5,,14745,15.8,104.3,1709
-3.058639,5.289444,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.060083,5.28975,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.0605,5.289944,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.060917,5.290278,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.060306,5.286083,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.0605,5.286083,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.060861,5.285861,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.061139,5.285861,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.057806,5.284028,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.058139,5.283778,2022-12-12,12,2022,Ivory Coast,,,,,,,,,,,,,,14696,15006.2857142857,14739,,14755.7777777778,15186.5,14707.5,15209,14721,15.8,104.3,1709
-3.998417,5.325222,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.998333,5.325139,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.999528,5.325056,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.997944,5.324389,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.997778,5.324028,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.998194,5.324056,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.998472,5.324361,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.998639,5.32475,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.998778,5.325,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.998361,5.323389,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.998722,5.323111,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.998806,5.323083,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.999056,5.322944,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.999278,5.322778,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.999806,5.322528,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-4.000556,5.322278,2022-12-12,12,2022,Ivory Coast,-0.136913129041327,0.115957833515085,0.121853546910755,-0.115957833515085,0.0253910622976612,0.138967522300641,0.0286836391341765,-0.138967522300641,0.026782850745817,0.128048184505642,0.00288594734870472,0.128048184505642,,,,,,,,,,,15.4,58.7,1832.4
-4.000667,5.322139,2022-12-12,12,2022,Ivory Coast,-0.136913129041327,0.115957833515085,0.121853546910755,-0.115957833515085,0.0253910622976612,0.138967522300641,0.0286836391341765,-0.138967522300641,0.026782850745817,0.128048184505642,0.00288594734870472,0.128048184505642,,,,,,,,,,,15.4,58.7,1832.4
-4.001528,5.321917,2022-12-12,12,2022,Ivory Coast,-0.136913129041327,0.115957833515085,0.121853546910755,-0.115957833515085,0.0253910622976612,0.138967522300641,0.0286836391341765,-0.138967522300641,0.026782850745817,0.128048184505642,0.00288594734870472,0.128048184505642,,,,,,,,,,,15.4,58.7,1832.4
-4.002139,5.321944,2022-12-12,12,2022,Ivory Coast,,,,,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0,0,0,0,,,,,,,,,,,15.4,58.7,1832.4
-4.002139,5.322278,2022-12-12,12,2022,Ivory Coast,,,,,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0,0,0,0,,,,,,,,,,,15.4,58.7,1832.4
-4.001833,5.322333,2022-12-12,12,2022,Ivory Coast,-0.136913129041327,0.115957833515085,0.121853546910755,-0.115957833515085,0.0253910622976612,0.138967522300641,0.0286836391341765,-0.138967522300641,0.026782850745817,0.128048184505642,0.00288594734870472,0.128048184505642,,,,,,,,,,,15.4,58.7,1832.4
-4.001472,5.322417,2022-12-12,12,2022,Ivory Coast,-0.136913129041327,0.115957833515085,0.121853546910755,-0.115957833515085,0.0253910622976612,0.138967522300641,0.0286836391341765,-0.138967522300641,0.026782850745817,0.128048184505642,0.00288594734870472,0.128048184505642,,,,,,,,,,,15.4,58.7,1832.4
-4.001194,5.322583,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.000917,5.322639,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.000639,5.322833,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.000306,5.323,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.000222,5.323056,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-3.9995,5.323333,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.999333,5.323444,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.999306,5.324278,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.999444,5.324028,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.999722,5.324,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.999889,5.323972,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-4.000389,5.323694,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.000806,5.323528,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.001389,5.323111,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.001778,5.323,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.002306,5.322806,2022-12-12,12,2022,Ivory Coast,0.0886543535620053,0.0245840576111249,-0.0650490449148167,-0.0245840576111249,0.12051000826486,0.0258078133618902,-0.0937681568348316,-0.0258078133618902,0.0954193752281268,0.0161179077821603,0.0901582533840211,0.0161179077821603,,,,,,,,,,,15.4,58.7,1832.4
-4.002028,5.323472,2022-12-12,12,2022,Ivory Coast,0.0886543535620053,0.0245840576111249,-0.0650490449148167,-0.0245840576111249,0.12051000826486,0.0258078133618902,-0.0937681568348316,-0.0258078133618902,0.0954193752281268,0.0161179077821603,0.0901582533840211,0.0161179077821603,,,,,,,,,,,15.4,58.7,1832.4
-4.001556,5.323611,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.00075,5.324222,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.000167,5.324333,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-3.999611,5.324389,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-4.000611,5.324694,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
