id,dt_placement,week,month,year,method,health district,site,longitude,latitude,x,y,altitude,genus,total,country_code,nuts0_code,nuts0_name,nuts1_code,nuts1_name,nuts2_code,nuts2_name,nuts3_code,nuts3_name,lau1_municipality,lau2_settlement,ndbi,ndmi,ndvi,ndwi,ndi_mission,ndi_acquisition,ndi_dates_diff,ndbi_std,ndmi_std,ndvi_std,ndwi_std,ndbi_mean,ndmi_mean,ndvi_mean,ndwi_mean,ndi_measures_mission,ndi_measures_acquisition,ndi_measures_dates_diff,lst_day,lst_day_mission,lst_day_acquisition,lst_day_diff,lst_night,lst_night_mission,lst_night_acquisition,lst_night_diff,lst_jan_day_mean,lst_feb_day_mean,lst_mar_day_mean,lst_apr_day_mean,lst_jan_night_mean,lst_feb_night_mean,lst_mar_night_mean,lst_apr_night_mean,acc_rainfall_1week,acc_rainfall_2week,acc_rainfall_jan,sp_cnt_1km,biol_cnt_1km,wc_l_1km,pg_area_1km,fs_area_1km,wc_mean_dist_1km,coast_mean_dist_1km,dem_mean_1km,slope_mean_1km,aspect_mean_1km,waw_mean_1km,flow_accu_1km,point,day,total_all_aedes,methods,sampling point,ecozone,aedesspecies,aedesfemale,aedesmale,station_id
T4.1,2020-09-16,38,9,2020,Prokopack aspirtor,Treichville,Entente,388909,586182,-4.002558,5.302408,12,Aedes,1,,,,,,,,,,,,0.0905634289664709,-0.0905634289664709,-0.018100391864154,0.0011389521640089,sentinel2_level1C_scene,2020-09-16,0.0,0.018511132285313,0.018511132285313,0.002493565362735,0.010038992278427,0.084035567854968,-0.084035567854968,-0.0170632927144089,0.003478512591979,sentinel2_level1C_scene,2020-09-16,0.0,,,,,14568.0,modis,2020-09-14,2.0,15185.25,15377.75,15495.75,15469.6666666667,14860.428571428602,14899.6,14866.0,14885.5,19.6,29.2,1141.233424,,,,,,,,,,,,,,,,,,,,,,0
T4.2,2020-09-16,38,9,2020,Prokopack aspirtor,Treichville,Entente,388964,586259,-4.002063,5.303105,4,Aedes,3,,,,,,,,,,,,0.0905634289664709,-0.0905634289664709,-0.018100391864154,0.0011389521640089,sentinel2_level1C_scene,2020-09-16,0.0,0.018511132285313,0.018511132285313,0.002493565362735,0.010038992278427,0.084035567854968,-0.084035567854968,-0.0170632927144089,0.003478512591979,sentinel2_level1C_scene,2020-09-16,0.0,,,,,14568.0,modis,2020-09-14,2.0,15185.25,15377.75,15495.75,15469.6666666667,14860.428571428602,14899.6,14866.0,14885.5,19.6,29.2,1141.233424,,,,,,,,,,,,,,,,,,,,,,1
T4.3,2020-09-16,38,9,2020,Prokopack aspirtor,Treichville,Entente,389033,586335,-4.001441,5.303794,10,Aedes,1,,,,,,,,,,,,0.09638178415471,-0.09638178415471,-0.0159646739130439,-0.010816468946267,sentinel2_level1C_scene,2020-09-16,0.0,0.0187117939244269,0.0187117939244269,0.00222061385836,0.00945072866985,0.090202082261586,-0.090202082261586,-0.017461955499588,0.00337419130844,sentinel2_level1C_scene,2020-09-16,0.0,,,,,14568.0,modis,2020-09-14,2.0,15166.2142857143,15366.4,15520.75,15500.0,14854.428571428602,14888.2666666667,14865.428571428602,14856.0,19.6,29.2,1141.233424,,,,,,,,,,,,,,,,,,,,,,2
T4.4,2020-09-16,38,9,2020,Prokopack aspirtor,Treichville,Entente,388880,586262,-4.002821,5.303131,35,Aedes,2,,,,,,,,,,,,0.0905634289664709,-0.0905634289664709,-0.018100391864154,0.0011389521640089,sentinel2_level1C_scene,2020-09-16,0.0,0.018511132285313,0.018511132285313,0.002493565362735,0.010038992278427,0.084035567854968,-0.084035567854968,-0.0170632927144089,0.003478512591979,sentinel2_level1C_scene,2020-09-16,0.0,,,,,14568.0,modis,2020-09-14,2.0,15185.25,15377.75,15495.75,15469.6666666667,14860.428571428602,14899.6,14866.0,14885.5,19.6,29.2,1141.233424,,,,,,,,,,,,,,,,,,,,,,3
T4.5,2020-09-16,38,9,2020,Prokopack aspirtor,Treichville,Entente,389022,586240,-4.001539,5.302934,86,Aedes,4,,,,,,,,,,,,0.09638178415471,-0.09638178415471,-0.0159646739130439,-0.010816468946267,sentinel2_level1C_scene,2020-09-16,0.0,0.0187117939244269,0.0187117939244269,0.00222061385836,0.00945072866985,0.090202082261586,-0.090202082261586,-0.017461955499588,0.00337419130844,sentinel2_level1C_scene,2020-09-16,0.0,,,,,14568.0,modis,2020-09-14,2.0,15166.2142857143,15366.4,15520.75,15500.0,14854.428571428602,14888.2666666667,14865.428571428602,14856.0,19.6,29.2,1141.233424,,,,,,,,,,,,,,,,,,,,,,4
T4.6,2020-09-16,38,9,2020,Prokopack aspirtor,Treichville,Entente,388978,586363,-4.001938,5.304046,11,Aedes,0,,,,,,,,,,,,0.09638178415471,-0.09638178415471,-0.0159646739130439,-0.010816468946267,sentinel2_level1C_scene,2020-09-16,0.0,0.018511132285313,0.018511132285313,0.002493565362735,0.010038992278427,0.084035567854968,-0.084035567854968,-0.0170632927144089,0.003478512591979,sentinel2_level1C_scene,2020-09-16,0.0,,,,,14568.0,modis,2020-09-14,2.0,15166.2142857143,15366.4,15520.75,15500.0,14854.428571428602,14888.2666666667,14865.428571428602,14856.0,19.6,29.2,1141.233424,,,,,,,,,,,,,,,,,,,,,,5
T4.7,2020-09-16,38,9,2020,Prokopack aspirtor,Treichville,Entente,388914,586076,-4.002511,5.301449,7,Aedes,2,,,,,,,,,,,,0.0905634289664709,-0.0905634289664709,-0.018100391864154,0.0011389521640089,sentinel2_level1C_scene,2020-09-16,0.0,0.018511132285313,0.018511132285313,0.002493565362735,0.010038992278427,0.084035567854968,-0.084035567854968,-0.0170632927144089,0.003478512591979,sentinel2_level1C_scene,2020-09-16,0.0,,,,,14568.0,modis,2020-09-14,2.0,15185.25,15377.75,15495.75,15469.6666666667,14860.428571428602,14899.6,14866.0,14885.5,19.6,29.2,1141.233424,,,,,,,,,,,,,,,,,,,,,,6
T4.8,2020-09-16,38,9,2020,Prokopack aspirtor,Treichville,Entente,388899,586275,-4.00265,5.303249,9,Aedes,4,,,,,,,,,,,,0.0905634289664709,-0.0905634289664709,-0.018100391864154,0.0011389521640089,sentinel2_level1C_scene,2020-09-16,0.0,0.018511132285313,0.018511132285313,0.002493565362735,0.010038992278427,0.084035567854968,-0.084035567854968,-0.0170632927144089,0.003478512591979,sentinel2_level1C_scene,2020-09-16,0.0,,,,,14568.0,modis,2020-09-14,2.0,15185.25,15377.75,15495.75,15469.6666666667,14860.428571428602,14899.6,14866.0,14885.5,19.6,29.2,1141.233424,,,,,,,,,,,,,,,,,,,,,,7
T4.9,2020-09-16,38,9,2020,Prokopack aspirtor,Treichville,Entente,388833,586189,-4.003244,5.30247,14,Aedes,2,,,,,,,,,,,,0.0905634289664709,-0.0905634289664709,-0.018100391864154,0.0011389521640089,sentinel2_level1C_scene,2020-09-16,0.0,0.018511132285313,0.018511132285313,0.002493565362735,0.010038992278427,0.084035567854968,-0.084035567854968,-0.0170632927144089,0.003478512591979,sentinel2_level1C_scene,2020-09-16,0.0,,,,,14568.0,modis,2020-09-14,2.0,15185.25,15377.75,15495.75,15469.6666666667,14860.428571428602,14899.6,14866.0,14885.5,19.6,29.2,1141.233424,,,,,,,,,,,,,,,,,,,,,,8
T4.10,2020-09-16,38,9,2020,Prokopack aspirtor,Treichville,Entente,388939,586261,-4.002288,5.303123,7,Aedes,11,,,,,,,,,,,,0.0905634289664709,-0.0905634289664709,-0.018100391864154,0.0011389521640089,sentinel2_level1C_scene,2020-09-16,0.0,0.018511132285313,0.018511132285313,0.002493565362735,0.010038992278427,0.084035567854968,-0.084035567854968,-0.0170632927144089,0.003478512591979,sentinel2_level1C_scene,2020-09-16,0.0,,,,,14568.0,modis,2020-09-14,2.0,15185.25,15377.75,15495.75,15469.6666666667,14860.428571428602,14899.6,14866.0,14885.5,19.6,29.2,1141.233424,,,,,,,,,,,,,,,,,,,,,,9
B4.1,2020-09-24,39,9,2020,Prokopack aspirtor,Bingerville,Gbagba,401621,591451,-3.887915,5.350244,18,Aedes,6,,,,,,,,,,,,0.1740391588107319,-0.1740391588107319,0.087350835322196,-0.137862137862138,sentinel2_level1C_scene,2020-09-01,23.0,0.0,0.0,0.0,0.0,-0.0480109739369,0.0480109739369,0.066046511627907,-0.0403994552882429,sentinel2_level1C_scene,2020-09-11,13.0,,,,,14601.0,modis,2020-09-18,6.0,15091.0833333333,15298.571428571398,15384.3333333333,15536.0,14801.428571428602,14866.7857142857,14835.7142857143,14862.0,9.5,26.5,1152.083123,,,,,,,,,,,,,,,,,,,,,,10
B4.2,2020-09-24,39,9,2020,Prokopack aspirtor,Bingerville,Gbagba,402056,591536,-3.88399,5.351018,28,Aedes,1,,,,,,,,,,,,0.063120118218282,-0.063120118218282,0.180633147113594,-0.1781258295726039,sentinel2_level1C_scene,2020-09-01,23.0,0.039596503499505,0.039596503499505,0.04590185032009,0.045397012519681,0.130576111230862,-0.130576111230862,0.1214329523991609,-0.152568111112814,sentinel2_level1C_scene,2020-09-01,23.0,,,,,14598.0,modis,2020-09-18,6.0,15108.5,15308.571428571398,15413.3333333333,15428.5,14800.0952380952,14864.2857142857,14837.0,14849.0,9.5,26.5,1152.083123,,,,,,,,,,,,,,,,,,,,,,11
B4.3,2020-09-24,39,9,2020,Prokopack aspirtor,Bingerville,Gbagba,401850,591465,-3.885848,5.350373,24,Aedes,2,,,,,,,,,,,,0.1740391588107319,-0.1740391588107319,0.087350835322196,-0.137862137862138,sentinel2_level1C_scene,2020-09-01,23.0,0.0,0.0,0.0,0.0,-0.0480109739369,0.0480109739369,0.066046511627907,-0.0403994552882429,sentinel2_level1C_scene,2020-09-11,13.0,,,,,14601.0,modis,2020-09-18,6.0,15091.0833333333,15298.571428571398,15384.3333333333,15536.0,14801.428571428602,14866.7857142857,14835.7142857143,14862.0,9.5,26.5,1152.083123,,,,,,,,,,,,,,,,,,,,,,12
B4.4,2020-09-24,39,9,2020,Prokopack aspirtor,Bingerville,Gbagba,401711,591593,-3.887104,5.351529,20,Aedes,1,,,,,,,,,,,,0.1740391588107319,-0.1740391588107319,0.087350835322196,-0.137862137862138,sentinel2_level1C_scene,2020-09-01,23.0,0.0,0.0,0.0,0.0,-0.0480109739369,0.0480109739369,0.066046511627907,-0.0403994552882429,sentinel2_level1C_scene,2020-09-11,13.0,,,,,14601.0,modis,2020-09-18,6.0,15091.0833333333,15298.571428571398,15384.3333333333,15536.0,14801.428571428602,14866.7857142857,14835.7142857143,14862.0,9.5,26.5,1152.083123,,,,,,,,,,,,,,,,,,,,,,13
B4.5,2020-09-24,39,9,2020,Prokopack aspirtor,Bingerville,Gbagba,401686,591537,-3.887329,5.351022,22,Aedes,4,,,,,,,,,,,,0.1740391588107319,-0.1740391588107319,0.087350835322196,-0.137862137862138,sentinel2_level1C_scene,2020-09-01,23.0,0.0,0.0,0.0,0.0,-0.0480109739369,0.0480109739369,0.066046511627907,-0.0403994552882429,sentinel2_level1C_scene,2020-09-11,13.0,,,,,14601.0,modis,2020-09-18,6.0,15091.0833333333,15298.571428571398,15384.3333333333,15536.0,14801.428571428602,14866.7857142857,14835.7142857143,14862.0,9.5,26.5,1152.083123,,,,,,,,,,,,,,,,,,,,,,14
B4.6,2020-09-24,39,9,2020,Prokopack aspirtor,Bingerville,Gbagba,401739,591494,-3.886851,5.350634,24,Aedes,1,,,,,,,,,,,,0.1740391588107319,-0.1740391588107319,0.087350835322196,-0.137862137862138,sentinel2_level1C_scene,2020-09-01,23.0,0.0,0.0,0.0,0.0,-0.0480109739369,0.0480109739369,0.066046511627907,-0.0403994552882429,sentinel2_level1C_scene,2020-09-11,13.0,,,,,14601.0,modis,2020-09-18,6.0,15091.0833333333,15298.571428571398,15384.3333333333,15536.0,14801.428571428602,14866.7857142857,14835.7142857143,14862.0,9.5,26.5,1152.083123,,,,,,,,,,,,,,,,,,,,,,15
B4.7,2020-09-24,39,9,2020,Prokopack aspirtor,Bingerville,Gbagba,401587,591586,-3.888223,5.351464,14,Aedes,0,,,,,,,,,,,,0.1740391588107319,-0.1740391588107319,0.087350835322196,-0.137862137862138,sentinel2_level1C_scene,2020-09-01,23.0,0.0,0.0,0.0,0.0,-0.0480109739369,0.0480109739369,0.066046511627907,-0.0403994552882429,sentinel2_level1C_scene,2020-09-11,13.0,,,,,14601.0,modis,2020-09-18,6.0,15091.0833333333,15298.571428571398,15384.3333333333,15536.0,14801.428571428602,14866.7857142857,14835.7142857143,14862.0,9.5,26.5,1152.083123,,,,,,,,,,,,,,,,,,,,,,16
B4.8,2020-09-24,39,9,2020,Prokopack aspirtor,Bingerville,Gbagba,401650,591538,-3.887654,5.351031,13,Aedes,4,,,,,,,,,,,,0.1740391588107319,-0.1740391588107319,0.087350835322196,-0.137862137862138,sentinel2_level1C_scene,2020-09-01,23.0,0.0,0.0,0.0,0.0,-0.0480109739369,0.0480109739369,0.066046511627907,-0.0403994552882429,sentinel2_level1C_scene,2020-09-11,13.0,,,,,14601.0,modis,2020-09-18,6.0,15091.0833333333,15298.571428571398,15384.3333333333,15536.0,14801.428571428602,14866.7857142857,14835.7142857143,14862.0,9.5,26.5,1152.083123,,,,,,,,,,,,,,,,,,,,,,17
B4.9,2020-09-24,39,9,2020,Prokopack aspirtor,Bingerville,Gbagba,402026,591519,-3.884261,5.350864,23,Aedes,6,,,,,,,,,,,,0.063120118218282,-0.063120118218282,0.180633147113594,-0.1781258295726039,sentinel2_level1C_scene,2020-09-01,23.0,0.039596503499505,0.039596503499505,0.04590185032009,0.045397012519681,0.130576111230862,-0.130576111230862,0.1214329523991609,-0.152568111112814,sentinel2_level1C_scene,2020-09-01,23.0,,,,,14598.0,modis,2020-09-18,6.0,15108.5,15308.571428571398,15413.3333333333,15428.5,14800.0952380952,14864.2857142857,14837.0,14849.0,9.5,26.5,1152.083123,,,,,,,,,,,,,,,,,,,,,,18
B4.10,2020-09-24,39,9,2020,Prokopack aspirtor,Bingerville,Gbagba,402025,591521,-3.88427,5.350882,27,Aedes,3,,,,,,,,,,,,0.063120118218282,-0.063120118218282,0.180633147113594,-0.1781258295726039,sentinel2_level1C_scene,2020-09-01,23.0,0.039596503499505,0.039596503499505,0.04590185032009,0.045397012519681,0.130576111230862,-0.130576111230862,0.1214329523991609,-0.152568111112814,sentinel2_level1C_scene,2020-09-01,23.0,,,,,14598.0,modis,2020-09-18,6.0,15108.5,15308.571428571398,15413.3333333333,15428.5,14800.0952380952,14864.2857142857,14837.0,14849.0,9.5,26.5,1152.083123,,,,,,,,,,,,,,,,,,,,,,19
C4.1,2020-09-18,38,9,2020,Prokopack aspirtor,Cocody,Aïba,392644,591153,-3.968925,5.347426,54,Aedes,3,,,,,,,,,,,,0.235792850595784,-0.235792850595784,0.036357986326911,-0.07981220657277,sentinel2_level1C_scene,2020-09-11,7.0,0.0,0.0,0.0,0.0,0.118208028387669,-0.118208028387669,0.000503271263211,-0.001763668430335,sentinel2_level1C_scene,2020-09-16,2.0,,,,,14617.0,modis,2020-09-18,0.0,15186.9230769231,15218.25,15340.0,15484.4,14847.95,14903.2857142857,14857.8333333333,14893.5,14.8,27.65,1211.466649,,,,,,,,,,,,,,,,,,,,,,20
C4.2,2020-09-18,38,9,2020,Prokopack aspirtor,Cocody,Aïba,392581,591026,-3.969491,5.346276,36,Aedes,1,,,,,,,,,,,,0.235792850595784,-0.235792850595784,0.036357986326911,-0.07981220657277,sentinel2_level1C_scene,2020-09-11,7.0,0.0,0.0,0.0,0.0,0.118208028387669,-0.118208028387669,0.000503271263211,-0.001763668430335,sentinel2_level1C_scene,2020-09-16,2.0,,,,,14617.0,modis,2020-09-18,0.0,15186.9230769231,15218.25,15340.0,15484.4,14847.95,14903.2857142857,14857.8333333333,14893.5,14.8,27.65,1211.466649,,,,,,,,,,,,,,,,,,,,,,21
C4.3,2020-09-18,38,9,2020,Prokopack aspirtor,Cocody,Aïba,392612,591014,-3.969211,5.346168,42,Aedes,0,,,,,,,,,,,,0.235792850595784,-0.235792850595784,0.036357986326911,-0.07981220657277,sentinel2_level1C_scene,2020-09-11,7.0,0.0,0.0,0.0,0.0,0.118208028387669,-0.118208028387669,0.000503271263211,-0.001763668430335,sentinel2_level1C_scene,2020-09-16,2.0,,,,,14617.0,modis,2020-09-18,0.0,15186.9230769231,15218.25,15340.0,15484.4,14847.95,14903.2857142857,14857.8333333333,14893.5,14.8,27.65,1211.466649,,,,,,,,,,,,,,,,,,,,,,22
C4.4,2020-09-18,38,9,2020,Prokopack aspirtor,Cocody,Aïba,392454,590939,-3.970636,5.345487,48,Aedes,0,,,,,,,,,,,,0.207383582715704,-0.207383582715704,0.019241143679195,-0.060033663736675,sentinel2_level1C_scene,2020-09-11,7.0,0.0,0.0,0.0,0.0,0.118208028387669,-0.118208028387669,0.000503271263211,-0.001763668430335,sentinel2_level1C_scene,2020-09-16,2.0,,,,,14617.0,modis,2020-09-18,0.0,15186.9230769231,15218.25,15340.0,15484.4,14847.95,14903.2857142857,14857.8333333333,14893.5,14.8,27.65,1211.466649,,,,,,,,,,,,,,,,,,,,,,23
C4.5,2020-09-18,38,9,2020,Prokopack aspirtor,Cocody,Aïba,392498,591159,-3.970242,5.347478,45,Aedes,3,,,,,,,,,,,,0.235792850595784,-0.235792850595784,0.036357986326911,-0.07981220657277,sentinel2_level1C_scene,2020-09-11,7.0,0.0,0.0,0.0,0.0,0.118208028387669,-0.118208028387669,0.000503271263211,-0.001763668430335,sentinel2_level1C_scene,2020-09-16,2.0,,,,,14617.0,modis,2020-09-18,0.0,15186.9230769231,15218.25,15340.0,15484.4,14847.95,14903.2857142857,14857.8333333333,14893.5,14.8,27.65,1211.466649,,,,,,,,,,,,,,,,,,,,,,24
C4.6,2020-09-18,38,9,2020,Prokopack aspirtor,Cocody,Aïba,392543,590812,-3.969831,5.34434,42,Aedes,5,,,,,,,,,,,,0.204536862003781,-0.204536862003781,0.0839773312725399,-0.114800423878488,sentinel2_level1C_scene,2020-09-11,7.0,0.0,0.0,0.0,0.0,0.118208028387669,-0.118208028387669,0.000503271263211,-0.001763668430335,sentinel2_level1C_scene,2020-09-16,2.0,,,,,14617.0,modis,2020-09-18,0.0,15186.9230769231,15218.25,15340.0,15484.4,14847.95,14903.2857142857,14857.8333333333,14893.5,14.8,27.65,1211.466649,,,,,,,,,,,,,,,,,,,,,,25
C4.7,2020-09-18,38,9,2020,Prokopack aspirtor,Cocody,Aïba,392479,591040,-3.970412,5.346401,47,Aedes,0,,,,,,,,,,,,0.235792850595784,-0.235792850595784,0.036357986326911,-0.07981220657277,sentinel2_level1C_scene,2020-09-11,7.0,0.0,0.0,0.0,0.0,0.118208028387669,-0.118208028387669,0.000503271263211,-0.001763668430335,sentinel2_level1C_scene,2020-09-16,2.0,,,,,14617.0,modis,2020-09-18,0.0,15186.9230769231,15218.25,15340.0,15484.4,14847.95,14903.2857142857,14857.8333333333,14893.5,14.8,27.65,1211.466649,,,,,,,,,,,,,,,,,,,,,,26
C4.8,2020-09-18,38,9,2020,Prokopack aspirtor,Cocody,Aïba,388920,586102,-4.002458,5.301685,50,Aedes,0,,,,,,,,,,,,0.0905634289664709,-0.0905634289664709,-0.018100391864154,0.0011389521640089,sentinel2_level1C_scene,2020-09-16,2.0,0.018511132285313,0.018511132285313,0.002493565362735,0.010038992278427,0.084035567854968,-0.084035567854968,-0.0170632927144089,0.003478512591979,sentinel2_level1C_scene,2020-09-16,2.0,,,,,14772.0,modis,2020-09-17,1.0,15185.25,15377.75,15495.75,15469.6666666667,14860.428571428602,14899.6,14866.0,14885.5,12.15,23.9,1142.183424,,,,,,,,,,,,,,,,,,,,,,27
C4.9,2020-09-18,38,9,2020,Prokopack aspirtor,Cocody,Aïba,392539,590980,-3.96987,5.345859,47,Aedes,1,,,,,,,,,,,,0.235792850595784,-0.235792850595784,0.036357986326911,-0.07981220657277,sentinel2_level1C_scene,2020-09-11,7.0,0.0,0.0,0.0,0.0,0.118208028387669,-0.118208028387669,0.000503271263211,-0.001763668430335,sentinel2_level1C_scene,2020-09-16,2.0,,,,,14617.0,modis,2020-09-18,0.0,15186.9230769231,15218.25,15340.0,15484.4,14847.95,14903.2857142857,14857.8333333333,14893.5,14.8,27.65,1211.466649,,,,,,,,,,,,,,,,,,,,,,28
C4.10,2020-09-18,38,9,2020,Prokopack aspirtor,Cocody,Aïba,392616,590864,-3.969173,5.344811,39,Aedes,4,,,,,,,,,,,,0.204536862003781,-0.204536862003781,0.0839773312725399,-0.114800423878488,sentinel2_level1C_scene,2020-09-11,7.0,0.0,0.0,0.0,0.0,0.118208028387669,-0.118208028387669,0.000503271263211,-0.001763668430335,sentinel2_level1C_scene,2020-09-16,2.0,,,,,14617.0,modis,2020-09-18,0.0,15186.9230769231,15218.25,15340.0,15484.4,14847.95,14903.2857142857,14857.8333333333,14893.5,14.8,27.65,1211.466649,,,,,,,,,,,,,,,,,,,,,,29
,2016-02-10,6,2,2016,double net trap,,Ehania-V1,"W 003°03'30.3"" ","N 05°17'01.6"" ",-3.058417,5.283778,183,Aedes,0,,,,,,,,,,,,0.063829787234043,-0.063829787234043,0.201248049921997,-0.202185792349727,sentinel2_level1C_scene,2016-01-26,15.0,0.090396495197449,0.090396495197449,0.048798353099161,0.017981818453265,-0.049713432664307,0.049713432664307,0.263969843019698,-0.229711743751116,sentinel2_level1C_scene,2016-01-26,15.0,15216.0,modis,2016-02-10,0.0,14776.0,modis,2016-02-09,1.0,15034.6666666667,15167.0,,15149.0,14711.5882352941,14697.2222222222,14777.5,14788.5,,0.1,7.7,,,,,,,,,,,,,e-dnt-rf1,1.0,0.0,,,,,,,30
,2016-02-10,6,2,2016,double net trap,,Ehania-V1,"W 003°02'57.8"" ","N 05°16'57.4"" ",-3.049389,5.282611,206,Aedes,0,,,,,,,,,,,,-0.211943481738203,0.211943481738203,0.353782013103038,-0.285633484162896,sentinel2_level1C_scene,2016-01-26,15.0,0.093159332926418,0.093159332926418,0.045956060604197,0.027287182587722,-0.099480504908085,0.099480504908085,0.289475978633415,-0.243380946437773,sentinel2_level1C_scene,2016-01-26,15.0,15224.0,modis,2016-02-10,0.0,14780.0,modis,2016-02-09,1.0,15025.5,15178.0,,15149.0,14716.2352941176,14702.6666666667,14786.0,14790.0,,0.1,7.7,,,,,,,,,,,,,e-dnt-rf2,1.0,0.0,,,,,,,31
,2016-02-10,6,2,2016,double net trap,,Ehania-V1,"W 003°03'33.1"" ","N 05°17'42.2"" ",-3.059194,5.295056,239,Aedes,0,,,,,,,,,,,,-0.065130704474967,0.065130704474967,0.132626619552415,-0.125995316159251,sentinel2_level1C_scene,2016-02-05,5.0,0.0,0.0,0.0,0.0,-0.065130704474967,0.065130704474967,0.132626619552415,-0.125995316159251,sentinel2_level1C_scene,2016-02-05,5.0,15224.0,modis,2016-02-10,0.0,14789.0,modis,2016-02-09,1.0,15031.75,15205.0,,,14722.125,14703.1111111111,14779.25,14791.5,,0.1,7.7,,,,,,,,,,,,,e-dnt-rf3,1.0,0.0,,,,,,,32
,2016-02-10,6,2,2016,double net trap,,Ehania-V1,"W 003°03'40.8"" ","N 05°17'08.4"" ",-3.061333,5.285667,119,Aedes,0,,,,,,,,,,,,-0.13783927621075,0.13783927621075,0.297723823975721,-0.237268518518518,sentinel2_level1C_scene,2016-01-26,15.0,0.074695355028242,0.074695355028242,0.044666258816802,0.019193239393944,-0.056933607079812,0.056933607079812,0.276704443115619,-0.235490160950589,sentinel2_level1C_scene,2016-01-26,15.0,15216.0,modis,2016-02-10,0.0,14776.0,modis,2016-02-09,1.0,15034.6666666667,15167.0,,15149.0,14711.5882352941,14697.2222222222,14777.5,14788.5,,0.1,7.7,,,,,,,,,,,,,e-dnt-rf4,1.0,0.0,,,,,,,33
,2016-02-11,6,2,2016,double net trap,,Ehania-V1,"W 003°03'30.3"" ","N 05°17'01.6"" ",-3.058417,5.283778,183,Aedes,0,,,,,,,,,,,,0.063829787234043,-0.063829787234043,0.201248049921997,-0.202185792349727,sentinel2_level1C_scene,2016-01-26,16.0,0.090396495197449,0.090396495197449,0.048798353099161,0.017981818453265,-0.049713432664307,0.049713432664307,0.263969843019698,-0.229711743751116,sentinel2_level1C_scene,2016-01-26,16.0,15216.0,modis,2016-02-10,1.0,14796.0,modis,2016-02-11,0.0,15034.6666666667,15167.0,,15149.0,14711.5882352941,14697.2222222222,14777.5,14788.5,,0.1,7.7,,,,,,,,,,,,,e-dnt-rf1,2.0,0.0,,,,,,,30
,2016-02-11,6,2,2016,double net trap,,Ehania-V1,"W 003°02'57.8"" ","N 05°16'57.4"" ",-3.049389,5.282611,206,Aedes,0,,,,,,,,,,,,-0.211943481738203,0.211943481738203,0.353782013103038,-0.285633484162896,sentinel2_level1C_scene,2016-01-26,16.0,0.093159332926418,0.093159332926418,0.045956060604197,0.027287182587722,-0.099480504908085,0.099480504908085,0.289475978633415,-0.243380946437773,sentinel2_level1C_scene,2016-01-26,16.0,15224.0,modis,2016-02-10,1.0,14805.0,modis,2016-02-11,0.0,15025.5,15178.0,,15149.0,14716.2352941176,14702.6666666667,14786.0,14790.0,,0.1,7.7,,,,,,,,,,,,,e-dnt-rf2,2.0,0.0,,,,,,,31
,2016-02-11,6,2,2016,double net trap,,Ehania-V1,"W 003°03'33.1"" ","N 05°17'42.2"" ",-3.059194,5.295056,239,Aedes,0,,,,,,,,,,,,-0.065130704474967,0.065130704474967,0.132626619552415,-0.125995316159251,sentinel2_level1C_scene,2016-02-05,6.0,0.0,0.0,0.0,0.0,-0.065130704474967,0.065130704474967,0.132626619552415,-0.125995316159251,sentinel2_level1C_scene,2016-02-05,6.0,15224.0,modis,2016-02-10,1.0,14805.0,modis,2016-02-11,0.0,15031.75,15205.0,,,14722.125,14703.1111111111,14779.25,14791.5,,0.1,7.7,,,,,,,,,,,,,e-dnt-rf3,2.0,0.0,,,,,,,32
,2016-02-11,6,2,2016,double net trap,,Ehania-V1,"W 003°03'40.8"" ","N 05°17'08.4"" ",-3.061333,5.285667,119,Aedes,0,,,,,,,,,,,,-0.13783927621075,0.13783927621075,0.297723823975721,-0.237268518518518,sentinel2_level1C_scene,2016-01-26,16.0,0.074695355028242,0.074695355028242,0.044666258816802,0.019193239393944,-0.056933607079812,0.056933607079812,0.276704443115619,-0.235490160950589,sentinel2_level1C_scene,2016-01-26,16.0,15216.0,modis,2016-02-10,1.0,14796.0,modis,2016-02-11,0.0,15034.6666666667,15167.0,,15149.0,14711.5882352941,14697.2222222222,14777.5,14788.5,,0.1,7.7,,,,,,,,,,,,,e-dnt-rf4,2.0,0.0,,,,,,,33
,2016-02-12,6,2,2016,double net trap,,Ehania-V1,"W 003°03'30.3"" ","N 05°17'01.6"" ",-3.058417,5.283778,183,Aedes,0,,,,,,,,,,,,0.063829787234043,-0.063829787234043,0.201248049921997,-0.202185792349727,sentinel2_level1C_scene,2016-01-26,17.0,0.090396495197449,0.090396495197449,0.048798353099161,0.017981818453265,-0.049713432664307,0.049713432664307,0.263969843019698,-0.229711743751116,sentinel2_level1C_scene,2016-01-26,17.0,15118.0,modis,2016-02-12,0.0,14796.0,modis,2016-02-11,1.0,15034.6666666667,15167.0,,15149.0,14711.5882352941,14697.2222222222,14777.5,14788.5,,,7.7,,,,,,,,,,,,,e-dnt-rf1,3.0,0.0,,,,,,,30
