x,y,DISTANCE_TO_COAST,DISTANCE_TO_RIVER,SLOPE_mean_1km,ASPECT_mean_200m,ELEVATION_mean_1km,HILLSHADE_mean_1km,FS_AREA_1km,FLOW_ACCU_200m
10.5174436655128,46.36568308071,19034.2263217228,276.660308371818,10,120.151690782637,2645.14195727162,204.757874845771,0,11.9002718043009
10.5431566358684,46.36568308071,19481.9022397075,1083.36080513151,18,240.431200911326,3009.35076056794,207.357654029302,0.00248475061035156,1.46499590303176
10.5688696062239,46.36568308071,20105.8757098151,2641.61075284656,51,155.108053557154,3021.04141590635,153.743869727032,0.00124254174804688,1.15059952038369
10.5945825765794,46.36568308071,20899.9361574493,2434.5614661831,14,62.0766386890488,2986.74361846793,158.381844023936,0.00124235412597656,2.21614708233413
10.6202955469349,46.36568308071,21845.285917166,1063.93850023458,21,80.7910945900034,2643.72898501341,135.614142814466,0,3.49051701740712
10.6460085172904,46.36568308071,22923.5211135126,314.584471223142,24,127.037413810333,1942.19405628951,147.344399444231,0,15.283481562906
10.6717214876459,46.36568308071,24057.6312885994,1048.74257650061,16,155.491926136137,1701.23403162867,145.210821243862,0,3.98706982693153
10.6974344580014,46.36568308071,22332.930305623,603.914996461096,25,281.20271026543,1529.15345328829,223.667925133049,0,4.28118004477135
10.7231474283569,46.36568308071,20653.8538873241,2400.7519778414,34,317.190511401107,2382.66310648418,225.929544483869,0,2.01249025759907
10.7488603987124,46.36568308071,19033.1389399736,1777.90344855106,32,213.389148681055,2514.27305818634,153.341975631349,0,1.36764588329337
10.7745733690679,46.36568308071,17486.3823484,1893.5118329004,30,122.919084732214,2480.33474557811,178.548984615193,0,1.40795363709033
10.8002863394234,46.36568308071,16035.6118607646,2827.89709948277,38,218.353144547253,2614.48369999432,177.11834337019,0.00377130726318359,1
10.8259993097789,46.36568308071,14708.9003448952,1850.2873656859,6,107.415910635067,2388.58656636301,145.607091790296,0.00537420837928922,1
10.8517122801344,46.36568308071,13542.5714022054,171.033900758446,29,265.328410998321,1772.24185617008,154.793253727767,0,13.7034409719447
10.8774252504899,46.36568308071,12581.7622014733,699.667181266553,34,57.1673661071143,1259.69433641688,125.065268787006,0,3.02553956834533
10.9031382208454,46.36568308071,11876.0904210741,400.05955975757,37,193.657140573165,1061.52986947518,189.805232662168,0,2.84779567528678
10.928851191201,46.36568308071,11472.9921319635,773.188587641583,11,154.489868105516,889.376581973207,152.735370540368,0,3.12274180655476
10.9545641615565,46.36568308071,11380.4868077418,341.024237203359,22,302.880653090589,766.789616580859,199.505535873487,0,882.933192110154
10.980277131912,46.36568308071,11605.8501698959,1387.80406091067,17,296.98836953698,1435.42551451854,216.842658264776,0,2.03766911132871
11.0059901022675,46.36568308071,12153.9851575252,2069.26633743285,12,101.884108077861,1193.09480210825,112.481965886769,0,2.90832966945122
11.031703072623,46.36568308071,12956.4973775861,1048.83584423903,1,99.8638089528377,672.377959524702,163.425809809355,0,1.20397681854516
11.0574160429785,46.36568308071,13946.226930076,89.5578490500114,0,185.580755395684,554.324534645901,187.542012371064,1.13640082547799,3867.74520383693
11.083129013334,46.36568308071,15131.674701413,312.892400502179,16,302.02286308132,716.335368206501,198.222962144669,0,107.281891400364
11.1088419836895,46.36568308071,16470.8788544726,293.593490907613,8,162.051640753028,878.581721220608,191.095969815431,0.0395297023681641,54.4365682081618
11.134554954045,46.36568308071,17929.0094310257,820.393275551177,17,306.069267356809,1197.9522259175,213.645581811463,0,2.72928574283544
11.1602679244005,46.36568308071,19479.8243843759,2195.44116494186,21,292.60257409517,1564.56322602729,211.825923822564,0,1.5068049643264
11.185980894756,46.36568308071,18473.5819512867,3126.66647506717,20,209.003357381243,1895.81298938323,188.241157941496,0,1.01534802853774
11.2116938651115,46.36568308071,16959.0675539294,2583.31417917856,39,229.078728039494,1393.93393178464,136.193938366102,0,1
11.4688235686666,46.36568308071,12337.5113277228,1534.01351828162,9,76.7912661137204,1736.31434443893,174.952098850335,0,1.65136404516838
11.4945365390221,46.36568308071,13290.9776901755,1198.64004094396,6,60.0622189355026,1714.35989024667,174.38851962148,0,2.32966242280095
11.5202495093776,46.36568308071,14454.3889422874,341.024989269114,24,258.697903551372,1730.83757276742,192.092203315464,0,12.8098806882907
11.5459624797331,46.36568308071,15781.6237289833,1963.68450524228,29,232.899378484782,2165.13488591729,238.438717251154,0,3.30356322068786
